word,group,subsubsection,subsection,section,content
1,1,0,4,3,Required
2,1,0,4,3,Diver
3,1,0,4,3,12D
4,1,0,4,3,Assistant
0,2,0,4,3,References
1,2,0,4,3,WP
2,2,0,4,3,0010
3,2,0,4,3,WP
4,2,0,4,3,0021
0,3,0,4,3,References
1,3,0,4,3,(cont.)
2,3,0,4,3,WP
3,3,0,4,3,0040
4,3,0,4,3,WP
5,3,0,4,3,0046
0,4,0,4,3,WARNING
0,5,0,4,3,WARNING
0,6,0,4,3,WARNING
0,7,0,4,3,CAUTION
0,8,0,4,3,CAUTION
0,9,0,4,3,END
1,9,0,4,3,OF
2,9,0,4,3,WORK
3,9,0,4,3,PACKAGE
0,10,0,4,3,0007-4
0,11,0,4,3,OPERATOR
1,11,0,4,3,INSTRUCTIONS
0,0,0,5,3,INITIAL
1,0,0,5,3,SETUP:
0,1,0,5,3,Personnel
1,1,0,5,3,Required
2,1,0,5,3,Diver
3,1,0,5,3,12D
4,1,0,5,3,Assistant
5,1,0,5,3,(2)
0,2,0,5,3,References
1,2,0,5,3,WP
2,2,0,5,3,0007
0,3,0,5,3,References
1,3,0,5,3,(cont.)
2,3,0,5,3,WP
3,3,0,5,3,0010
4,3,0,5,3,WP
5,3,0,5,3,0025
0,4,0,5,3,DOCKING
1,4,0,5,3,PROCEDURES
0,5,0,5,3,WARNING
0,6,0,5,3,WARNING
0,7,0,5,3,WARNING
0,8,0,5,3,WARNING
0,9,0,5,3,CAUTION
0,10,0,5,3,NOTE
0,11,0,5,3,DOCKING
1,11,0,5,3,PROCEDURES
2,11,0,5,3,-
3,11,0,5,3,Continued
0,12,0,5,3,CASTING-OFF
1,12,0,5,3,PROCEDURES.
0,13,0,5,3,END
1,13,0,5,3,OF
2,13,0,5,3,WORK
3,13,0,5,3,PACKAGE
0,14,0,5,3,0008-7/blank
0,15,0,5,3,OPERATOR
1,15,0,5,3,INSTRUCTIONS
0,0,0,6,3,INITIAL
1,0,0,6,3,SETUP:
0,1,0,6,3,Personnel
1,1,0,6,3,Required
2,1,0,6,3,Diver
3,1,0,6,3,12D
4,1,0,6,3,Assistant
0,2,0,6,3,WARNING
0,3,0,6,3,CAUTION
0,4,0,6,3,General
1,4,0,6,3,Information
0,5,0,6,3,Figure
1,5,0,6,3,1.
2,5,0,6,3,Tie
3,5,0,6,3,Down
4,5,0,6,3,Locations.
0,6,0,6,3,Figure
1,6,0,6,3,2.
2,6,0,6,3,Cargo
3,6,0,6,3,Tie
4,6,0,6,3,Downs.
0,7,0,6,3,END
1,7,0,6,3,OF
2,7,0,6,3,WORK
3,7,0,6,3,PACKAGE
0,8,0,6,3,0009-2
0,9,0,6,3,OPERATOR
1,9,0,6,3,INSTRUCTIONS
0,0,0,7,3,INITIAL
1,0,0,7,3,SETUP:
0,1,0,7,3,Personnel
1,1,0,7,3,Required
2,1,0,7,3,Diver
3,1,0,7,3,12D
0,2,0,7,3,References
1,2,0,7,3,WP
2,2,0,7,3,0005
3,2,0,7,3,WP
4,2,0,7,3,0008
0,3,0,7,3,References
1,3,0,7,3,(cont.)
2,3,0,7,3,WP
3,3,0,7,3,0015
4,3,0,7,3,WP
5,3,0,7,3,0022
0,4,0,7,3,OPERATION
1,4,0,7,3,UNDERWAY
0,5,0,7,3,WARNING
0,6,0,7,3,WARNING
0,7,0,7,3,WARNING
0,8,0,7,3,WARNING
0,9,0,7,3,WARNING
0,10,0,7,3,OPERATION
1,10,0,7,3,UNDERWAY
2,10,0,7,3,-
3,10,0,7,3,Continued
0,11,0,7,3,TRIMMING
1,11,0,7,3,ENGINES
0,12,0,7,3,CAUTION
0,13,0,7,3,NOTE
0,14,0,7,3,END
1,14,0,7,3,OF
2,14,0,7,3,WORK
3,14,0,7,3,PACKAGE
0,15,0,7,3,0010-3/blank
0,16,0,7,3,OPERATOR
1,16,0,7,3,INSTRUCTIONS
0,0,0,8,3,INITIAL
1,0,0,8,3,SETUP:
0,1,0,8,3,Personnel
1,1,0,8,3,Required
2,1,0,8,3,Diver
3,1,0,8,3,12D
0,2,0,8,3,WARNING
0,3,0,8,3,WARNING
0,4,0,8,3,CAUTION
0,5,0,8,3,General
1,5,0,8,3,Information
0,6,0,8,3,Figure
1,6,0,8,3,1.
2,6,0,8,3,Spotlight
3,6,0,8,3,Receptacles.
0,7,0,8,3,NOTE
0,8,0,8,3,END
1,8,0,8,3,OF
2,8,0,8,3,WORK
3,8,0,8,3,PACKAGE
0,9,0,8,3,0011-3/blank
0,10,0,8,3,OPERATOR
1,10,0,8,3,INSTRUCTIONS
0,0,0,9,3,INITIAL
1,0,0,9,3,SETUP:
0,1,0,9,3,Personnel
1,1,0,9,3,Required
2,1,0,9,3,Diver
3,1,0,9,3,12D
0,2,0,9,3,WARNING
0,3,0,9,3,CAUTION
0,4,0,9,3,Figure
1,4,0,9,3,2.
2,4,0,9,3,Control
3,4,0,9,3,Panel
4,4,0,9,3,Switches.
0,5,0,9,3,END
1,5,0,9,3,OF
2,5,0,9,3,WORK
3,5,0,9,3,PACKAGE
0,6,0,9,3,0012-3/blank
0,7,0,9,3,OPERATOR
1,7,0,9,3,INSTRUCTIONS
0,0,0,10,3,INITIAL
1,0,0,10,3,SETUP:
0,1,0,10,3,Personnel
1,1,0,10,3,Required
2,1,0,10,3,Diver
3,1,0,10,3,12D
0,2,0,10,3,NOTE
0,3,0,10,3,Figure
1,3,0,10,3,1.
2,3,0,10,3,Vessel
3,3,0,10,3,Systems
4,3,0,10,3,Monitor.
0,4,0,10,3,END
1,4,0,10,3,OF
2,4,0,10,3,WORK
3,4,0,10,3,PACKAGE
0,5,0,10,3,0013-1/blank
0,6,0,10,3,OPERATOR
1,6,0,10,3,INSTRUCTIONS
0,0,0,11,3,INITIAL
1,0,0,11,3,SETUP:
0,1,0,11,3,Personnel
1,1,0,11,3,Required
2,1,0,11,3,Diver
3,1,0,11,3,12D
0,2,0,11,3,References
1,2,0,11,3,WP
2,2,0,11,3,0015
3,2,0,11,3,WP
4,2,0,11,3,0017
5,2,0,11,3,WP
6,2,0,11,3,0018
7,2,0,11,3,WP
8,2,0,11,3,0037
0,3,0,11,3,MULTI-FUNCTION
1,3,0,11,3,DISPLAY
2,3,0,11,3,OVERVIEW
0,4,0,11,3,CAUTION
0,5,0,11,3,Multi-Function
1,5,0,11,3,Display
2,5,0,11,3,Touchscreen
3,5,0,11,3,Operation
0,6,0,11,3,Multi-Function
1,6,0,11,3,Display
2,6,0,11,3,Remote
3,6,0,11,3,Control
4,6,0,11,3,Operation
0,7,0,11,3,Multi-Function
1,7,0,11,3,Display
2,7,0,11,3,Remote
3,7,0,11,3,Control
4,7,0,11,3,Operation
5,7,0,11,3,-
6,7,0,11,3,Continued
0,8,0,11,3,Figure
1,8,0,11,3,4.
2,8,0,11,3,Multi-Function
3,8,0,11,3,Remote.
0,9,0,11,3,Table
1,9,0,11,3,1.
2,9,0,11,3,Multi-Function
3,9,0,11,3,Remote.
0,10,0,11,3,No.
1,10,0,11,3,Key
2,10,0,11,3,Function
0,11,0,11,3,CANCEL/MO
1,11,0,11,3,B
0,12,0,11,3,Multi-Function
1,12,0,11,3,Display
2,12,0,11,3,Home
3,12,0,11,3,Screen
4,12,0,11,3,Operation
0,13,0,11,3,NOTE
0,14,0,11,3,Multi-Function
1,14,0,11,3,Display
2,14,0,11,3,Home
3,14,0,11,3,Screen
4,14,0,11,3,Operation
5,14,0,11,3,-
6,14,0,11,3,Continued
0,15,0,11,3,Figure
1,15,0,11,3,8.
2,15,0,11,3,Display
3,15,0,11,3,Icons.
0,16,0,11,3,Multi-Function
1,16,0,11,3,Display
2,16,0,11,3,Hidden
3,16,0,11,3,Functions
0,17,0,11,3,NOTE
0,18,0,11,3,NOTE
0,19,0,11,3,0014-10
0,20,0,11,3,Multi-Function
1,20,0,11,3,Display
2,20,0,11,3,Hidden
3,20,0,11,3,Functions
4,20,0,11,3,-
5,20,0,11,3,Continued
0,21,0,11,3,Figure
1,21,0,11,3,15.
2,21,0,11,3,Pop-up
3,21,0,11,3,Menu
0,22,0,11,3,Multi-Function
1,22,0,11,3,Display
2,22,0,11,3,Split
3,22,0,11,3,Screen
4,22,0,11,3,Operation
0,23,0,11,3,Figure
1,23,0,11,3,19.
2,23,0,11,3,Save
3,23,0,11,3,Icon.
0,24,0,11,3,Multi-Function
1,24,0,11,3,Display
2,24,0,11,3,Locking/Un-Locking
3,24,0,11,3,Screen
0,25,0,11,3,NOTE
0,26,0,11,3,Multi-Function
1,26,0,11,3,Display
2,26,0,11,3,Alarm
3,26,0,11,3,Operation
0,27,0,11,3,0014-14
0,28,0,11,3,Multi-Function
1,28,0,11,3,Display
2,28,0,11,3,Alarm
3,28,0,11,3,Operation
4,28,0,11,3,-
5,28,0,11,3,Continued
0,29,0,11,3,Figure
1,29,0,11,3,22.
2,29,0,11,3,Alarm
3,29,0,11,3,Menu.
0,30,0,11,3,Table
1,30,0,11,3,3.
2,30,0,11,3,Alarm
3,30,0,11,3,Menu.
0,31,0,11,3,Alarm
1,31,0,11,3,Name
2,31,0,11,3,Function
0,32,0,11,3,Sea
1,32,0,11,3,Surface
2,32,0,11,3,Temperature
3,32,0,11,3,Alarm:
0,33,0,11,3,Anchor
1,33,0,11,3,Watch
2,33,0,11,3,Alarm:
0,34,0,11,3,0014-15
0,35,0,11,3,Multi-Function
1,35,0,11,3,Display
2,35,0,11,3,Alarm
3,35,0,11,3,Operation
4,35,0,11,3,-
5,35,0,11,3,Continued
0,36,0,11,3,Powering
1,36,0,11,3,Off
2,36,0,11,3,Multi-Function
3,36,0,11,3,Display
0,37,0,11,3,CAUTION
0,38,0,11,3,END
1,38,0,11,3,OF
2,38,0,11,3,WORK
3,38,0,11,3,PACKAGE
0,39,0,11,3,0014-19/blank
0,40,0,11,3,OPERATOR
1,40,0,11,3,INSTRUCTIONS
0,0,0,12,3,INITIAL
1,0,0,12,3,SETUP:
0,1,0,12,3,Personnel
1,1,0,12,3,Required
2,1,0,12,3,Diver
3,1,0,12,3,12D
0,2,0,12,3,Equipment
1,2,0,12,3,Condition
2,2,0,12,3,Multi-Function
3,2,0,12,3,Display
4,2,0,12,3,Powered
5,2,0,12,3,ON
6,2,0,12,3,(WP
7,2,0,12,3,0014)
0,3,0,12,3,CAUTION
0,4,0,12,3,Figure
1,4,0,12,3,1.
2,4,0,12,3,Plotter
3,4,0,12,3,Display.
0,5,0,12,3,Table
1,5,0,12,3,1.
2,5,0,12,3,Plotter
3,5,0,12,3,Display.
0,6,0,12,3,Item
1,6,0,12,3,No
0,7,0,12,3,Key
1,7,0,12,3,Name
2,7,0,12,3,Function
0,8,0,12,3,Figure
1,8,0,12,3,3.
2,8,0,12,3,Plotter
3,8,0,12,3,Display
4,8,0,12,3,Icon.
0,9,0,12,3,Figure
1,9,0,12,3,4.
2,9,0,12,3,Plotter
3,9,0,12,3,Display
4,9,0,12,3,Range.
0,10,0,12,3,Figure
1,10,0,12,3,6.
2,10,0,12,3,Zoom
3,10,0,12,3,Slider.
0,11,0,12,3,Figure
1,11,0,12,3,7.
2,11,0,12,3,Plotter
3,11,0,12,3,Orientation
4,11,0,12,3,Settings.
0,12,0,12,3,END
1,12,0,12,3,OF
2,12,0,12,3,WORK
3,12,0,12,3,PACKAGE
0,13,0,12,3,0015-6
0,14,0,12,3,OPERATOR
1,14,0,12,3,INSTRUCTIONS
0,0,0,13,3,INITIAL
1,0,0,13,3,SETUP:
0,1,0,13,3,Personnel
1,1,0,13,3,Required
2,1,0,13,3,Diver
3,1,0,13,3,12D
0,2,0,13,3,CAUTION
0,3,0,13,3,POINTS
0,4,0,13,3,Entering
1,4,0,13,3,A
2,4,0,13,3,Point
3,4,0,13,3,From
4,4,0,13,3,Plotter
0,5,0,13,3,Figure
1,5,0,13,3,2.
2,5,0,13,3,Home
3,5,0,13,3,Screen.
0,6,0,13,3,Entering
1,6,0,13,3,A
2,6,0,13,3,Point
3,6,0,13,3,At
4,6,0,13,3,Selected
5,6,0,13,3,Position
0,7,0,13,3,Figure
1,7,0,13,3,3.
2,7,0,13,3,New
3,7,0,13,3,Point.
0,8,0,13,3,Entering
1,8,0,13,3,A
2,8,0,13,3,Point
3,8,0,13,3,Using
4,8,0,13,3,Coordinates
0,9,0,13,3,Figure
1,9,0,13,3,5.
2,9,0,13,3,Numeric
3,9,0,13,3,Keyboard.
0,10,0,13,3,Displaying
1,10,0,13,3,Point
2,10,0,13,3,Information
0,11,0,13,3,Figure
1,11,0,13,3,6.
2,11,0,13,3,Point
3,11,0,13,3,Information
4,11,0,13,3,Menu.
0,12,0,13,3,Moving
1,12,0,13,3,A
2,12,0,13,3,Point
0,13,0,13,3,Moving
1,13,0,13,3,A
2,13,0,13,3,Point
3,13,0,13,3,Using
4,13,0,13,3,The
5,13,0,13,3,“Long
6,13,0,13,3,Hold”
7,13,0,13,3,Option
0,14,0,13,3,Moving
1,14,0,13,3,a
2,14,0,13,3,Point
3,14,0,13,3,Using
4,14,0,13,3,The
5,14,0,13,3,“
6,14,0,13,3,Edit
7,14,0,13,3,Pos”
8,14,0,13,3,Option
0,15,0,13,3,Figure
1,15,0,13,3,8.
2,15,0,13,3,Numeric
3,15,0,13,3,Keyboard.
0,16,0,13,3,Deleting
1,16,0,13,3,A
2,16,0,13,3,Point
0,17,0,13,3,Figure
1,17,0,13,3,9.
2,17,0,13,3,Points
3,17,0,13,3,Information
4,17,0,13,3,Menu.
0,18,0,13,3,Editing
1,18,0,13,3,A
2,18,0,13,3,Point
0,19,0,13,3,Figure
1,19,0,13,3,11.
2,19,0,13,3,Keyboard
3,19,0,13,3,Menu.
0,20,0,13,3,Navigating
1,20,0,13,3,To
2,20,0,13,3,A
3,20,0,13,3,Point
0,21,0,13,3,CAUTION
0,22,0,13,3,Figure
1,22,0,13,3,12.
2,22,0,13,3,Navigation
3,22,0,13,3,Screen.
0,23,0,13,3,Table
1,23,0,13,3,1.
2,23,0,13,3,Navigation
3,23,0,13,3,Screen.
0,24,0,13,3,Key
1,24,0,13,3,Graphic
2,24,0,13,3,Icon
3,24,0,13,3,Function
0,25,0,13,3,Figure
1,25,0,13,3,13.
2,25,0,13,3,Point
3,25,0,13,3,Information
4,25,0,13,3,Menu.
0,26,0,13,3,0016-11
0,27,0,13,3,ROUTES
0,28,0,13,3,Figure
1,28,0,13,3,14.
2,28,0,13,3,Route
3,28,0,13,3,Icons.
0,29,0,13,3,Table
1,29,0,13,3,2.
2,29,0,13,3,Route
3,29,0,13,3,Icons.
0,30,0,13,3,Key
1,30,0,13,3,Graphic
2,30,0,13,3,Icon
3,30,0,13,3,Function
0,31,0,13,3,Sleeping
1,31,0,13,3,Route
0,32,0,13,3,Creating
1,32,0,13,3,A
2,32,0,13,3,New
3,32,0,13,3,Route
0,33,0,13,3,0016-12
0,34,0,13,3,Creating
1,34,0,13,3,A
2,34,0,13,3,New
3,34,0,13,3,Route
4,34,0,13,3,-
5,34,0,13,3,Continued
0,35,0,13,3,0016-14
0,36,0,13,3,Creating
1,36,0,13,3,A
2,36,0,13,3,New
3,36,0,13,3,Route
4,36,0,13,3,-
5,36,0,13,3,Continued
0,37,0,13,3,Figure
1,37,0,13,3,17.
2,37,0,13,3,Route
3,37,0,13,3,Information
4,37,0,13,3,Window.
0,38,0,13,3,Table
1,38,0,13,3,3.
2,38,0,13,3,Route
3,38,0,13,3,Information
4,38,0,13,3,Menu.
0,39,0,13,3,Key
1,39,0,13,3,Graphic
2,39,0,13,3,Icon
3,39,0,13,3,Function
0,40,0,13,3,Moving
1,40,0,13,3,A
2,40,0,13,3,Point
3,40,0,13,3,In
4,40,0,13,3,A
5,40,0,13,3,Route
0,41,0,13,3,0016-17
0,42,0,13,3,Deleting
1,42,0,13,3,a
2,42,0,13,3,Point
3,42,0,13,3,From
4,42,0,13,3,a
5,42,0,13,3,Route
0,43,0,13,3,Deleting
1,43,0,13,3,A
2,43,0,13,3,Route
0,44,0,13,3,Tap
1,44,0,13,3,“Delete”.
0,45,0,13,3,Navigating
1,45,0,13,3,To
2,45,0,13,3,A
3,45,0,13,3,Point
0,46,0,13,3,CAUTION
0,47,0,13,3,0016-18
0,48,0,13,3,Navigating
1,48,0,13,3,To
2,48,0,13,3,A
3,48,0,13,3,Point
4,48,0,13,3,-
5,48,0,13,3,Continued
0,49,0,13,3,Figure
1,49,0,13,3,25.
2,49,0,13,3,Point
3,49,0,13,3,Navigation
4,49,0,13,3,Display.
0,50,0,13,3,Table
1,50,0,13,3,4.
2,50,0,13,3,Point
3,50,0,13,3,Navigation
4,50,0,13,3,Display.
0,51,0,13,3,Key
1,51,0,13,3,Graphic
2,51,0,13,3,Icon
3,51,0,13,3,Function
0,52,0,13,3,Reverse
1,52,0,13,3,Direction
2,52,0,13,3,Of
3,52,0,13,3,Route
0,53,0,13,3,Tap
1,53,0,13,3,“
2,53,0,13,3,Stop
3,53,0,13,3,Nav”.
0,54,0,13,3,Deleting
1,54,0,13,3,All
2,54,0,13,3,Points
3,54,0,13,3,And
4,54,0,13,3,Routes
0,55,0,13,3,NOTE
0,56,0,13,3,END
1,56,0,13,3,OF
2,56,0,13,3,WORK
3,56,0,13,3,PACKAGE
0,57,0,13,3,0016-21/blank
0,58,0,13,3,OPERATOR
1,58,0,13,3,INSTRUCTIONS
0,0,0,14,3,INITIAL
1,0,0,14,3,SETUP:
0,1,0,14,3,Personnel
1,1,0,14,3,Required
2,1,0,14,3,Diver
3,1,0,14,3,12D
0,2,0,14,3,Equipment
1,2,0,14,3,Condition
2,2,0,14,3,Multi-Function
3,2,0,14,3,Display
4,2,0,14,3,Powered
5,2,0,14,3,ON
6,2,0,14,3,(WP
7,2,0,14,3,0014)
8,2,0,14,3,Radome
9,2,0,14,3,Mast
10,2,0,14,3,Raised
11,2,0,14,3,(WP
12,2,0,14,3,0005)
0,3,0,14,3,CAUTION
0,4,0,14,3,Figure
1,4,0,14,3,1.
2,4,0,14,3,Radar
3,4,0,14,3,Display.
0,5,0,14,3,Table
1,5,0,14,3,1.
2,5,0,14,3,Radar
3,5,0,14,3,Display.
0,6,0,14,3,Item
1,6,0,14,3,No.
0,7,0,14,3,Key
1,7,0,14,3,Name
2,7,0,14,3,Function
0,8,0,14,3,Figure
1,8,0,14,3,3.
2,8,0,14,3,Radar
3,8,0,14,3,Display
4,8,0,14,3,Icon.
0,9,0,14,3,Radar
1,9,0,14,3,Transmit/Standby
2,9,0,14,3,Mode
0,10,0,14,3,NOTE
0,11,0,14,3,Figure
1,11,0,14,3,4.
2,11,0,14,3,TX/STBY
3,11,0,14,3,Switch.
0,12,0,14,3,Figure
1,12,0,14,3,6.
2,12,0,14,3,Zoom
3,12,0,14,3,Slider.
0,13,0,14,3,Figure
1,13,0,14,3,7.
2,13,0,14,3,Radar
3,13,0,14,3,Orientation
4,13,0,14,3,Settings.
0,14,0,14,3,Measuring
1,14,0,14,3,Range
2,14,0,14,3,And
3,14,0,14,3,Bearing
4,14,0,14,3,From
5,14,0,14,3,Boat
6,14,0,14,3,To
7,14,0,14,3,Target
8,14,0,14,3,Using
9,14,0,14,3,Radar
0,15,0,14,3,END
1,15,0,14,3,OF
2,15,0,14,3,WORK
3,15,0,14,3,PACKAGE
0,16,0,14,3,0017-6
0,17,0,14,3,OPERATOR
1,17,0,14,3,INSTRUCTIONS
0,0,0,15,3,INITIAL
1,0,0,15,3,SETUP:
0,1,0,15,3,Personnel
1,1,0,15,3,Required
2,1,0,15,3,Diver
3,1,0,15,3,12D
0,2,0,15,3,Equipment
1,2,0,15,3,Condition
2,2,0,15,3,Multi-Function
3,2,0,15,3,Display
4,2,0,15,3,Powered
5,2,0,15,3,ON
6,2,0,15,3,(WP
7,2,0,15,3,0014)
0,3,0,15,3,CAUTION
0,4,0,15,3,Figure
1,4,0,15,3,1.
2,4,0,15,3,Sonar
3,4,0,15,3,Operation.
0,5,0,15,3,Figure
1,5,0,15,3,2.
2,5,0,15,3,Sonar
3,5,0,15,3,Display.
0,6,0,15,3,Table
1,6,0,15,3,1.
2,6,0,15,3,Sonar
3,6,0,15,3,Display.
0,7,0,15,3,Item
1,7,0,15,3,No.
0,8,0,15,3,Key
1,8,0,15,3,Name
2,8,0,15,3,Function
0,9,0,15,3,Figure
1,9,0,15,3,4.
2,9,0,15,3,Sonar
3,9,0,15,3,Display
4,9,0,15,3,Icon.
0,10,0,15,3,Sonar
1,10,0,15,3,Transmit/Standby
2,10,0,15,3,Mode
0,11,0,15,3,Figure
1,11,0,15,3,5.
2,11,0,15,3,Transmit/Standby
3,11,0,15,3,Mode.
0,12,0,15,3,Selecting
1,12,0,15,3,A
2,12,0,15,3,Frequency
3,12,0,15,3,Using
4,12,0,15,3,The
5,12,0,15,3,“Pop-Up”
6,12,0,15,3,Menu
0,13,0,15,3,Selecting
1,13,0,15,3,A
2,13,0,15,3,Frequency
3,13,0,15,3,Using
4,13,0,15,3,The
5,13,0,15,3,“Depth
6,13,0,15,3,Indication
7,13,0,15,3,Box”
0,14,0,15,3,Figure
1,14,0,15,3,8.
2,14,0,15,3,Depth
3,14,0,15,3,Indication
4,14,0,15,3,Box.
0,15,0,15,3,Single
1,15,0,15,3,Frequency
2,15,0,15,3,Display
0,16,0,15,3,Dual
1,16,0,15,3,Frequency
2,16,0,15,3,Display
0,17,0,15,3,Figure
1,17,0,15,3,10.
2,17,0,15,3,Dual
3,17,0,15,3,Frequency
4,17,0,15,3,Display.
0,18,0,15,3,Bottom
1,18,0,15,3,Zoom
2,18,0,15,3,Display
0,19,0,15,3,Figure
1,19,0,15,3,12.
2,19,0,15,3,Bottom
3,19,0,15,3,Zoom
4,19,0,15,3,Display.
0,20,0,15,3,Table
1,20,0,15,3,2.
2,20,0,15,3,Bottom
3,20,0,15,3,Zoom
4,20,0,15,3,Display.
0,21,0,15,3,Item
1,21,0,15,3,No
2,21,0,15,3,Name
3,21,0,15,3,Function
0,22,0,15,3,Bottom
1,22,0,15,3,Zoom
2,22,0,15,3,Display
3,22,0,15,3,-
4,22,0,15,3,Continued
0,23,0,15,3,0018-10
0,24,0,15,3,Bottom
1,24,0,15,3,Lock
2,24,0,15,3,Display
0,25,0,15,3,Figure
1,25,0,15,3,14.
2,25,0,15,3,Bottom
3,25,0,15,3,Lock
4,25,0,15,3,Display.
0,26,0,15,3,Table
1,26,0,15,3,3.
2,26,0,15,3,Bottom
3,26,0,15,3,Lock
4,26,0,15,3,Display.
0,27,0,15,3,Item
1,27,0,15,3,No
2,27,0,15,3,Name
3,27,0,15,3,Function
0,28,0,15,3,0018-11
0,29,0,15,3,Bottom
1,29,0,15,3,Lock
2,29,0,15,3,Display
3,29,0,15,3,-
4,29,0,15,3,Continued
0,30,0,15,3,0018-12
0,31,0,15,3,Bottom
1,31,0,15,3,Discrimination
2,31,0,15,3,Display
0,32,0,15,3,Figure
1,32,0,15,3,16.
2,32,0,15,3,Bottom
3,32,0,15,3,Discrimination
4,32,0,15,3,Display.
0,33,0,15,3,END
1,33,0,15,3,OF
2,33,0,15,3,WORK
3,33,0,15,3,PACKAGE
0,34,0,15,3,0018-13/blank
0,35,0,15,3,OPERATOR
1,35,0,15,3,INSTRUCTIONS
0,0,0,16,3,INITIAL
1,0,0,16,3,SETUP:
0,1,0,16,3,Personnel
1,1,0,16,3,Required
2,1,0,16,3,Diver
3,1,0,16,3,12D
0,2,0,16,3,NOTE
0,3,0,16,3,Figure
1,3,0,16,3,1.
2,3,0,16,3,Command
3,3,0,16,3,Microphone
4,3,0,16,3,Remote.
0,4,0,16,3,NOTE
0,5,0,16,3,Figure
1,5,0,16,3,2.
2,5,0,16,3,Command
3,5,0,16,3,Microphone
4,5,0,16,3,Volume
5,5,0,16,3,Adjustment.
0,6,0,16,3,Command
1,6,0,16,3,Microphone
2,6,0,16,3,Remote
3,6,0,16,3,Transmission/Reception
0,7,0,16,3,NOTE
0,8,0,16,3,Command
1,8,0,16,3,Microphone
2,8,0,16,3,Softkeys
0,9,0,16,3,Softkey
1,9,0,16,3,Function
2,9,0,16,3,Selection
0,10,0,16,3,Figure
1,10,0,16,3,4.
2,10,0,16,3,Softkey
3,10,0,16,3,Function
4,10,0,16,3,Selection.
0,11,0,16,3,Softkey
1,11,0,16,3,Programming
0,12,0,16,3,Figure
1,12,0,16,3,5.
2,12,0,16,3,Softkey
3,12,0,16,3,Programming
4,12,0,16,3,Selection.
0,13,0,16,3,NOTE
0,14,0,16,3,Emergency
1,14,0,16,3,Channel
2,14,0,16,3,16
0,15,0,16,3,Figure
1,15,0,16,3,7.
2,15,0,16,3,Emergency
3,15,0,16,3,Channel
4,15,0,16,3,16
5,15,0,16,3,Screen.
0,16,0,16,3,Transmitting
1,16,0,16,3,a
2,16,0,16,3,Distress
3,16,0,16,3,Call
0,17,0,16,3,NOTE
0,18,0,16,3,Figure
1,18,0,16,3,8.
2,18,0,16,3,Distress
3,18,0,16,3,Button.
0,19,0,16,3,Cancelling
1,19,0,16,3,a
2,19,0,16,3,Distress
3,19,0,16,3,Call
0,20,0,16,3,Figure
1,20,0,16,3,11.
2,20,0,16,3,Distress
3,20,0,16,3,Call
4,20,0,16,3,Finish
5,20,0,16,3,Button.
0,21,0,16,3,END
1,21,0,16,3,OF
2,21,0,16,3,WORK
3,21,0,16,3,PACKAGE
0,22,0,16,3,0019-9/blank
0,23,0,16,3,OPERATOR
1,23,0,16,3,INSTRUCTIONS
0,0,0,17,3,INITIAL
1,0,0,17,3,SETUP:
0,1,0,17,3,Personnel
1,1,0,17,3,Required
2,1,0,17,3,Diver
3,1,0,17,3,12D
0,2,0,17,3,Powering
1,2,0,17,3,On
2,2,0,17,3,The
3,2,0,17,3,VHF
4,2,0,17,3,Radio
0,3,0,17,3,Figure
1,3,0,17,3,1.
2,3,0,17,3,VHF
3,3,0,17,3,Radio
0,4,0,17,3,VHF
1,4,0,17,3,Radio
2,4,0,17,3,Transmission
0,5,0,17,3,NOTE
0,6,0,17,3,Emergency
1,6,0,17,3,Channel
2,6,0,17,3,16
0,7,0,17,3,Figure
1,7,0,17,3,3.
2,7,0,17,3,VHF
3,7,0,17,3,Channel
4,7,0,17,3,16
5,7,0,17,3,Button.
0,8,0,17,3,Transmitting
1,8,0,17,3,A
2,8,0,17,3,Distress
3,8,0,17,3,Call
0,9,0,17,3,NOTE
0,10,0,17,3,Figure
1,10,0,17,3,4.
2,10,0,17,3,VHF
3,10,0,17,3,Radio
4,10,0,17,3,Distress
5,10,0,17,3,Button.
0,11,0,17,3,Cancelling
1,11,0,17,3,A
2,11,0,17,3,Distress
3,11,0,17,3,Call
0,12,0,17,3,Figure
1,12,0,17,3,7.
2,12,0,17,3,Distress
3,12,0,17,3,Call
4,12,0,17,3,Finish
5,12,0,17,3,Button.
0,13,0,17,3,END
1,13,0,17,3,OF
2,13,0,17,3,WORK
3,13,0,17,3,PACKAGE
0,14,0,17,3,0020-5/blank
0,15,0,17,3,OPERATOR
1,15,0,17,3,INSTRUCTIONS
0,0,0,18,3,INITIAL
1,0,0,18,3,SETUP:
0,1,0,18,3,Personnel
1,1,0,18,3,Required
2,1,0,18,3,Diver
3,1,0,18,3,12D
0,2,0,18,3,References
1,2,0,18,3,WP
2,2,0,18,3,0007
3,2,0,18,3,WP
4,2,0,18,3,0010
0,3,0,18,3,Engine
1,3,0,18,3,Monitor
2,3,0,18,3,Overview
0,4,0,18,3,Engine
1,4,0,18,3,Monitor
2,4,0,18,3,Overview
3,4,0,18,3,-
4,4,0,18,3,Continued
0,5,0,18,3,Figure
1,5,0,18,3,1.
2,5,0,18,3,Engine
3,5,0,18,3,Monitor
4,5,0,18,3,Display.
0,6,0,18,3,Table
1,6,0,18,3,1.
2,6,0,18,3,Engine
3,6,0,18,3,Monitor
4,6,0,18,3,Display.
