subsubsection,subsection,section,content
0,31,3,Emergency Procedures During Collision
0,31,3,WARNING
0,31,3,WARNING
0,31,3,Emergency Procedures During Collision - Continued
0,31,3,General Information
0,31,3,Figure 1. Command Microphone Distress Button.
0,31,3,END OF WORK PACKAGE
0,31,3,0034-2
0,31,3,OPERATOR INSTRUCTIONS
0,32,3,INITIAL SETUP:
0,32,3,Personnel Required Diver 12D
0,32,3,References WP 0021
0,32,3,Equipment Condition Boat Underway (WP 0010)
0,32,3,Emergency Procedures During Running Aground
0,32,3,WARNING
0,32,3,WARNING
0,32,3,CAUTION
0,32,3,Emergency Procedures During Running Aground - Continued
0,32,3,NOTE
0,32,3,Figure 1. Command Microphone Distress Button.
0,32,3,END OF WORK PACKAGE
0,32,3,0035-2
0,32,3,OPERATOR INSTRUCTIONS
0,33,3,INITIAL SETUP:
0,33,3,Personnel Required Diver 12D
0,33,3,References WP 0010 WP 0019
0,33,3,References (cont.) WP 0022 WP 0025
0,33,3,Equipment Condition Boat Underway (WP 0010)
0,33,3,Complete Loss Of Steering Control
0,33,3,WARNING
0,33,3,WARNING
0,33,3,WARNING
0,33,3,WARNING
0,33,3,END OF WORK PACKAGE
0,33,3,0036-1/blank
0,33,3,OPERATOR INSTRUCTIONS
0,34,3,INITIAL SETUP:
0,34,3,"Life, Marker Distress (WP 0062, Table 2, Item 20) Hook, Boat (WP 0062, Table 2, Item 15)"
0,34,3,Personnel Required Diver 12D Assistant
0,34,3,Emergency Procedures During Man Overboard
0,34,3,WARNING
0,34,3,WARNING
0,34,3,WARNING
0,34,3,Emergency Procedures During Man Overboard - Continued
0,34,3,Shout “MAN OVERBOARD”.
0,34,3,NOTE
0,34,3,Emergency Procedures During Man Overboard - Continued
0,34,3,Figure 2. Command Microphone Distress Button.
0,34,3,END OF WORK PACKAGE
0,34,3,0037-3/blank
0,34,3,OPERATOR INSTRUCTIONS
0,35,3,INITIAL SETUP:
0,35,3,Personnel Required Diver 12D Assistant
0,35,3,References WP 0004
0,35,3,References (cont.) WP 0011 WP 0015 WP 0019 WP 0028 WP 0033
0,35,3,WARNING
0,35,3,WARNING
0,35,3,WARNING
0,35,3,WARNING
0,35,3,General Information
0,35,3,Cold Weather Operation
0,35,3,High Seas Operation
0,35,3,Night Operation
0,35,3,Fog Operation
0,35,3,END OF WORK PACKAGE
0,35,3,0038-2
0,35,3,OPERATOR INSTRUCTIONS
0,36,3,Introduction
0,36,3,Decal Guide
0,36,3,Figure 1. Anchor Storage Decal.
0,36,3,Figure 2. Bollard Strength Decal.
0,36,3,Figure 3. Fuel Load Caution Decal.
0,36,3,Decal Guide - Continued
0,36,3,Figure 4. Danger Carbon Monoxide Decal.
0,36,3,Figure 6. Fire Extinguisher Decal.
0,36,3,Decal Guide - Continued
0,36,3,Figure 7. Fuel Equivalent Decal.
0,36,3,Figure 8. Fuel Fill Decal.
0,36,3,Figure 9. FWD Tow Provision Decal.
0,36,3,Figure 10. Manual Bilge Pump Decal.
0,36,3,Decal Guide - Continued
0,36,3,Figure 11. Port Fuel Shutoff Decal.
0,36,3,Figure 12. Starboard Fuel Shutoff Decal.
0,36,3,Figure 13. Starter Damage Warning Decal.
0,36,3,Decal Guide - Continued
0,36,3,Figure 14. Trailer Tie Down Capacity Decal.
0,36,3,Figure 15. System Leak Inspection Warning Decal.
0,36,3,Figure 16. Bilge Compartment Gasoline Vapors Warning Decal.
0,36,3,Decal Guide - Continued
0,36,3,Figure 18. Torque Requirements Warning Decal.
0,36,3,Decal Guide - Continued
0,36,3,Figure 19. Tank Vent Blower Caution Decal.
0,36,3,Figure 21. Spinning Handle Warning Decal.
0,36,3,Decal Guide - Continued
0,36,3,Figure 22. Manifold Access.
0,36,3,Figure 23. Boat Hook.
0,36,3,END OF WORK PACKAGE
0,36,3,0039-8
0,36,3,CHAPTER 3
0,0,4,FOR
0,0,4,RIGID INFLATABLE BOAT (RIB)
0,0,4,TM 5-1940-328-10
0,0,4,OPERATOR TROUBLESHOOTING
0,1,4,INTRODUCTION
0,1,4,NOTE
0,1,4,TROUBLESHOOTING SYMPTOM INDEX
0,1,4,Malfunction/Symptom Troubleshooting Procedure
0,1,4,Bilge Pump Will Not Operate............................................................................................................... WP 0041
0,1,4,Engine Producing Excessive Exhaust Smoke..................................................................................... WP 0044
0,1,4,Engine Surges / Runs Rough / Low Power......................................................................................... WP 0045
0,1,4,Engine Temperature High................................................................... ................................................ WP 0046
0,1,4,Engine Vibration Excessive................................................................................................................. WP 0047
0,1,4,Engine Will Not Crank......................................................................... ................................................ WP 0042
0,1,4,Engines Will Not Tilt............................................................................ ................................................ WP 0048
0,1,4,Lights Will Not Operate....................................................................... ................................................ WP 0050
0,1,4,Navigation Horn Inoperative................................................................................................................ WP 0049
0,1,4,Spot Light Will Not Operate................................................................................................................. WP 0051
0,1,4,END OF WORK PACKAGE
0,1,4,0040-1/blank
0,1,4,OPERATOR TROUBLESHOOTING
0,2,4,INITIAL SETUP:
0,2,4,Personnel Required Diver 12D
0,2,4,References WP 0002 WP 0004 WP 0013
0,2,4,References (cont.) WP 0032 WP 0054 WP 0059
0,2,4,General Information
0,2,4,TROUBLESHOOTING PROCEDURE
0,2,4,SYMPTOM
0,2,4,CORRECTIVE ACTION
0,2,4,NOTE
0,2,4,MALFUNCTION
0,2,4,CORRECTIVE ACTION
0,2,4,MALFUNCTION
0,2,4,CORRECTIVE ACTION
0,2,4,
0,2,4,MALFUNCTION
0,2,4,CORRECTIVE ACTION
0,2,4,WARNING
0,2,4,MALFUNCTION
0,2,4,CORRECTIVE ACTION
0,2,4,MALFUNCTION
0,2,4,CORRECTIVE ACTION
0,2,4,END OF WORK PACKAGE
0,2,4,0041-3/blank
0,2,4,OPERATOR TROUBLESHOOTING
0,3,4,INITIAL SETUP:
0,3,4,Personnel Required Diver 12D
0,3,4,References WP 0002 WP 0004 WP 0007 WP 0013 WP 0021
0,3,4,References (cont.) WP 0030 WP 0032 WP 0054 FO-1
0,3,4,General Information
0,3,4,TROUBLESHOOTING PROCEDURE
0,3,4,SYMPTOM
0,3,4,MALFUNCTION
0,3,4,CORRECTIVE ACTION
0,3,4,MALFUNCTION
0,3,4,CORRECTIVE ACTION
0,3,4,
0,3,4,MALFUNCTION
0,3,4,CORRECTIVE ACTION
0,3,4,
0,3,4,MALFUNCTION
0,3,4,CORRECTIVE ACTION
0,3,4,MALFUNCTION
0,3,4,CORRECTIVE ACTION
0,3,4,MALFUNCTION
0,3,4,CORRECTIVE ACTION
0,3,4,MALFUNCTION
0,3,4,CORRECTIVE ACTION
0,3,4,MALFUNCTION
0,3,4,CORRECTIVE ACTION
0,3,4,WARNING
0,3,4,END OF WORK PACKAGE
0,3,4,0042-3/blank
0,3,4,OPERATOR TROUBLESHOOTING
0,4,4,INITIAL SETUP:
0,4,4,Personnel Required Diver 12D
0,4,4,References WP 0002 WP 0004 WP 0005 WP 0007 WP 0013 WP 0021 WP 0032
0,4,4,References (cont.)
0,4,4,WP 0054 WP 0055 WP 0058 FO-1
0,4,4,General Information
0,4,4,TROUBLESHOOTING PROCEDURE
0,4,4,SYMPTOM
0,4,4,MALFUNCTION
0,4,4,CORRECTIVE ACTION
0,4,4,
0,4,4,MALFUNCTION
0,4,4,CORRECTIVE ACTION
0,4,4,MALFUNCTION
0,4,4,CORRECTIVE ACTION
0,4,4,
0,4,4,MALFUNCTION
0,4,4,CORRECTIVE ACTION
0,4,4,MALFUNCTION
0,4,4,CORRECTIVE ACTION
0,4,4,WARNING
0,4,4,MALFUNCTION
0,4,4,CORRECTIVE ACTION
0,4,4,MALFUNCTION
0,4,4,Water/Contaminated Fuel
0,4,4,CORRECTIVE ACTION
0,4,4,END OF WORK PACKAGE
0,4,4,0043-3/blank
0,4,4,OPERATOR TROUBLESHOOTING
0,5,4,INITIAL SETUP:
0,5,4,Personnel Required Diver 12D
0,5,4,References WP 0007
0,5,4,References (cont.) WP 0021 WP 0054 WP 0058 FO-1
0,5,4,General Information
0,5,4,TROUBLESHOOTING PROCEDURE
0,5,4,WARNING
0,5,4,NOTE
0,5,4,SYMPTOM
0,5,4,MALFUNCTION
0,5,4,CORRECTIVE ACTION
0,5,4,MALFUNCTION
0,5,4,Water/Contaminated Fuel
0,5,4,CORRECTIVE ACTION
0,5,4,END OF WORK PACKAGE
0,5,4,0044-2
0,5,4,OPERATOR TROUBLESHOOTING
0,6,4,INITIAL SETUP:
0,6,4,Personnel Required Diver 12D
0,6,4,References WP 0002 WP 0005 WP 0007
0,6,4,References (cont.) WP 0021 WP 0054 WP 0055 WP 0058 FO-1
0,6,4,General Information
0,6,4,TROUBLESHOOTING PROCEDURE
0,6,4,SYMPTOM
0,6,4,MALFUNCTION
0,6,4,CORRECTIVE ACTION
0,6,4,
0,6,4,MALFUNCTION
0,6,4,CORRECTIVE ACTION
0,6,4,MALFUNCTION
0,6,4,CORRECTIVE ACTION
0,6,4,
0,6,4,MALFUNCTION
0,6,4,CORRECTIVE ACTION
0,6,4,MALFUNCTION
0,6,4,Water/Contaminated Fuel
0,6,4,CORRECTIVE ACTION
0,6,4,MALFUNCTION
0,6,4,CORRECTIVE ACTION
0,6,4,
0,6,4,MALFUNCTION
0,6,4,Propeller(s) damaged
0,6,4,CORRECTIVE ACTION
0,6,4,END OF WORK PACKAGE
0,6,4,0045-3/blank
0,6,4,OPERATOR TROUBLESHOOTING
0,7,4,INITIAL SETUP:
0,7,4,Personnel Required Diver 12D
0,7,4,References WP 0002 WP 0007
0,7,4,References (cont.) WP 0010 WP 0021 WP 0025 WP 0054 FO-1
0,7,4,General Information
0,7,4,TROUBLESHOOTING PROCEDURE
0,7,4,SYMPTOM
0,7,4,MALFUNCTION
0,7,4,CORRECTIVE ACTION
0,7,4,
0,7,4,MALFUNCTION
0,7,4,CORRECTIVE ACTION
0,7,4,MALFUNCTION
0,7,4,CORRECTIVE ACTION
0,7,4,
0,7,4,MALFUNCTION
0,7,4,CORRECTIVE ACTION
0,7,4,MALFUNCTION
0,7,4,CORRECTIVE ACTION
0,7,4,END OF WORK PACKAGE
0,7,4,0046-2
0,7,4,OPERATOR TROUBLESHOOTING
0,8,4,INITIAL SETUP:
0,8,4,Personnel Required Diver 12D
0,8,4,References WP 0007 WP 0021 WP 0054
0,8,4,General Information
0,8,4,TROUBLESHOOTING PROCEDURE
0,8,4,SYMPTOM
0,8,4,MALFUNCTION
0,8,4,CORRECTIVE ACTION
0,8,4,
0,8,4,MALFUNCTION
0,8,4,CORRECTIVE ACTION
0,8,4,MALFUNCTION
0,8,4,Propeller(s) damaged
0,8,4,CORRECTIVE ACTION
0,8,4,MALFUNCTION
0,8,4,CORRECTIVE ACTION
0,8,4,MALFUNCTION
0,8,4,CORRECTIVE ACTION
0,8,4,
0,8,4,END OF WORK PACKAGE
0,8,4,0047-2
0,8,4,OPERATOR TROUBLESHOOTING
0,9,4,INITIAL SETUP:
0,9,4,Personnel Required Diver 12D
0,9,4,References WP 0002 WP 0004 WP 0006 WP 0010 WP 0013 WP 0021
0,9,4,References (cont.) WP 0032 WP 0030 WP 0054 FO-1
0,9,4,General Information
0,9,4,TROUBLESHOOTING PROCEDURE
0,9,4,SYMPTOM
0,9,4,MALFUNCTION
0,9,4,CORRECTIVE ACTION
0,9,4,MALFUNCTION
0,9,4,CORRECTIVE ACTION
0,9,4,MALFUNCTION
0,9,4,CORRECTIVE ACTION
0,9,4,
0,9,4,MALFUNCTION
0,9,4,CORRECTIVE ACTION
0,9,4,MALFUNCTION
0,9,4,CORRECTIVE ACTION
0,9,4,MALFUNCTION
0,9,4,CORRECTIVE ACTION
0,9,4,MALFUNCTION
0,9,4,CORRECTIVE ACTION
0,9,4,WARNING
0,9,4,MALFUNCTION
0,9,4,CORRECTIVE ACTION
0,9,4,END OF WORK PACKAGE
0,9,4,0048-3/blank
0,9,4,OPERATOR TROUBLESHOOTING
0,10,4,INITIAL SETUP:
0,10,4,Personnel Required Diver 12D
0,10,4,References WP 0002 WP 0004 WP 0013
0,10,4,References (cont.) WP 0032 WP 0054
0,10,4,General Information
0,10,4,TROUBLESHOOTING PROCEDURE
0,10,4,SYMPTOM
0,10,4,MALFUNCTION
0,10,4,CORRECTIVE ACTION
0,10,4,
0,10,4,MALFUNCTION
0,10,4,CORRECTIVE ACTION
0,10,4,NOTE
0,10,4,MALFUNCTION
0,10,4,CORRECTIVE ACTION
0,10,4,MALFUNCTION
0,10,4,CORRECTIVE ACTION
0,10,4,MALFUNCTION
0,10,4,CORRECTIVE ACTION
0,10,4,
0,10,4,MALFUNCTION
0,10,4,CORRECTIVE ACTION
0,10,4,WARNING
0,10,4,MALFUNCTION
0,10,4,CORRECTIVE ACTION
0,10,4,END OF WORK PACKAGE
0,10,4,0049-3/blank
0,10,4,OPERATOR TROUBLESHOOTING
0,11,4,INITIAL SETUP:
0,11,4,Personnel Required Diver 12D
0,11,4,References WP 0002 WP 0004 WP 0013
0,11,4,References (cont.) WP 0032 WP 0054
0,11,4,General Information
0,11,4,TROUBLESHOOTING PROCEDURE
0,11,4,SYMPTOM
0,11,4,MALFUNCTION
0,11,4,CORRECTIVE ACTION
0,11,4,MALFUNCTION
0,11,4,CORRECTIVE ACTION
0,11,4,MALFUNCTION
0,11,4,CORRECTIVE ACTION
0,11,4,NOTE
0,11,4,MALFUNCTION
0,11,4,CORRECTIVE ACTION
0,11,4,MALFUNCTION
0,11,4,CORRECTIVE ACTION
0,11,4,
0,11,4,MALFUNCTION
0,11,4,Light(s) damaged
0,11,4,CORRECTIVE ACTION
0,11,4,MALFUNCTION
0,11,4,CORRECTIVE ACTION
0,11,4,WARNING
0,11,4,END OF WORK PACKAGE
0,11,4,0050-3/blank
0,11,4,OPERATOR TROUBLESHOOTING
0,12,4,INITIAL SETUP:
0,12,4,Personnel Required Diver 12D
0,12,4,References WP 0002 WP 0004 WP 0011
0,12,4,References (cont.) WP 0013 WP 0032 WP 0054
0,12,4,General Information
0,12,4,TROUBLESHOOTING PROCEDURE
0,12,4,SYMPTOM
0,12,4,MALFUNCTION
0,12,4,CORRECTIVE ACTION
0,12,4,
0,12,4,MALFUNCTION
0,12,4,CORRECTIVE ACTION
0,12,4,NOTE
0,12,4,MALFUNCTION
0,12,4,CORRECTIVE ACTION
0,12,4,MALFUNCTION
0,12,4,CORRECTIVE ACTION
0,12,4,MALFUNCTION
0,12,4,CORRECTIVE ACTION
0,12,4,MALFUNCTION
0,12,4,CORRECTIVE ACTION
0,12,4,MALFUNCTION
0,12,4,CORRECTIVE ACTION
0,12,4,MALFUNCTION
0,12,4,CORRECTIVE ACTION
0,12,4,
0,12,4,MALFUNCTION
0,12,4,CORRECTIVE ACTION
0,12,4,WARNING
0,12,4,END OF WORK PACKAGE
0,12,4,0051-3/blank
0,12,4,OPERATOR TROUBLESHOOTING
0,13,4,INITIAL SETUP:
0,13,4,Personnel Required Diver 12D
0,13,4,References WP 0002 WP 0004 WP 0013
0,13,4,References (cont.) WP 0032 WP 0054
0,13,4,General Information
0,13,4,TROUBLESHOOTING PROCEDURE
0,13,4,NOTE
0,13,4,SYMPTOM
0,13,4,MALFUNCTION
0,13,4,CORRECTIVE ACTION
0,13,4,MALFUNCTION
0,13,4,CORRECTIVE ACTION
0,13,4,NOTE
0,13,4,MALFUNCTION
0,13,4,CORRECTIVE ACTION
0,13,4,MALFUNCTION
0,13,4,CORRECTIVE ACTION
0,13,4,
0,13,4,MALFUNCTION
0,13,4,CORRECTIVE ACTION
0,13,4,WARNING
0,13,4,END OF WORK PACKAGE
0,2,5,FOR
0,2,5,RIGID INFLATABLE BOAT (RIB)
0,2,5,TM 5-1940-328-10
0,2,5,OPERATOR MAINTENANCE PREVENTIVE MAINTENANCE CHECKS AND SERVICES (PMCS) INTRODUCTION
0,2,5,GENERAL
0,2,5,EXPLANATION OF PMCS TABLE COLUMNS
0,2,5,HOW TO PERFORM PMCS
0,2,5,HOW TO PERFORM PMCS - Continued
0,2,5,CORROSION PREVENTION AND CONTROL (CPC)
0,2,5,CORROSION PREVENTION AND CONTROL (CPC) - Continued
0,2,5,FLUID LEAKAGE
0,2,5,WARNING
0,2,5,END OF WORK PACKAGE
0,2,5,0053-3/blank
0,2,5,OPERATOR MAINTENANCE PREVENTIVE MAINTENANCE CHECKS AND SERVICES (PMCS)
0,2,5,INITIAL SETUP:
0,2,5,"Hose, Nonmetallic (WP 0062, Table 2, Item 16) Nozzle, Garden Hose (WP 0062, Table 2, Item"
0,2,5,"Needle, Inflation (WP 0062, Table 2, Item 21) Gage, Tire Pressure, Self Contained (WP 0062, Table 2, Item 13)"
0,2,5,"Materials/Parts Brake Fluid, Automotive (WP 0063, Table 1, Item"
0,2,5,"Lubricating Oil, Engine (WP 0063, Table 1, Item"
0,2,5,"Battery, Nonrechargeable (WP 0063, Table 1, Item 1) Pin,Cotter (WP 0063, Table 1, Item 6)"
0,2,5,Personnel Required Diver 12D
0,2,5,References WP 0004 WP 0010 WP 0011 WP 0012 WP 0013 WP 0014 WP 0019 WP 0020 WP 0021 WP 0023 WP 0026 WP 0056 WP 0057 WP 0058 WP 0059 WP 0062
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,WARNING
0,2,5,Before Basic Issue Items (BII)
0,2,5,Before Cargo Tie Downs
0,2,5,Before Trailer Safety Cables
0,2,5,Figure 4. Trailer Safety Cables.
0,2,5,Before Trailer 12/24V Electrical
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Before Trailer Winch Assembly
0,2,5,WARNING
0,2,5,WARNING
0,2,5,WARNING
0,2,5,Before Trailer Leveling Support Jack
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Figure 9. Leveling Support Jack.
0,2,5,WARNING
0,2,5,Before
0,2,5,WARNING
0,2,5,Uneven wear.
0,2,5,Figure 13. Marker Lights.
0,2,5,Before Fire Extinguishers
0,2,5,Before Personal Flotation Devices (PFDs)
0,2,5,0054-13
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Figure 17. PFD Device Unzipped.
0,2,5,Before Boat Dive Platform Assembly
0,2,5,Figure 18. Dive Platform Assembly.
0,2,5,0054-14
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Before Boat Collar
0,2,5,NOTE
0,2,5,Before Boat Door Assemblies
0,2,5,Figure 24. Door Assembly.
0,2,5,Before Boat Hatch Assemblies
0,2,5,Figure 27. Hatch Vents.
0,2,5,WARNING
0,2,5,0054-23
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Before Boat Navigation Horns
0,2,5,WARNING
0,2,5,WARNING
0,2,5,Before Boat Command Microphone Remote
0,2,5,Before Boat Siren System
0,2,5,WARNING
0,2,5,0054-25
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Before Boat Lighting
0,2,5,WARNING
0,2,5,Before
0,2,5,Before Boat Engine Monitor
0,2,5,0054-28
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Figure 37. Helm Hydraulic Connections
0,2,5,Figure 38. Helm.
0,2,5,Before Boat Throttle Lever Assembly
0,2,5,(WP 0004).
0,2,5,(WP 4).
0,2,5,Before Boat Start/Stop Switch
0,2,5,0054-30
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Figure 40. Start/Stop Switch.
0,2,5,Before Boat Marine Batteries
0,2,5,WARNING
0,2,5,Before Boat Bilge Pumps
0,2,5,Figure 43. Transducer.
0,2,5,Before Boat Fuel Tank Vent Blower
0,2,5,Figure 45. Blower Hose.
0,2,5,0054-34
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Before Boat Fuel Filters
0,2,5,WARNING
0,2,5,0054-35
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Figure 46. Fuel Filter.
0,2,5,0054-36
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,WARNING
0,2,5,0054-38
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,WARNING
0,2,5,0054-40
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Before Boat Fuel Cap
0,2,5,WARNING
0,2,5,0054-41
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Figure 49. Fuel Cap.
0,2,5,Before Boat Buoy Light And Mounting Bracket
0,2,5,Before Boat Scupper Drain Assemblies
0,2,5,Figure 52. Scupper Drain Assembly.
0,2,5,Before Boat Hull Anodes
0,2,5,NOTE
0,2,5,Figure 53. Hull Anode.
0,2,5,Before Boat Rear Ladder Assembly
0,2,5,Figure 54. Rear Ladder Assembly.
0,2,5,Before Boat Stern Plugs
0,2,5,Before Engine Propeller
0,2,5,WARNING
0,2,5,0054-47
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Figure 59. Propeller.
0,2,5,NOTE
0,2,5,Before Engine Mounting Hardware
0,2,5,NOTE
0,2,5,Figure 62. Engine Mounting Hardware.
0,2,5,0054-50
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Figure 65. Trailer V-Bunk.
0,2,5,Figure 67. Stern Bilge Discharge Port.
0,2,5,WARNING
0,2,5,CAUTION
0,2,5,0054-56
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,After Engine Flushing
0,2,5,WARNING
0,2,5,WARNING
0,2,5,CAUTION
0,2,5,WARNING
0,2,5,Uneven wear
0,2,5,After Boat Bilge Pumps
0,2,5,0054-60
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,WARNING
0,2,5,After Engine Propeller
0,2,5,WARNING
0,2,5,0054-62
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,Figure 77. Propeller.
0,2,5,Monthly Port Engine Anodes
0,2,5,NOTE
0,2,5,Figure 80. Port Engine Anodes.
0,2,5,Monthly Starboard Engine Anodes
0,2,5,NOTE
0,2,5,Quarterly PFD
0,2,5,Figure 85. Buoy Light.
0,2,5,0054-67
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,101 Annually Boat Marine Battery
0,2,5,WARNING
0,2,5,0054-68
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,CAUTION
0,2,5,NOTE
0,2,5,103 Annually Forward Bilge Pump
0,2,5,0054-69
0,2,5,ITEM NO. INTERVAL
0,2,5,ITEM TO BE CHECKED OR SERVICED PROCEDURE
0,2,5,EQUIPMENT NOT READY/ AVAILABLE IF:
0,2,5,0054-70
0,2,5,Table 2. Lubricants.
0,2,5,COMPONENT FLUID APPROXIMATE CAPACITY INTERVAL
0,2,5,BRAKE RESERVOIR
0,2,5,"BRAKE FLUID, AUTOMOTIVE"
0,2,5,0054-71
0,2,5,Table 3 .  Replacement Parts.
0,2,5,ITEM NO.
0,2,5,PART NUMBER/ (CAGEC)
0,2,5,NATIONAL STOCK NUMBER (NSN) NOMENCLATURE QTY
0,2,5,"0100-397-071-10 (1EE70) COVER,DISPLAY 1"
0,2,5,"0768400 (1UVT5) COVER,DISPLAY 1"
0,2,5,1019490 (75535) 4030-01–251–7677 SHACKLE 1
0,2,5,"1250300 (344K9) 5342-01-322-4701 CAP,FILLER OPENING 1"
0,2,5,3313004000 (D6046) 6230-12-312-4633 SEARCHLIGHT 1
0,2,5,"COU200K-2516 (0VSH3) 2540-01-619-0120 COUPLER,DRAWBAR,BALL SOCKET 1"
0,2,5,"COU09557-95 (0VSH3) 2540-01-583-2840 COUPLER,DRAWBAR,RING 1"
0,2,5,"EE2–901 (0NM47) 3940-01–656–6524 SLING,EYE 1"
0,2,5,"HM-195B (62526) MIC,COMMAND,REMOTE 1"
0,2,5,"T-5813 (55HC0) HEADSET,WINDMUFF 1"
0,2,5,T-5901-BLK (55HC0) HEADSET 1
0,2,5,"T-5905-17 (55HC0) HEADSET,CORD 1"
0,2,5,"WS8M-STR-AFT- SPARE (0VSH3) TIE DOWN,CARGO,VEHICLE 1"
0,2,5,"WS8M-STR-FWD- SPARE (0VSH3) TIE DOWN,CARGO,VEHICLE 1"
0,2,5,WSMIC321 (10402)
0,2,5,"MICROPHONE,SIREN 1"
0,2,5,END OF WORK PACKAGE
0,2,5,0054-72
0,2,5,CHAPTER 5
0,2,5,OPERATOR MAINTENANCE
0,2,5,FOR
0,2,5,RIGID INFLATABLE BOAT (RIB)
0,2,5,TM 5-1940-328-10
0,1,6,INITIAL SETUP:
0,1,6,Personnel Required Diver 12D Assistant
0,1,6,References WP 0004
0,1,6,WARNING
0,1,6,CAUTION
0,1,6,NOTE
0,1,6,END OF WORK PACKAGE
0,1,6,0055-2
0,1,6,OPERATOR MAINTENANCE
0,2,6,INITIAL SETUP:
0,2,6,"Materials/Parts Brake Fluid, Automotive (WP 0063, Table 1, Item"
0,2,6,"Glove, Patient Examining (WP 0063, Table 1, Item 7)"
0,2,6,Personnel Required Diver 12D
0,2,6,Filling Brake Fluid
0,2,6,WARNING
0,2,6,WARNING
0,2,6,NOTE
0,2,6,Filling Brake Fluid - Continued
0,2,6,
0,2,6,END OF WORK PACKAGE
0,2,6,0056-2
0,2,6,OPERATOR MAINTENANCE
0,3,6,INITIAL SETUP:
0,3,6,"Materials/Parts Lubricating Oil, Engine (WP 0063, Table 1, Item"
