nword,data,tag,section,subsection,paragraph
13,"The inhabitants of Sheol are the ""shades"" (rephaim), entities without personality or strength.",p,3,9,78
34,"Under some circumstances they are thought to be able to be contacted by the living, as the Witch of Endor contacts the shade of Samuel for Saul, but such practices are forbidden (Deuteronomy 18:10).",p,3,9,78
33,"While the Hebrew Bible appears to describe Sheol as the permanent place of the dead, in the Second Temple period (roughly 500 BC – 70 AD) a more diverse set of ideas developed.",p,3,9,79
36,"In some texts, Sheol is considered to be the home of both the righteous and the wicked, separated into respective compartments; in others, it was considered a place of punishment, meant for the wicked dead alone.",p,3,9,79
24,"When the Hebrew scriptures were translated into Greek in ancient Alexandria around 200 BC, the word ""Hades"" (the Greek underworld) was substituted for Sheol.",p,3,9,79
24,This is reflected in the New Testament where Hades is both the underworld of the dead and the personification of the evil it represents.,p,3,9,79
11,The Talmud offers a number of thoughts relating to the afterlife.,p,3,9,80
8,"After death, the soul is brought for judgment.",p,3,9,80
16,Those who have led pristine lives enter immediately into the Olam Haba or world to come.,p,3,9,80
31,"Most do not enter the world to come immediately, but now experience a period of review of their earthly actions and they are made aware of what they have done wrong.",p,3,9,80
18,"Some view this period as being a ""re-schooling"", with the soul gaining wisdom as one's errors are reviewed.",p,3,9,80
11,Others view this period to include spiritual discomfort for past wrongs.,p,3,9,80
22,"At the end of this period, not longer than one year, the soul then takes its place in the world to come.",p,3,9,80
30,"Although discomforts are made part of certain Jewish conceptions of the afterlife, the concept of ""eternal damnation"", so prevalent in other religions, is not a tenet of the Jewish afterlife.",p,3,9,80
39,"According to the Talmud, extinction of the soul is reserved for a far smaller group of malicious and evil leaders, either whose very evil deeds go way beyond norms, or who lead large groups of people to utmost evil.",p,3,9,80
10,This is also part of Maimonides' 13 principles of faith.,p,3,9,80
28,"Maimonides describes the Olam Haba in spiritual terms, relegating the prophesied physical resurrection to the status of a future miracle, unrelated to the afterlife or the Messianic era.",p,3,9,81
29,"According to Maimonides, an afterlife continues for the soul of every human being, a soul now separated from the body in which it was ""housed"" during its earthly existence.",p,3,9,81
22,The Zohar describes Gehenna not as a place of punishment for the wicked but as a place of spiritual purification for souls.,p,3,9,82
33,"Although there is no reference to reincarnation in the Talmud or any prior writings, according to rabbis such as Avraham Arieh Trugman, reincarnation is recognized as being part and parcel of Jewish tradition.",p,3,9,83
22,"Trugman explains that it is through oral tradition that the meanings of the Torah, its commandments and stories, are known and understood.",p,3,9,83
25,"The classic work of Jewish mysticism, the Zohar, is quoted liberally in all Jewish learning; in the Zohar the idea of reincarnation is mentioned repeatedly.",p,3,9,83
27,"Trugman states that in the last five centuries the concept of reincarnation, which until then had been a much hidden tradition within Judaism, was given open exposure.",p,3,9,83
16,"Shraga Simmons commented that within the Bible itself, the idea [of reincarnation] is intimated in Deut.",p,3,9,84
2,"25:5–10, Deut.",p,3,9,84
5,"33:6 and Isaiah 22:14, 65:6.",p,3,9,84
12,"Yirmiyahu Ullman wrote that reincarnation is an ""ancient, mainstream belief in Judaism"".",p,3,9,85
9,The Zohar makes frequent and lengthy references to reincarnation.,p,3,9,85
46,"Onkelos, a righteous convert and authoritative commentator of the same period, explained the verse, ""Let Reuben live and not die ..."" (Deuteronomy 33:6) to mean that Reuben should merit the World to Come directly, and not have to die again as a result of being reincarnated.",p,3,9,85
40,"Torah scholar, commentator and kabbalist, Nachmanides (Ramban 1195–1270), attributed Job's suffering to reincarnation, as hinted in Job's saying ""God does all these things twice or three times with a man, to bring back his soul from the pit to ...",p,3,9,85
8,"the light of the living' (Job 33:29, 30).""",p,3,9,85
18,"Reincarnation, called gilgul, became popular in folk belief, and is found in much Yiddish literature among Ashkenazi Jews.",p,3,9,86
19,"Among a few kabbalists, it was posited that some human souls could end up being reincarnated into non-human bodies.",p,3,9,86
24,"These ideas were found in a number of Kabbalistic works from the 13th century, and also among many mystics in the late 16th century.",p,3,9,86
22,Martin Buber's early collection of stories of the Baal Shem Tov's life includes several that refer to people reincarnating in successive lives.,p,3,9,86
37,"Among well known (generally non-kabbalist or anti-kabbalist) rabbis who rejected the idea of reincarnation are Saadia Gaon, David Kimhi, Hasdai Crescas, Yedayah Bedershi (early 14th century), Joseph Albo, Abraham ibn Daud, the Rosh and Leon de Modena.",p,3,9,87
21,"Saadia Gaon, in Emunoth ve-Deoth (Hebrew: ""beliefs and opinions"") concludes Section VI with a refutation of the doctrine of metempsychosis (reincarnation).",p,3,9,87
17,"While rebutting reincarnation, Saadia Gaon further states that Jews who hold to reincarnation have adopted non-Jewish beliefs.",p,3,9,87
22,"By no means do all Jews today believe in reincarnation, but belief in reincarnation is not uncommon among many Jews, including Orthodox.",p,3,9,87
20,"Other well-known rabbis who are reincarnationists include Yonassan Gershom, Abraham Isaac Kook, Talmud scholar Adin Steinsaltz, DovBer Pinson, David M.",p,3,9,88
6,"Wexelman, Zalman Schachter, and many others.",p,3,9,88
15,"Reincarnation is cited by authoritative biblical commentators, including Ramban (Nachmanides), Menachem Recanti and Rabbenu Bachya.",p,3,9,88
28,"Among the many volumes of Yitzchak Luria, most of which come down from the pen of his primary disciple, Chaim Vital, are insights explaining issues related to reincarnation.",p,3,9,89
19,"His Shaar HaGilgulim, ""The Gates of Reincarnation"", is a book devoted exclusively to the subject of reincarnation in Judaism.",p,3,9,89
35,"Rabbi Naftali Silberberg of The Rohr Jewish Learning Institute notes that ""Many ideas that originate in other religions and belief systems have been popularized in the media and are taken for granted by unassuming Jews.""",p,3,9,90
2,Indian religions,h2,4,9,91
1,Buddhism,h3,4,10,92
18,Buddhists maintain that rebirth takes place without an unchanging self or soul passing from one form to another.,p,4,10,93
18,The type of rebirth will be conditioned by the moral tone of the person's actions (kamma or karma).,p,4,10,93
26,"For example, if a person has committed harmful actions of body, speech and mind based on greed, hatred and delusion, rebirth in a lower realm, i.e.",p,4,10,93
13,"an animal, a hungry ghost or a hell realm, is to be expected.",p,4,10,93
25,"On the other hand, where a person has performed skillful actions based on generosity, loving-kindness (metta), compassion and wisdom, rebirth in a happy realm, i.e.",p,4,10,93
11,"human or one of the many heavenly realms, can be expected.",p,4,10,93
10,Yet the mechanism of rebirth with kamma is not deterministic.,p,4,10,94
7,It depends on various levels of kamma.,p,4,10,94
17,The most important moment that determines where a person is reborn into is the last thought moment.,p,4,10,94
37,"At that moment, heavy kamma would ripen if there were performed, if not then near death kamma, if not then habitual kamma, finally if none of the above happened, then residual kamma from previous actions can ripen.",p,4,10,94
16,"According to Theravada Buddhism, there are 31 realms of existence that one can be reborn into.",p,4,10,94
20,Pure Land Buddhism of Mahayana believes in a special place apart from the 31 planes of existence called Pure Land.,p,4,10,95
43,"It is believed that each Buddha has their own pure land, created out of their merits for the sake of sentient beings who recall them mindfully to be able to be reborn in their pure land and train to become a Buddha there.",p,4,10,95
14,Thus the main practice of pure land Buddhism is to chant a Buddha's name.,p,4,10,95
19,In Tibetan Buddhism the Tibetan Book of the Dead explains the intermediate state of humans between death and reincarnation.,p,4,10,96
23,"The deceased will find the bright light of wisdom, which shows a straightforward path to move upward and leave the cycle of reincarnation.",p,4,10,96
12,There are various reasons why the deceased do not follow that light.,p,4,10,96
12,Some had no briefing about the intermediate state in the former life.,p,4,10,96
10,Others only used to follow their basic instincts like animals.,p,4,10,96
17,"And some have fear, which results from foul deeds in the former life or from insistent haughtiness.",p,4,10,96
24,"In the intermediate state the awareness is very flexible, so it is important to be virtuous, adopt a positive attitude, and avoid negative ideas.",p,4,10,96
13,Ideas which are rising from subconsciousness can cause extreme tempers and cowing visions.,p,4,10,96
17,"In this situation they have to understand, that these manifestations are just reflections of the inner thoughts.",p,4,10,96
13,"No one can really hurt them, because they have no more material body.",p,4,10,96
16,The deceased get help from different Buddhas who show them the path to the bright light.,p,4,10,96
17,The ones who do not follow the path after all will get hints for a better reincarnation.,p,4,10,96
19,They have to release the things and beings on which or whom they still hang from the life before.,p,4,10,96
28,It is recommended to choose a family where the parents trust in the Dharma and to reincarnate with the will to care for the welfare of all beings.,p,4,10,96
36,"""Life is cosmic energy of the universe and after death it merges in universe again and as the time comes to find the suitable place for the entity died in the life condition it gets born.",p,4,10,97
19,"There are 10 life states of any life: Hell, hunger, anger, animality, rapture, humanity, learning, realization, bodhisatva and buddhahood.",p,4,10,97
18,"The life dies in which life condition it reborn in the same life condition.""[This quote needs a citation]",p,4,10,97
1,Hinduism,h3,4,11,98
8,The Upanishads describe reincarnation (punarjanma) (see also: samsara).,p,4,11,99
12,"The Bhagavad Gita, an important Hindu script, talks extensively about the afterlife.",p,4,11,99
29,"Here, Krishna says that just as a man discards his old clothes and wears new ones; similarly the soul discards the old body and takes on a new one.",p,4,11,99
32,"In Hinduism, the belief is that the body is nothing but a shell, the soul inside is immutable and indestructible and takes on different lives in a cycle of birth and death.",p,4,11,99
23,The end of this cycle is called mukti (Sanskrit: मुक्ति) and staying finally with supreme God forever; is moksha (Sanskrit: मोक्ष) or salvation.,p,4,11,99
13,The Garuda Purana deals solely with what happens to a person after death.,p,4,11,100
29,The God of Death Yama sends his representatives to collect the soul from a person's body whenever he is due for death and they take the soul to Yama.,p,4,11,100
20,"A record of each person's timings & deeds performed by him is kept in a ledger by Yama's assistant, Chitragupta.",p,4,11,100
22,"The soul, called atman leaves the body and reincarnates itself according to the deeds or karma performed by one in last birth.",p,4,11,101
35,Rebirth would be in form of animals or other lower creatures if one performed bad karmas and in human form in a good family with joyous lifetime if the person was good in last birth.,p,4,11,101
34,"In between the two births a human is also required to either face punishments for bad karmas in ""naraka"" or hell or enjoy for the good karmas in swarga or heaven for good deeds.",p,4,11,101
24,"Whenever his or her punishments or rewards are over he or she is sent back to earth, also known as Mrutyulok or human world.",p,4,11,101
48,"A person stays with the God or ultimate power when he discharges only & only yajna karma (means work done for satisfaction of supreme lord only) in last birth and the same is called as moksha or nirvana, which is the ultimate goal of a self realised soul.",p,4,11,101
8,Atma moves with Parmatma or the greatest soul.,p,4,11,101
25,"According to Bhagavad Gita an Atma or soul never dies, what dies is the body only made of five elements—Earth, Water, Fire, Air, and Sky.",p,4,11,101
6,Soul is believed to be indestructible.,p,4,11,101
10,None of the five elements can harm or influence it.,p,4,11,101
29,Hinduism through Garuda Purana also describes in detail various types of narkas or Hells where a person after death is punished for his bad karmas and dealt with accordingly.,p,4,11,101
5,Hindus also believe in karma.,p,4,11,102
11,Karma is the accumulated sums of one's good or bad deeds.,p,4,11,102
8,"Satkarma means good deeds, vikarma means bad deeds.",p,4,11,102
15,"According to Hinduism the basic concept of karma is 'As you sow, you shall reap'.",p,4,11,102
16,"So, if a person has lived a good life, they will be rewarded in the afterlife.",p,4,11,102
13,Similarly their sum of bad deeds will be mirrored in their next life.,p,4,11,102
12,Good karma brings good rewards and bad karmas lead to bad results.,p,4,11,102
5,There is no judgment here.,p,4,11,102
9,People accumulate karma through their actions and even thoughts.,p,4,11,102
18,"In Bhagavad Gita when Arjuna hesitates to kill his kith and kin the lord reprimands him saying thus,",p,4,11,102
11,"""Do you believe that you are the doer of the action.",p,4,11,103
1,No.,p,4,11,103
8,You are merely an instrument in MY hands.,p,4,11,103
12,Do you believe that the people in front of you are living?,p,4,11,103
6,"Dear Arjuna, they are already dead.",p,4,11,103
14,As a kshatriya (warrior) it is your duty to protect your people and land.,p,4,11,103
15,"If you fail to do your duty, then you are not adhering to dharmic principles.""",p,4,11,103
1,Jainism,h3,4,12,104
6,Jainism also believes in the afterlife.,p,4,12,105
22,They believe that the soul takes on a body form based on previous karmas or actions performed by that soul through eternity.,p,4,12,105
22,Jains believe the soul is eternal and that the freedom from the cycle of reincarnation is the means to attain eternal bliss.,p,4,12,105
1,Sikhism,h3,4,13,106
19,"The essential doctrine of Sikhism is to experience the divine through simple living, meditation and contemplation while being alive.",p,4,13,107
13,Sikhism also has the belief of being in union with God while living.,p,4,13,107
31,Accounts of afterlife are considered to be aimed at the popular prevailing views of the time so as to provide a referential framework without necessarily establishing a belief in the afterlife.,p,4,13,107
29,"Thus while it is also acknowledged that living the life of a householder is above the metaphysical truth, Sikhism can be considered agnostic to the question of an afterlife.",p,4,13,107
16,Some scholars also interpret the mention of reincarnation to be naturalistic akin to the biogeochemical cycles.,p,4,13,107
75,"But if one analyses the Sikh Scriptures carefully, one may find that on many occasions the afterlife and the existence of heaven and hell are mentioned in Guru Granth Sahib and in Dasam Granth, so from that it can be concluded that Sikhism does believe in the existence of heaven and hell; however, heaven and hell are created to temporarily reward and punish, and one will then take birth again until one merges in God.",p,4,13,108
30,"According to the Sikh scriptures, the human form is the closet form to God and the best opportunity for a human being to attain salvation and merge back with God.",p,4,13,108
18,"Sikh Gurus said that nothing dies, nothing is born, everything is ever present, and it just changes forms.",p,4,13,108
20,"Like standing in front of a wardrobe, you pick up a dress and wear it and then you discard it.",p,4,13,108
4,You wear another one.,p,4,13,108
14,"Thus, in the view of Sikhism, your soul is never born and never dies.",p,4,13,108
11,Your soul is a part of God and hence lives forever.,p,4,13,108
1,Others,h2,5,13,109
3,Traditional African religions,h3,5,14,110
11,Traditional African religions are diverse in their beliefs in an afterlife.,p,5,14,111
26,"Hunter-gatherer societies such as the Hadza have no particular belief in an afterlife, and the death of an individual is a straightforward end to their existence.",p,5,14,111
59,"Ancestor cults are found throughout Sub-Saharan Africa, including cultures like the Yombe, Beng, Yoruba and Ewe, ""[T]he belief that the dead come back into life and are reborn into their families is given concrete expression in the personal names that are given to children....What is reincarnated are some of the dominant characteristics of the ancestor and not his soul.",p,5,14,111
62,"For each soul remains distinct and each birth represents a new soul."" The Yoruba, Dogon and LoDagoa have eschatological ideas similar to Abrahamic religions, ""but in most African societies, there is a marked absence of such clear-cut notions of heaven and hell, although there are notions of God judging the soul after death."" In some societies like the Mende, multiple beliefs coexist.",p,5,14,111
26,"The Mende believe that people die twice: once during the process of joining the secret society, and again during biological death after which they become ancestors.",p,5,14,111
22,"However, some Mende also believe that after people are created by God they live ten consecutive lives, each in progressively descending worlds.",p,5,14,111
19,"One cross-cultural theme is that the ancestors are part of the world of the living, interacting with it regularly.",p,5,14,111
1,Shinto,h3,5,15,112
24,"It is common for families to participate in ceremonies for children at a shrine, yet have a Buddhist funeral at the time of death.",p,5,15,113
39,"In old Japanese legends, it is often claimed that the dead go to a place called yomi (黄泉), a gloomy underground realm with a river separating the living from the dead mentioned in the legend of Izanami and Izanagi.",p,5,15,113
28,"This yomi very closely resembles the Greek Hades; however, later myths include notions of resurrection and even Elysium-like descriptions such as in the legend of Okuninushi and Susanoo.",p,5,15,113
17,Shinto tends to hold negative views on death and corpses as a source of pollution called kegare.,p,5,15,113
24,"However, death is also viewed as a path towards apotheosis in Shintoism as can be evidenced by how legendary individuals become enshrined after death.",p,5,15,113
20,Perhaps the most famous would be Emperor Ojin who was enshrined as Hachiman the God of War after his death.,p,5,15,113
2,Unitarian Universalism,h3,5,16,114
21,Some Unitarian Universalists believe in universalism: that all souls will ultimately be saved and that there are no torments of hell.,p,5,16,115
17,Unitarian Universalists differ widely in their theology hence there is no exact same stance on the issue.,p,5,16,115
32,"Although Unitarians historically believed in a literal hell, and Universalists historically believed that everyone goes to heaven, modern Unitarian Universalists can be categorized into those believing in a heaven, reincarnation and oblivion.",p,5,16,115
28,Most Unitarian Universalists believe that heaven and hell are symbolic places of consciousness and the faith is largely focused on the worldly life rather than any possible afterlife.,p,5,16,115
1,Spiritualism,h3,5,17,116
17,"According to Edgar Cayce, the afterlife consisted of nine realms equated with the nine planets of astrology.",p,5,17,117
14,"The first, symbolized by Saturn, was a level for the purification of the souls.",p,5,17,117
14,"The second, Mercury's realm, gives us the ability to consider problems as a whole.",p,5,17,117
18,The third of the nine soul realms is ruled by Earth and is associated with the Earthly pleasures.,p,5,17,117
15,The fourth realm is where we find out about love and is ruled by Venus.,p,5,17,117
14,The fifth realm is where we meet our limitations and is ruled by Mars.,p,5,17,117
24,"The sixth realm is ruled by Neptune, and is where we begin to use our creative powers and free ourselves from the material world.",p,5,17,117
23,"The seventh realm is symbolized by Jupiter, which strengthens the soul's ability to depict situations, to analyze people and places, things, and conditions.",p,5,17,117
12,The eighth afterlife realm is ruled by Uranus and develops psychic ability.,p,5,17,117
14,"The ninth afterlife realm is symbolized by Pluto, the astrological realm of the unconscious.",p,5,17,117
42,"This afterlife realm is a transient place where souls can choose to travel to other realms or other solar systems, it is the souls liberation into eternity, and is the realm that opens the doorway from our solar system into the cosmos.",p,5,17,117
20,Mainstream Spiritualists postulate a series of seven realms that are not unlike Edgar Cayce's nine realms ruled by the planets.,p,5,17,118
18,"As it evolves, the soul moves higher and higher until it reaches the ultimate realm of spiritual oneness.",p,5,17,118
27,"The first realm, equated with hell, is the place where troubled souls spend a long time before they are compelled to move up to the next level.",p,5,17,118
31,"The second realm, where most souls move directly, is thought of as an intermediate transition between the lower planes of life and hell and the higher perfect realms of the universe.",p,5,17,118
13,The third level is for those who have worked with their karmic inheritance.,p,5,17,118
15,The fourth level is that from which evolved souls teach and direct those on Earth.,p,5,17,118
11,The fifth level is where the soul leaves human consciousness behind.,p,5,17,118
21,"At the sixth plane, the soul is finally aligned with the cosmic consciousness and has no sense of separateness or individuality.",p,5,17,118
28,"Finally, the seventh level, the goal of each soul, is where the soul transcends its own sense of ""soulfulness"" and reunites with the World Soul and the universe.",p,5,17,118
1,Wicca,h3,5,18,119
10,The Wiccan afterlife is most commonly described as The Summerland.,p,5,18,120
16,"Here, souls rest, recuperate from life, and reflect on the experiences they had during their lives.",p,5,18,120
18,"After a period of rest, the souls are reincarnated, and the memory of their previous lives is erased.",p,5,18,120
14,Many Wiccans see The Summerland as a place to reflect on their life actions.,p,5,18,120
21,"It is not a place of reward, but rather the end of a life journey at an end point of incarnations.",p,5,18,120
1,Zoroastrianism,h3,5,19,121
28,"Zoroastrianism states that the urvan, the disembodied spirit, lingers on earth for three days before departing downward to the kingdom of the dead that is ruled by Yima.",p,5,19,122
40,"For the three days that it rests on Earth, righteous souls sit at the head of their body, chanting the Ustavaiti Gathas with joy, while a wicked person sits at the feet of the corpse, wails and recites the Yasna.",p,5,19,122
23,"Zoroastrianism states that for the righteous souls, a beautiful maiden, which is the personification of the soul's good thoughts, words and deeds, appears.",p,5,19,122
11,"For a wicked person, a very old, ugly, naked hag appears.",p,5,19,122
26,"After three nights, the soul of the wicked is taken by the demon Vizaresa (Vīzarəša), to Chinvat bridge, and is made to go to darkness (hell).",p,5,19,122
21,"Yima is believed to have been the first king on earth to rule, as well as the first man to die.",p,5,19,123
23,"Inside of Yima's realm, the spirits live a shadowy existence, and are dependent on their own descendants which are still living on Earth.",p,5,19,123
15,"Their descendants are to satisfy their hunger and clothe them, through rituals done on earth.",p,5,19,123
29,"Rituals which are done on the first three days are vital and important, as they protect the soul from evil powers and give it strength to reach the underworld.",p,5,19,124
16,"After three days, the soul crosses Chinvat bridge which is the Final Judgment of the soul.",p,5,19,124
9,Rashnu and Sraosha are present at the final judgment.,p,5,19,124
10,"The list is expanded sometimes, and include Vahman and Ormazd.",p,5,19,124
10,Rashnu is the yazata who holds the scales of justice.,p,5,19,124
16,"If the good deeds of the person outweigh the bad, the soul is worthy of paradise.",p,5,19,124
35,"If the bad deeds outweigh the good, the bridge narrows down to the width of a blade-edge, and a horrid hag pulls the soul in her arms, and takes it down to hell with her.",p,5,19,124
21,"Misvan Gatu is the ""place of the mixed ones"" where the souls lead a gray existence, lacking both joy and sorrow.",p,5,19,125
18,"A soul goes here if his/her good deeds and bad deeds are equal, and Rashnu's scale is equal.",p,5,19,125
1,Parapsychology,h2,6,19,126
22,The Society for Psychical Research was founded in 1882 with the express intention of investigating phenomena relating to Spiritualism and the afterlife.,p,6,19,127
13,Its members continue to conduct scientific research on the paranormal to this day.,p,6,19,127
23,Some of the earliest attempts to apply scientific methods to the study of phenomena relating to an afterlife were conducted by this organization.,p,6,19,127
18,"Its earliest members included noted scientists like William Crookes, and philosophers such as Henry Sidgwick and William James.",p,6,19,127
21,"Parapsychological investigation of the afterlife includes the study of haunting, apparitions of the deceased, instrumental trans-communication, electronic voice phenomena, and mediumship.",p,6,19,128
26,"A study conducted in 1901 by physician Duncan MacDougall sought to measure the weight lost by a human when the soul ""departed the body"" upon death.",p,6,19,129
18,"MacDougall weighed dying patients in an attempt to prove that the soul was material, tangible and thus measurable.",p,6,19,129
23,"Although MacDougall's results varied considerably from ""21 grams"", for some people this figure has become synonymous with the measure of a soul's mass.",p,6,19,129
14,The title of the 2003 movie 21 Grams is a reference to MacDougall's findings.,p,6,19,129
23,"His results have never been reproduced, and are generally regarded either as meaningless or considered to have had little if any scientific merit.",p,6,19,129
26,"Frank Tipler has argued that physics can explain immortality, although such arguments are not falsifiable and, in Karl Popper's views, they do not qualify as science.",p,6,19,130
28,"After 25 years of parapsychological research Susan Blackmore came to the conclusion that, according to her experiences, there is not enough empirical evidence for many of these cases.",p,6,19,131
1,Mediumship,h3,6,20,132
23,"There are mediums who claim to have contacts to deceased people; examples of these mediums include Tyler Henry, Pascal Voggenhuber and many more.",p,6,20,133
3,Near death research,h3,6,21,134
10,Research also includes the study of the near death experience.,p,6,21,135
42,"Scientists who have worked in this area include Elisabeth Kübler-Ross, Raymond Moody, Sam Parnia, Michael Sabom, Bruce Greyson, Peter Fenwick, Jeffrey Long, Susan Blackmore, Charles Tart, William James, Ian Stevenson, Michael Persinger, Pim van Lommel, Penny Sartori, Walter van Laack among others.",p,6,21,135
1,Philosophy,h2,7,21,136
2,Modern philosophy,h3,7,22,137
18,"There is a view based on the philosophical question of personal identity, termed open individualism by Daniel Kolak.",p,7,22,138
22,"It concludes that individual conscious experience is illusory, and because consciousness continues after death in all conscious beings, you do not die.",p,7,22,138
15,This position has been supported by notable physicists such as Erwin Schrödinger and Freeman Dyson.,p,7,22,138
13,Certain problems arise with the idea of a particular person continuing after death.,p,7,22,139
19,"Peter van Inwagen, in his argument regarding resurrection, notes that the materialist must have some sort of physical continuity.",p,7,22,139
35,"John Hick also raises some questions regarding personal identity in his book, Death and Eternal Life using an example of a person ceasing to exist in one place while an exact replica appears in another.",p,7,22,139
29,"If the replica had all the same experiences, traits, and physical appearances of the first person, we would all attribute the same identity to the second, according to Hick.",p,7,22,139
2,Process philosophy,h3,7,23,140
35,"In the panentheistic model of process philosophy and theology the writers Alfred North Whitehead and Charles Hartshorne rejected that the universe was made of substance, instead reality is composed of living experiences (occasions of experience).",p,7,23,141
33,"According to Hartshorne people do not experience subjective (or personal) immortality in the afterlife, but they do have objective immortality because their experiences live on forever in God, who contains all that was.",p,7,23,141
19,However other process philosophers such as David Ray Griffin have written that people may have subjective experience after death.,p,7,23,141
1,Science,h2,8,23,142
22,"Psychological proposals for the origin of a belief in an afterlife include cognitive disposition, cultural learning, and as an intuitive religious idea.",p,8,23,143
32,"In one study, children were able to recognize the ending of physical, mental, and perceptual activity in death, but were hesitant to conclude the ending of will, self, or emotion in death.",p,8,23,143
27,"In 2008, a large-scale study conducted by the University of Southampton involving 2060 patients from 15 hospitals in the United Kingdom, United States and Austria was launched.",p,8,23,144
17,The AWARE (AWAreness during REsuscitation) study examined the broad range of mental experiences in relation to death.,p,8,23,144
35,"In a large study, researchers also tested the validity of conscious experiences for the first time using objective markers, to determine whether claims of awareness compatible with out-of-body experiences correspond with real or hallucinatory events.",p,8,23,144
28,The results revealed that 40% of those who survived a cardiac arrest were aware during the time that they were clinically dead and before their hearts were restarted.,p,8,23,144
35,"One patient also had a verified out-of-body experience (over 80% of patients did not survive their cardiac arrest or were too sick to be interviewed), but his cardiac arrest occurred in a room without markers.",p,8,23,144
1,Dr.,p,8,23,144
37,"Parnia in the interview stated, ""The evidence thus far suggests that in the first few minutes after death, consciousness is not annihilated."" The study continues in AWARE II, which is set to be completed in September 2020.",p,8,23,144
14,Studies have also been done on the widely reported phenomenon of Near Death Experiences.,p,8,23,145
27,Experiencers commonly report being transported to a different “realm” or “plane of existence” and they have been shown to display a lasting positive aftereffect on most experiencers.,p,8,23,145
