span	size	face	marker	line	page
Return the display with boat oriented in the center of screen.	10.0	0	-1	2529	133
7	10.0	0	2	2530	133
Slide Bar:	10.0	1	-1	2530	133
Adjusts the display range.	10.0	0	-1	2530	133
Top of slider bar is zoomed in and bottom of slider	10.0	0	-1	2530	133
bar is zoomed out.	10.0	0	-1	2531	133
8	10.0	0	2	2532	133
Inactive Route	10.0	1	-1	2532	133
(expanded):	10.0	1	-1	2533	133
A route that is not currently selected.	10.0	0	-1	2534	133
9	10.0	0	2	2535	133
Point:	10.0	1	-1	2535	133
A location marked on the plotter.	10.0	0	-1	2535	133
10	10.0	0	2	2536	133
Inactive Route	10.0	1	-1	2536	133
(Sleeping):	10.0	1	-1	2537	133
A route that is not currently selected.	10.0	0	-1	2538	133
11	10.0	0	2	2539	133
Track:	10.0	1	-1	2539	133
Displays the boats movement over time.	10.0	0	-1	2539	133
12	10.0	0	2	2540	133
Boat Icon:	10.0	1	-1	2540	133
The boat icon is displayed in red and marks the current position of the boat	10.0	0	-1	2540	133
and moves with the boats movement.	10.0	0	-1	2541	133
13	10.0	0	2	2542	133
COG (Course Over	10.0	1	-1	2542	133
Ground)	10.0	1	-1	2543	133
The COG line is a dotted line that runs from the boat icon and points in the	10.0	0	-1	2544	133
direction the boat is moving.	10.0	0	-1	2545	133
14	10.0	0	2	2546	133
Orientation Mode	10.0	1	-1	2546	133
Switch:	10.0	1	-1	2547	133
Change the orientation of the plotter to show a “head-up” or “north-up”	10.0	0	-1	2548	133
orientation.	10.0	0	-1	2549	133
15	10.0	0	2	2550	133
Chart Range:	10.0	1	-1	2550	133
Displays the range displayed in nautical miles.	10.0	0	-1	2550	133
16	10.0	0	2	2551	133
2D/3D Switch:	10.0	1	-1	2551	133
Change the display of the plotter chart to display 2D or 3D.	10.0	0	-1	2551	133
1.	10.0	0	2	2552	133
If display is not on the “Home screen”, tap the “Home” icon (Figure 2, Item 1) at the top left corner of any	10.0	0	-1	2552	133
operation screen to display the home screen then select the desired display icon.	10.0	0	-1	2553	133
<img0101>	-1.0	-1	-1	2554	133
Figure 2.	10.0	0	-1	2555	133
Home Icon.	10.0	0	-1	2555	133
TM 5-1940-328-10	10.0	1	-1	2556	133
0015	10.0	1	-1	2556	133
0015-3	10.0	1	-1	2557	133
2.	10.0	0	2	2558	134
From the “Home screen”, tap the “Plotter” display icon (Figure 3, Item 1).	10.0	0	-1	2558	134
<img0102>	-1.0	-1	-1	2559	134
Figure 3.	10.0	0	-1	2560	134
Plotter Display Icon.	10.0	0	-1	2560	134
Adjusting Display Range of Plotter	10.0	1	-1	2561	134
The display range of the plotter can be adjusted to change the amount of information shown.	10.0	0	-1	2562	134
The selected range	10.0	0	-1	2562	134
(Figure 4) appears in the box at the bottom left corner of the screen.	10.0	0	-1	2563	134
<img0103>	-1.0	-1	-1	2564	134
Figure 4.	10.0	0	-1	2565	134
Plotter Display Range.	10.0	0	-1	2565	134
TM 5-1940-328-10	10.0	1	-1	2566	134
0015	10.0	1	-1	2566	134
0015-4	10.0	1	-1	2567	134
Adjusting Display Range of Plotter - Continued	10.0	1	-1	2568	135
1.	10.0	0	2	2569	135
To zoom in and out on the plotter display using fingers, use two fingers in a pinching manner (Figure 5).	10.0	0	-1	2569	135
<img0104>	-1.0	-1	-1	2570	135
Figure 5.	10.0	0	-1	2571	135
Zooming Gestures.	10.0	0	-1	2571	135
2.	10.0	0	2	2572	135
To zoom in and out on the plotter display using the slider bar (Figure 6, Item 3) and a finger, drag the slider	10.0	0	-1	2572	135
(Figure 6, Item 2) up to zoom in or down to zoom out.	10.0	0	-1	2573	135
3.	10.0	0	2	2574	135
To zoom in and out on the plotter display using the slider bar (Figure 6, Item 3) and the “+” or “-“ icons, tap	10.0	0	-1	2574	135
the “+” icon (Figure 6, Item 1) to zoom in or tap the “-” icon (Figure 6, Item 4) to zoom out.	10.0	0	-1	2575	135
<img0105>	-1.0	-1	-1	2576	135
Figure 6.	10.0	0	-1	2577	135
Zoom Slider.	10.0	0	-1	2577	135
TM 5-1940-328-10	10.0	1	-1	2578	135
0015	10.0	1	-1	2578	135
0015-5	10.0	1	-1	2579	135
Adjusting Orientation of Plotter	10.0	1	-1	2580	136
The orientation of the plotter can be adjusted to be shown in a “head-up” or “north-up” orientation while the boat is	10.0	0	-1	2581	136
underway.	10.0	0	-1	2582	136
A “north-up” orientation displays the plotter chart with north at the top of the screen.	10.0	0	-1	2582	136
A “head-up”	10.0	0	-1	2582	136
orientation displays the plotter chart with the current compass heading at the top of the screen.	10.0	0	-1	2583	136
The selected	10.0	0	-1	2583	136
orientation appears in the box at the bottom left corner of the screen.	10.0	0	-1	2584	136
1.	10.0	0	2	2585	136
To change the orientation of the plotter, tap the “orientation mode switch” (Figure 7) to open the orientation	10.0	0	-1	2585	136
mode menu.	10.0	0	-1	2586	136
2.	10.0	0	2	2587	136
Tap the desired orientation mode (Figure 7).	10.0	0	-1	2587	136
<img0106>	-1.0	-1	-1	2588	136
Figure 7.	10.0	0	-1	2589	136
Plotter Orientation Settings.	10.0	0	-1	2589	136
END OF WORK PACKAGE	10.0	1	-1	2590	136
TM 5-1940-328-10	10.0	1	-1	2591	136
0015	10.0	1	-1	2591	136
0015-6	10.0	1	-1	2592	136
OPERATOR INSTRUCTIONS	10.0	1	-1	2593	137
OPERATING UNDER USUAL CONDITIONS NAVIGATION POINTS AND ROUTES	10.0	1	-1	2594	137
INITIAL SETUP:	10.0	1	-1	2595	137
Personnel Required	10.0	1	-1	2596	137
Diver 12D	10.0	0	-1	2597	137
Equipment Condition	10.0	1	-1	2598	137
Multi-function display powered ON (WP 0014)	10.0	0	-1	2599	137
CAUTION	12.0	1	-1	2600	137
•	10.0	1	1	2601	137
Leaving communication, navigation, or lighting electronics in ON position while	10.0	0	-1	2601	137
engines are not running can cause depletion of house battery bank.	10.0	0	-1	2602	137
Failure to	10.0	0	-1	2602	137
comply may cause equipment not to operate.	10.0	0	-1	2603	137
•	10.0	1	1	2604	137
Water drops on the screen can cause mis-operation and slow touch response.	10.0	0	-1	2604	137
Ensure the screen is kept dry and free of debris.	10.0	0	-1	2605	137
Failure to comply could result in	10.0	0	-1	2605	137
damage to equipment.	10.0	0	-1	2606	137
•	10.0	1	1	2607	137
Multi-function display screen is made of glass.	10.0	0	-1	2607	137
Do NOT use sharp objects, a stylus	10.0	0	-1	2607	137
pen, or gloves to operate multi-function display.	10.0	0	-1	2608	137
Failure to comply may result in	10.0	0	-1	2608	137
damage to equipment.	10.0	0	-1	2609	137
TM 5-1940-328-10	10.0	1	-1	2610	137
0016	10.0	1	-1	2610	137
0016-1	10.0	1	-1	2611	137
POINTS	10.0	1	-1	2612	138
The multi-function display has the ability to mark points in the plotter operation.	10.0	0	-1	2613	138
A point is a marked location of	10.0	0	-1	2613	138
importance used as a destination or reference during navigation.	10.0	0	-1	2614	138
When a point is entered it will appear on the	10.0	0	-1	2614	138
screen as a default black circle in a yellow circle.	10.0	0	-1	2615	138
The position of the point, symbol, and color information are	10.0	0	-1	2615	138
saved to the “Points List”.	10.0	0	-1	2616	138
Entering A Point From Plotter	10.0	1	-1	2617	138
A point can be entered on the plotter display using the selected position method or the coordinate method.	10.0	0	-1	2618	138
The	10.0	0	-1	2618	138
coordinate method will provide the most accurate location of a point.	10.0	0	-1	2619	138
1.	10.0	0	2	2620	138
If display is not on the “Home screen”, tap the “Home” icon (Figure 1, Item 1) at the top left corner of any	10.0	0	-1	2620	138
operation screen to display the home screen then select the plotter icon.	10.0	0	-1	2621	138
<img0107>	-1.0	-1	-1	2622	138
Figure 1.	10.0	0	-1	2623	138
Home Screen Icon.	10.0	0	-1	2623	138
2.	10.0	0	2	2624	138
From the “Home screen”, tap the plotter icon (Figure 2, Item 1).	10.0	0	-1	2624	138
<img0108>	-1.0	-1	-1	2625	138
Figure 2.	10.0	0	-1	2626	138
Home Screen.	10.0	0	-1	2626	138
TM 5-1940-328-10	10.0	1	-1	2627	138
0016	10.0	1	-1	2627	138
0016-2	10.0	1	-1	2628	138
Entering A Point At Selected Position	10.0	1	-1	2629	139
1.	10.0	0	2	2630	139
From the plotter display, tap the position on the screen where the point is desired to open the “pop-up”	10.0	0	-1	2630	139
menu.	10.0	0	-1	2631	139
NOTE	12.0	1	-1	2632	139
The new point will automatically be saved to the “points list” and the default point symbol	10.0	0	-1	2633	139
will be used.	10.0	0	-1	2634	139
2.	10.0	0	2	2635	139
Tap “New Point” (Figure 3, Item 1) on the “pop-up” menu.	10.0	0	-1	2635	139
<img0109>	-1.0	-1	-1	2636	139
Figure 3.	10.0	0	-1	2637	139
New Point.	10.0	0	-1	2637	139
TM 5-1940-328-10	10.0	1	-1	2638	139
0016	10.0	1	-1	2638	139
0016-3	10.0	1	-1	2639	139
Entering A Point Using Coordinates	10.0	1	-1	2640	140
1.	10.0	0	2	2641	140
From the plotter display, swipe from the right edge of the screen to the left to open the “Slide-out menu”	10.0	0	-1	2641	140
window (Figure 4, Item 1).	10.0	0	-1	2642	140
NOTE	12.0	1	-1	2643	140
The default position shown in the “Lat/Lon” menu is the current position of the boat.	10.0	0	-1	2644	140
2.	10.0	0	2	2645	140
Tap the “Lat/Lon” function (Figure 4, Item 2) on the “slide-out” menu (Figure 4, Item 1).	10.0	0	-1	2645	140
<img0110>	-1.0	-1	-1	2646	140
Figure 4.	10.0	0	-1	2647	140
Lat/Lon Menu.	10.0	0	-1	2647	140
3.	10.0	0	2	2648	140
Using the numeric keyboard, enter the desired coordinates of the new point.	10.0	0	-1	2648	140
TM 5-1940-328-10	10.0	1	-1	2649	140
0016	10.0	1	-1	2649	140
0016-4	10.0	1	-1	2650	140
Entering A Point Using Coordinates - Continued	10.0	1	-1	2651	141
4.	10.0	0	2	2652	141
Once the desired coordinates have been entered, tap the “Save” icon (Figure 5, Item 1).	10.0	0	-1	2652	141
<img0111>	-1.0	-1	-1	2653	141
Figure 5.	10.0	0	-1	2654	141
Numeric Keyboard.	10.0	0	-1	2654	141
Displaying Point Information	10.0	1	-1	2655	141
1.	10.0	0	2	2656	141
From the plotter display, tap the point icon desired to open the “point information” menu (Figure 6, Item 1).	10.0	0	-1	2656	141
2.	10.0	0	2	2657	141
Tap outside of the “point information” menu (Figure 6, Item 1) to close it.	10.0	0	-1	2657	141
<img0112>	-1.0	-1	-1	2658	141
Figure 6.	10.0	0	-1	2659	141
Point Information Menu.	10.0	0	-1	2659	141
TM 5-1940-328-10	10.0	1	-1	2660	141
0016	10.0	1	-1	2660	141
0016-5	10.0	1	-1	2661	141
Moving A Point	10.0	1	-1	2662	142
A point on the plotter display can be moved using the long hold method or the edit position method.	10.0	0	-1	2663	142
The edit	10.0	0	-1	2663	142
position method will provide the most accurate location of a point.	10.0	0	-1	2664	142
Moving A Point Using The “Long Hold” Option	10.0	1	-1	2665	142
1.	10.0	0	2	2666	142
From the plotter display, select and hold the desired point for approximately two seconds.	10.0	0	-1	2666	142
A cursor (Figure	10.0	0	-1	2666	142
7, Item 2) below the point icon (Figure 7, Item 1) will appear.	10.0	0	-1	2667	142
<img0113>	-1.0	-1	-1	2668	142
Figure 7.	10.0	0	-1	2669	142
Point Movement Cursor.	10.0	0	-1	2669	142
2.	10.0	0	2	2670	142
Drag and drop the selected point to the desired location.	10.0	0	-1	2670	142
3.	10.0	0	2	2671	142
Tap “End Move” at the top right hand corner of the screen to save the new location.	10.0	0	-1	2671	142
Moving a Point Using The “ Edit Pos” Option	10.0	1	-1	2672	142
1.	10.0	0	2	2673	142
From the plotter display, tap the point icon desired to open the “point information” menu.	10.0	0	-1	2673	142
2.	10.0	0	2	2674	142
Tap the “Edit Pos” option to manually input a desired coordinate.	10.0	0	-1	2674	142
3.	10.0	0	2	2675	142
Using the numeric keyboard, enter the desired coordinates of the new point location.	10.0	0	-1	2675	142
TM 5-1940-328-10	10.0	1	-1	2676	142
0016	10.0	1	-1	2676	142
0016-6	10.0	1	-1	2677	142
Moving a Point Using The “ Edit Pos” Option - Continued	10.0	1	-1	2678	143
4.	10.0	0	2	2679	143
Once the desired coordinates have been entered, tap the “save” icon (Figure 8, Item 1).	10.0	0	-1	2679	143
<img0114>	-1.0	-1	-1	2680	143
Figure 8.	10.0	0	-1	2681	143
Numeric Keyboard.	10.0	0	-1	2681	143
Deleting A Point	10.0	1	-1	2682	143
1.	10.0	0	2	2683	143
From the plotter display, tap the point icon desired to open the “Point Information” menu (Figure 9, Item 1).	10.0	0	-1	2683	143
2.	10.0	0	2	2684	143
Scroll down and tap the “Delete” option (Figure 9, Item 2).	10.0	0	-1	2684	143
<img0115>	-1.0	-1	-1	2685	143
Figure 9.	10.0	0	-1	2686	143
Points Information Menu.	10.0	0	-1	2686	143
TM 5-1940-328-10	10.0	1	-1	2687	143
0016	10.0	1	-1	2687	143
0016-7	10.0	1	-1	2688	143
Editing A Point	10.0	1	-1	2689	144
1.	10.0	0	2	2690	144
A point on the plotter display can be edited to create, change, or delete the name of a point.	10.0	0	-1	2690	144
2.	10.0	0	2	2691	144
From the plotter display, tap the point icon desired to open the “point information” menu (Figure 10, Item 1).	10.0	0	-1	2691	144
3.	10.0	0	2	2692	144
To change the name of a point, tap “Name” (Figure 10, Item 2) on the “point information” menu.	10.0	0	-1	2692	144
<img0116>	-1.0	-1	-1	2693	144
Figure 10.	10.0	0	-1	2694	144
Point Information Menu.	10.0	0	-1	2694	144
NOTE	12.0	1	-1	2695	144
The maximum name length of a point is 20 characters.	10.0	0	-1	2696	144
4.	10.0	0	2	2697	144
Using the keyboard input the desired name of the point.	10.0	0	-1	2697	144
TM 5-1940-328-10	10.0	1	-1	2698	144
0016	10.0	1	-1	2698	144
0016-8	10.0	1	-1	2699	144
Editing A Point - Continued	10.0	1	-1	2700	145
5.	10.0	0	2	2701	145
Tap the “save” (Figure 11, Item 1) icon.	10.0	0	-1	2701	145
<img0117>	-1.0	-1	-1	2702	145
Figure 11.	10.0	0	-1	2703	145
Keyboard Menu.	10.0	0	-1	2703	145
TM 5-1940-328-10	10.0	1	-1	2704	145
0016	10.0	1	-1	2704	145
0016-9	10.0	1	-1	2705	145
Navigating To A Point	10.0	1	-1	2706	146
CAUTION	12.0	1	-1	2707	146
Before beginning navigation to a point ensure the path is clear.	10.0	0	-1	2708	146
Zooming in on the plotter	10.0	0	-1	2708	146
chart can help identify hazards that appear on a smaller scale.	10.0	0	-1	2709	146
Failure to comply may result	10.0	0	-1	2709	146
in damage to equipment.	10.0	0	-1	2710	146
<img0118>	-1.0	-1	-1	2711	146
Figure 12.	10.0	0	-1	2712	146
Navigation Screen.	10.0	0	-1	2712	146
Table 1.	10.0	1	-1	2713	146
Navigation Screen.	10.0	1	-1	2713	146
Key	10.0	1	-1	2714	146
Graphic Icon	10.0	1	-1	2714	146
Function	10.0	1	-1	2714	146
1	10.0	0	2	2715	146
Dashed Circle	10.0	0	-1	2715	146
Denotes arrival area for route.	10.0	0	-1	2715	146
2	10.0	0	2	2716	146
Go To Point Icon	10.0	0	-1	2716	146
Active point boat is navigating towards.	10.0	0	-1	2716	146
3	10.0	0	2	2717	146
Red Dashed Line	10.0	0	-1	2717	146
Course to first route point.	10.0	0	-1	2717	146
4	10.0	0	2	2718	146
Yellow Line	10.0	0	-1	2718	146
Shortest course from the current position to the go to point.	10.0	0	-1	2718	146
5	10.0	0	2	2719	146
XTE (Cross Track Error)	10.0	0	-1	2719	146
Lines	10.0	0	-1	2720	146
Green for starboard, red for port.	10.0	0	-1	2721	146
6	10.0	0	2	2722	146
Boat Icon	10.0	0	-1	2722	146
Displays current position.	10.0	0	-1	2722	146
TM 5-1940-328-10	10.0	1	-1	2723	146
0016	10.0	1	-1	2723	146
0016-10	10.0	1	-1	2724	146
Navigating To A Point Using The Plotter	10.0	1	-1	2725	147
1.	10.0	0	2	2726	147
From the plotter display, tap the point icon desired to open the “point information” menu.	10.0	0	-1	2726	147
2.	10.0	0	2	2727	147
Tap the “Goto” (Figure 13, Item 1) option.	10.0	0	-1	2727	147
<img0119>	-1.0	-1	-1	2728	147
Figure 13.	10.0	0	-1	2729	147
Point Information Menu.	10.0	0	-1	2729	147
TM 5-1940-328-10	10.0	1	-1	2730	147
0016	10.0	1	-1	2730	147
0016-11	10.0	1	-1	2731	147
ROUTES	10.0	1	-1	2732	148
The multi-function display has the ability to create routes in the plotter operation.	10.0	0	-1	2733	148
A route is a series of points	10.0	0	-1	2733	148
leading to a destination.	10.0	0	-1	2734	148
When a route is followed the multi-function display automatically switches route points	10.0	0	-1	2734	148
and provides relevant navigation data.	10.0	0	-1	2735	148
<img0120>	-1.0	-1	-1	2736	148
Figure 14.	10.0	0	-1	2737	148
Route Icons.	10.0	0	-1	2737	148
Table 2.	10.0	1	-1	2738	148
Route Icons.	10.0	1	-1	2738	148
Key	10.0	1	-1	2739	148
Graphic Icon	10.0	1	-1	2739	148
Function	10.0	1	-1	2739	148
1	10.0	0	2	2740	148
Active Route	10.0	0	-1	2740	148
A route being used as navigation and is displayed as a red dashed line.	10.0	0	-1	2740	148
2	10.0	0	2	2741	148
Inactive Route	10.0	0	-1	2741	148
A route not being used for navigation and is displayed as blue line.	10.0	0	-1	2741	148
3	10.0	0	2	2742	148
Sleeping	10.0	0	-1	2742	148
Route	10.0	0	-1	2743	148
When there are multiple inactive routes they are displayed with the sleeping icon.	10.0	0	-1	2744	148
Creating A New Route	10.0	1	-1	2745	148
Creating a new route is the process of using points in the plotter display to create a route to connect from the	10.0	0	-1	2746	148
starting point to the destination point and all points in between.	10.0	0	-1	2747	148
TM 5-1940-328-10	10.0	1	-1	2748	148
0016	10.0	1	-1	2748	148
0016-12	10.0	1	-1	2749	148
Creating A New Route - Continued	10.0	1	-1	2750	149
1.	10.0	0	2	2751	149
From the plotter display using points created, tap the point icon desired to be the route start point and open	10.0	0	-1	2751	149
the “point information” menu.	10.0	0	-1	2752	149
NOTE	12.0	1	-1	2753	149
The route information window is hidden behind the status bar when an alarm message	10.0	0	-1	2754	149
appears.	10.0	0	-1	2755	149
2.	10.0	0	2	2756	149
Tap the “New Route” option.	10.0	0	-1	2756	149
A flag icon (Figure 15, Item 1) will appear on the point.	10.0	0	-1	2756	149
<img0121>	-1.0	-1	-1	2757	149
Figure 15.	10.0	0	-1	2758	149
Flag Icon.	10.0	0	-1	2758	149
3.	10.0	0	2	2759	149
Tap the next point desired in the route.	10.0	0	-1	2759	149
A blue line with arrows pointing in the direction of the route will	10.0	0	-1	2759	149
appear between the points.	10.0	0	-1	2760	149
4.	10.0	0	2	2761	149
Repeat step three until all route points are entered.	10.0	0	-1	2761	149
5.	10.0	0	2	2762	149
After selecting the last point in the route, tap “End Route” in the upper right hand corner of the screen to	10.0	0	-1	2762	149
open the “Route Name” window.	10.0	0	-1	2763	149
TM 5-1940-328-10	10.0	1	-1	2764	149
0016	10.0	1	-1	2764	149
0016-13	10.0	1	-1	2765	149
Creating A New Route - Continued	10.0	1	-1	2766	150
6.	10.0	0	2	2767	150
Using the keyboard, enter the desired route name then tap the “Save” icon (Figure 16, Item 1).	10.0	0	-1	2767	150
<img0122>	-1.0	-1	-1	2768	150
Figure 16.	10.0	0	-1	2769	150
Save Icon.	10.0	0	-1	2769	150
7.	10.0	0	2	2770	150
The route information window (Figure 17) will appear at the top of the screen.	10.0	0	-1	2770	150
TM 5-1940-328-10	10.0	1	-1	2771	150
0016	10.0	1	-1	2771	150
0016-14	10.0	1	-1	2772	150
Creating A New Route - Continued	10.0	1	-1	2773	151
<img0123>	-1.0	-1	-1	2774	151
Figure 17.	10.0	0	-1	2775	151
Route Information Window.	10.0	0	-1	2775	151
Table 3.	10.0	1	-1	2776	151
Route Information Menu.	10.0	1	-1	2776	151
Key	10.0	1	-1	2777	151
Graphic Icon	10.0	1	-1	2777	151
Function	10.0	1	-1	2777	151
1	10.0	0	2	2778	151
Range “RNG”	10.0	0	-1	2778	151
Range between last two points.	10.0	0	-1	2778	151
2	10.0	0	2	2779	151
Bearing “BRG”	10.0	0	-1	2779	151
Bearing between last two points.	10.0	0	-1	2779	151
3	10.0	0	2	2780	151
Distance to Arrival “DTA”	10.0	0	-1	2780	151
Distance between current boat position and destination.	10.0	0	-1	2780	151
4	10.0	0	2	2781	151
Time to arrival “TTA”	10.0	0	-1	2781	151
Estimated time to destination.	10.0	0	-1	2781	151
5	10.0	0	2	2782	151
Move Icon	10.0	0	-1	2782	151
Drag and drop to the change location of point.	10.0	0	-1	2782	151
6	10.0	0	2	2783	151
Route Leg	10.0	0	-1	2783	151
Portion of route between two points.	10.0	0	-1	2783	151
7	10.0	0	2	2784	151
1st Route Point	10.0	0	-1	2784	151
Starting point of route.	10.0	0	-1	2784	151
TM 5-1940-328-10	10.0	1	-1	2785	151
0016	10.0	1	-1	2785	151
0016-15	10.0	1	-1	2786	151
Editing A Route	10.0	1	-1	2787	152
A route on the plotter display can be edited by inserting a new point, moving a point, removing a point, or	10.0	0	-1	2788	152
extending the route.	10.0	0	-1	2789	152
Inserting A Point In A Route	10.0	1	-1	2790	152
1.	10.0	0	2	2791	152
From the plotter display using a created route, tap a position on the route line (Figure 18, Item 1) to insert	10.0	0	-1	2791	152
desired point and open the “route information” menu.	10.0	0	-1	2792	152
<img0124>	-1.0	-1	-1	2793	152
Figure 18.	10.0	0	-1	2794	152
Route Line.	10.0	0	-1	2794	152
2.	10.0	0	2	2795	152
Tap “Insert” and a numbered icon (Figure 19, Item 1) will be displayed in the route with a cursor (Figure 19,	10.0	0	-1	2795	152
Item 2).	10.0	0	-1	2796	152
<img0125>	-1.0	-1	-1	2797	152
Figure 19.	10.0	0	-1	2798	152
Point Movement Cursor.	10.0	0	-1	2798	152
NOTE	12.0	1	-1	2799	152
The new point can be dragged to a different location on the screen if desired.	10.0	0	-1	2800	152
3.	10.0	0	2	2801	152
Tap “End Move” at the top right hand corner of the screen to save the new point.	10.0	0	-1	2801	152
Moving A Point In A Route	10.0	1	-1	2802	152
1.	10.0	0	2	2803	152
From the plotter display using a created route, tap a point (Figure 20, Item 1) in the route (Figure 20, Item 2)	10.0	0	-1	2803	152
to open the “route information” menu.	10.0	0	-1	2804	152
TM 5-1940-328-10	10.0	1	-1	2805	152
0016	10.0	1	-1	2805	152
0016-16	10.0	1	-1	2806	152
Moving A Point In A Route - Continued	10.0	1	-1	2807	153
<img0126>	-1.0	-1	-1	2808	153
Figure 20.	10.0	0	-1	2809	153
Route Line.	10.0	0	-1	2809	153
2.	10.0	0	2	2810	153
Tap “Move”, a cursor (Figure 21, Item 2) will be displayed below the selected point (Figure 21, Item 1).	10.0	0	-1	2810	153
<img0127>	-1.0	-1	-1	2811	153
Figure 21.	10.0	0	-1	2812	153
Point Selection.	10.0	0	-1	2812	153
3.	10.0	0	2	2813	153
Drag the selected point (Figure 22, Item 1) to the desired location.	10.0	0	-1	2813	153
<img0128>	-1.0	-1	-1	2814	153
Figure 22.	10.0	0	-1	2815	153
Location.	10.0	0	-1	2815	153
4.	10.0	0	2	2816	153
Tap “End Move” at the top right hand corner of the screen to save the new location.	10.0	0	-1	2816	153
TM 5-1940-328-10	10.0	1	-1	2817	153
0016	10.0	1	-1	2817	153
0016-17	10.0	1	-1	2818	153
Deleting a Point From a Route	10.0	1	-1	2819	154
1.	10.0	0	2	2820	154
From the plotter display using a created route, tap a point icon (Figure 23, Item 1) in the route (Figure 23,	10.0	0	-1	2820	154
Item 2) to open the “route information” menu.	10.0	0	-1	2821	154
<img0129>	-1.0	-1	-1	2822	154
Figure 23.	10.0	0	-1	2823	154
Route Line.	10.0	0	-1	2823	154
2.	10.0	0	2	2824	154
Tap “Delete” and the point icon will be removed from the route and the remaining points will be renumbered.	10.0	0	-1	2824	154
Deleting A Route	10.0	1	-1	2825	154
1.	10.0	0	2	2826	154
From the plotter display using a created route, tap a position on the route line (Figure 24, Item 1) to open the	10.0	0	-1	2826	154
“route information” menu.	10.0	0	-1	2827	154
<img0130>	-1.0	-1	-1	2828	154
Figure 24.	10.0	0	-1	2829	154
Route Line.	10.0	0	-1	2829	154
2.	10.0	0	2	2830	154
Tap “Delete”.	10.0	0	-1	2830	154
Navigating To A Point	10.0	1	-1	2831	154
CAUTION	12.0	1	-1	2832	154
Before beginning navigation to a point ensure the path is clear.	10.0	0	-1	2833	154
Zooming in on the plotter	10.0	0	-1	2833	154
chart can help identify hazards that appear on a smaller scale.	10.0	0	-1	2834	154
Failure to comply may result	10.0	0	-1	2834	154
in damage to equipment.	10.0	0	-1	2835	154
TM 5-1940-328-10	10.0	1	-1	2836	154
0016	10.0	1	-1	2836	154
0016-18	10.0	1	-1	2837	154
Navigating To A Point - Continued	10.0	1	-1	2838	155
<img0131>	-1.0	-1	-1	2839	155
Figure 25.	10.0	0	-1	2840	155
Point Navigation Display.	10.0	0	-1	2840	155
Table 4.	10.0	1	-1	2841	155
Point Navigation Display.	10.0	1	-1	2841	155
Key	10.0	1	-1	2842	155
Graphic Icon	10.0	1	-1	2842	155
Function	10.0	1	-1	2842	155
1	10.0	0	2	2843	155
Route Arrow	10.0	0	-1	2843	155
Points in direction to follow route.	10.0	0	-1	2843	155
2	10.0	0	2	2844	155
Red Line	10.0	0	-1	2844	155
Route leg to follow.	10.0	0	-1	2844	155
3	10.0	0	2	2845	155
Dashed Circle	10.0	0	-1	2845	155
Denotes arrival area for route.	10.0	0	-1	2845	155
4	10.0	0	2	2846	155
XTE Line	10.0	0	-1	2846	155
Green for starboard, red for port.	10.0	0	-1	2846	155
5	10.0	0	2	2847	155
Red Dashed Line	10.0	0	-1	2847	155
Course to first route point.	10.0	0	-1	2847	155
6	10.0	0	2	2848	155
Boat Icon	10.0	0	-1	2848	155
Displays current position.	10.0	0	-1	2848	155
TM 5-1940-328-10	10.0	1	-1	2849	155
0016	10.0	1	-1	2849	155
0016-19	10.0	1	-1	2850	155
Navigating A Route Using The Plotter	10.0	1	-1	2851	156
1.	10.0	0	2	2852	156
From the plotter display using a created route, tap a position on the route line (Figure 26, Item 1) to open the	10.0	0	-1	2852	156
“route information” menu.	10.0	0	-1	2853	156
<img0132>	-1.0	-1	-1	2854	156
Figure 26.	10.0	0	-1	2855	156
Route Line.	10.0	0	-1	2855	156
2.	10.0	0	2	2856	156
Tap “Start Nav” and the route line will turn red and the first route point will be highlighted.	10.0	0	-1	2856	156
Restart or Cancel Route Navigation	10.0	1	-1	2857	156
The navigation to a point can be restarted from the boats current location.	10.0	0	-1	2858	156
If the boat is steered off course and	10.0	0	-1	2858	156
does not need to return to the original course, the boat can be navigated to the point from its current position.	10.0	0	-1	2859	156
1.	10.0	0	2	2860	156
From the plotter display, tap the red dashed or yellow line of the route to open the “Pop-up” menu.	10.0	0	-1	2860	156
2.	10.0	0	2	2861	156
To restart navigation to a point, tap “Restart” and the route start position will move to the boats current	10.0	0	-1	2861	156
position.	10.0	0	-1	2862	156
3.	10.0	0	2	2863	156
To cancel navigation to a point, tap “Stop Nav” and the route lines and arrival area circle will be deleted from	10.0	0	-1	2863	156
the screen.	10.0	0	-1	2864	156
Reverse Direction Of Route	10.0	1	-1	2865	156
A route can be reversed to follow the same path back to the starting point.	10.0	0	-1	2866	156
The reverse function is not available on	10.0	0	-1	2866	156
an active route.	10.0	0	-1	2867	156
1.	10.0	0	2	2868	156
From the plotter display using a created route, tap a position on the route line (Figure 27, Item 1) to open the	10.0	0	-1	2868	156
“route information” menu.	10.0	0	-1	2869	156
2.	10.0	0	2	2870	156
Tap “ Stop Nav”.	10.0	0	-1	2870	156
3.	10.0	0	2	2871	156
From the plotter display using a created route, tap a position on the route line (Figure 27, Item 1) to open the	10.0	0	-1	2871	156
“route information” menu.	10.0	0	-1	2872	156
<img0133>	-1.0	-1	-1	2873	156
Figure 27.	10.0	0	-1	2874	156
Route Line.	10.0	0	-1	2874	156
