prefix	c0	content	size	face	marker	line	page	x0	y0	x1	y1	caption	mask	spacing	chunk	group	type	section	subsection	subsubsection	title	section_tag	image_url
	0009-2	0009-2	10.0	1	-1	1979	96	42.15359656639348	93.94927361998896	47.2404430115145	95.35986389776673	0	0	88.0	900	305	0	3	6	0		13	
	OPERATOR INSTRUCTIONS	OPERATOR INSTRUCTIONS	10.0	1	-1	1980	97	36.07451614040799	9.037657458372792	58.043457423789825	10.448247736150568	0	0	-86.3	901	306	1	3	6	0		13	
	OPERATING UNDER USUAL CONDITIONS OPERATION UNDERWAY AND TRIMMING	OPERATING UNDER USUAL CONDITIONS OPERATION UNDERWAY AND TRIMMING	10.0	1	-1	1981	97	14.197065259746475	10.489677660392994	79.9190059423509	11.90026793817077	0	0	0.0	901	306	1	3	7	0	OPERATING UNDER USUAL CONDITIONS OPERATION UNDERWAY AND TRIMMING	14	
	INITIAL SETUP:	INITIAL SETUP:	10.0	1	-1	1982	97	5.881705882352941	16.581849377564712	18.0467505297692	17.992439655342487	0	0	4.7	902	307	0	3	7	0		14	
	Personnel Required	Personnel Required	10.0	1	-1	1983	97	5.881705882352941	19.17023321594855	21.31771630540237	20.580823493726328	0	0	1.2	903	308	1	3	7	0		14	
	Diver 12D	Diver 12D	10.0	0	-1	1984	97	8.822882352941177	20.62225341796875	16.08622800899331	22.03284369574653	0	0	0.0	903	308	1	3	7	0		14	
	References	References	10.0	1	-1	1985	97	5.881705882352941	24.347000892716228	14.690776843501071	25.757591170494003	0	0	2.3	904	308	1	3	7	0		14	
	WP 0005	WP 0005	10.0	0	-1	1986	97	8.822882352941177	25.79902109473643	15.543718219432956	27.209611372514207	0	0	0.0	904	308	1	3	7	0		14	
	WP 0008	WP 0008	10.0	0	-1	1987	97	8.822882352941177	27.25104129675663	15.543718219432956	28.661631574534407	0	0	0.0	904	308	1	3	7	0		14	
	References (cont.)	References (cont.)	10.0	1	-1	1988	97	49.11700099730647	19.17023321594855	63.37353694501889	20.580823493726328	0	0	-9.5	905	308	1	3	7	0		14	
	WP 0015	WP 0015	10.0	0	-1	1989	97	52.05817746789471	20.62225341796875	58.77901582765268	22.03284369574653	0	0	0.0	905	308	1	3	7	0		14	
	WP 0022	WP 0022	10.0	0	-1	1990	97	52.05817746789471	22.074273619988954	58.77901582765268	23.484863897766733	0	0	0.0	905	308	1	3	7	0		14	
	Equipment Condition	Equipment Condition	10.0	1	-1	1991	97	49.11700099730647	25.79902109473643	65.6379611880234	27.209611372514207	0	0	2.3	906	308	1	3	7	0		14	
	Engines started (WP 0007)	Engines started (WP 0007)	10.0	0	-1	1992	97	52.05817746789471	27.25104129675663	71.6758341008604	28.661631574534407	0	0	0.0	906	308	1	3	7	0		14	
	OPERATION UNDERWAY	OPERATION UNDERWAY	10.0	1	-1	1993	97	5.881705882352941	33.34321301392835	25.67090920202716	34.75380329170613	0	0	4.7	907	309	0	3	7	0		14	
	WARNING	WARNING	12.0	1	-1	1994	97	42.265041768790844	36.15450618242977	51.84902734055862	37.8472145157631	0	0	1.4	908	309	0	3	7	0		14	
	Ensure load is properly secured prior to boat operation.	Ensure load is properly secured prior to boat operation. Failure to comply may result in	10.0	0	-1	1995	97	14.117328113830167	38.51998069069602	76.59630489334407	39.9305709684738	0	0	0.7	909	310	1	3	7	0		14	
	damage to equipment or injury to personnel.	damage to equipment or injury to personnel.	10.0	0	-1	1996	97	14.117328113830167	39.972000892716224	46.08599713254442	41.382591170494	0	0	0.0	909	310	1	3	7	0		14	
	WARNING	WARNING	12.0	1	-1	1997	97	42.266677351409314	42.783294061217646	51.85066292317708	44.47600239455098	0	0	1.4	910	311	0	3	7	0		14	
	Ensure all personnel in the vicinity and operating the outboard engine wear personal	Ensure all personnel in the vicinity and operating the outboard engine wear personal	10.0	0	-1	1998	97	14.117330607096354	45.148768569483906	74.96888522837521	46.559358847261684	0	0	0.7	911	312	1	3	7	0		14	
	protective equipment such as hearing protection when engine is being operated to prevent	protective equipment such as hearing protection when engine is being operated to prevent	10.0	0	-1	1999	97	14.117330607096354	46.60078877150411	79.32944821984785	48.011379049281885	0	0	0.0	911	312	1	3	7	0		14	
	against potential noise hazards.	against potential noise hazards. Failure to comply may result in injury to personnel.	10.0	0	-1	2000	97	14.117330607096354	48.05280897352431	73.96343075980393	49.463399251302086	0	0	0.0	911	312	1	3	7	0		14	
	WARNING	WARNING	12.0	1	-1	2001	97	42.26569999106413	50.86410214202573	51.8496855628319	52.556810475359065	0	0	1.4	912	313	0	3	7	0		14	
	Always use the emergency stop lanyard when operating the engines to prevent runaway	Always use the emergency stop lanyard when operating the engines to prevent runaway	10.0	0	-1	2002	97	14.116353246751173	53.22957665029199	77.87286216745814	54.64016692806976	0	0	0.7	913	314	1	3	7	0		14	
	boat.	boat. Keep emergency stop lanyard free from obstructions and entanglements. Failure to	10.0	0	-1	2003	97	14.116353246751173	54.68159685231219	78.23585180504494	56.09218713008997	0	0	0.0	913	314	1	3	7	0		14	
	comply may result in damage to equipment or injury to personnel.	comply may result in damage to equipment or injury to personnel.	10.0	0	-1	2004	97	14.116353246751173	56.13361705433239	61.429786625880816	57.54420733211017	0	0	0.0	913	314	1	3	7	0		14	
	WARNING	WARNING	12.0	1	-1	2005	97	42.26537087992749	58.94491022283381	51.84935645169526	60.63761855616714	0	0	1.4	914	315	0	3	7	0		14	
	Ensure personnel wear PFDs at all times during operation of boat in water.	Ensure personnel wear PFDs at all times during operation of boat in water. Failure to	10.0	0	-1	2006	97	14.117657224966807	61.310384731100065	75.3270279564951	62.72097500887784	0	0	0.7	915	316	1	3	7	0		14	
	comply may result in injury or death to personnel.	comply may result in injury or death to personnel.	10.0	0	-1	2007	97	14.117657224966807	62.76240493312027	49.71541480130463	64.17299521089805	0	0	0.0	915	316	1	3	7	0		14	
	WARNING	WARNING	12.0	1	-1	2008	97	42.266677351409314	65.57369810162169	51.85066292317708	67.26640643495503	0	0	1.4	916	317	0	3	7	0		14	
•	Boat stability and steering torque can vary due to changing water conditions.	Boat stability and steering torque can vary due to changing water conditions.	10.0	1	1	2009	97	15.301971129972172	68.6967483674637	75.2199720929713	70.10733864524148	0	0	1.4	917	318	2	3	7	0		14	
	During adverse conditions, reduce throttle and/or adjust trim to maintain control.	During adverse conditions, reduce throttle and/or adjust trim to maintain control.	10.0	0	-1	2010	97	19.999683548272827	70.1487685694839	77.5761734643076	71.55935884726168	0	0	0.0	917	318	2	3	7	0		14	
	Failure to comply may result in ejecting or otherwise serious injury of occupants.	Failure to comply may result in ejecting or otherwise serious injury of occupants.	10.0	0	-1	2011	97	19.999683548272827	71.60078877150411	77.84415968711704	73.01137904928189	0	0	0.0	917	318	2	3	7	0		14	
•	Operator must always announce sudden changes in throttle or steering to crew.	Operator must always announce sudden changes in throttle or steering to crew.	10.0	1	1	2012	97	15.301971129972172	73.68412210483744	77.48794674702565	75.09471238261521	0	0	0.7	918	318	2	3	7	0		14	
	Failure to comply may result in injury to personnel.	Failure to comply may result in injury to personnel.	10.0	0	-1	2013	97	19.999683548272827	75.13614230685765	56.412796512778286	76.54673258463542	0	0	0.0	918	318	1	3	7	0		14	
	TM 5-1940-328-10	TM 5-1940-328-10 0010	10.0	1	-1	2014	97	40.29184098945568	4.492202912918245	88.23294166475185	5.902793190696023	0	1	-72.1	919	319	0	3	7	0		14	
	0010-1	0010-1	10.0	1	-1	2015	97	44.51405762676164	93.94927361998896	49.60253965450112	95.35986389776673	0	1	88.0	920	319	0	3	7	0		14	
	OPERATION UNDERWAY - Continued	OPERATION UNDERWAY - Continued	10.0	1	-1	2016	98	5.882352941176471	9.037657458372792	35.202352985057956	10.448247736150568	0	0	-86.3	921	319	0	3	7	0		14	
1.	Perform casting off or weighing anchor as necessary (WP 0008)(WP 0022).	Perform casting off or weighing anchor as necessary (WP 0008)(WP 0022).	10.0	0	2	2017	98	5.882352941176471	12.004829175544508	64.57977294921875	13.415419453322286	0	0	1.6	922	320	3	3	7	0		14	
2.	Maintaining control of helm, slowly engage port (Figure 1, Item 1) and starboard (Figure 1, Item 2) throttles	Maintaining control of helm, slowly engage port (Figure 1, Item 1) and starboard (Figure 1, Item 2) throttles	10.0	0	2	2018	98	5.882352941176471	14.214425135140468	86.83329064861621	15.625015412918247	0	0	0.8	923	320	3	3	7	0		14	
	to safe operating speed.	to safe operating speed.	10.0	0	-1	2019	98	10.000000124663309	15.66644533716067	27.530767403396904	17.07703561493845	0	0	0.0	923	320	3	3	7	0		14	
	<img0065>	<img0065>	-1.0	-1	-1	2020	98	5.882352941176471	18.781565656565657	88.23529411764706	44.93308019156408	0	1	1.7	923	320	3	3	7	0		14	
	Figure 1.	Figure 1. Port and Starboard Throttles.	10.0	0	-1	2021	98	32.02941246282042	46.75722989169034	62.08631228777318	48.16782016946812	1	0	1.8	923	320	3	3	7	0		14	data/dod/rib_TM/images/img0065.jpg
3.	Using multifunctional display, maintain plotted course (WP 0015).	Using multifunctional display, maintain plotted course (WP 0015).	10.0	0	2	2022	98	5.882352941176471	51.239553124013575	57.13533389022927	52.650143401791354	0	0	3.1	924	320	3	3	7	0		14	
4.	Upon reaching speeds great enough to create wake, turn fuel tank vent blower to OFF position (WP 0005).	Upon reaching speeds great enough to create wake, turn fuel tank vent blower to OFF position (WP 0005).	10.0	0	2	2023	98	5.882352941176471	53.449149083609534	87.02094383489073	54.85973936138731	0	0	0.8	925	320	3	3	7	0		14	
5.	Upon reaching destination, gradually throttle down engines and bring boat to standstill.	Upon reaching destination, gradually throttle down engines and bring boat to standstill.	10.0	0	2	2024	98	5.882352941176471	55.6587450432055	72.48663310131995	57.06933532098327	0	0	0.8	926	320	3	3	7	0		14	
6.	Perform anchoring or mooring procedures as necessary (WP 0008)(WP 0022).	Perform anchoring or mooring procedures as necessary (WP 0008)(WP 0022).	10.0	0	2	2025	98	5.882352941176471	57.86834100280146	66.94089602800756	59.278931280579236	0	0	0.8	927	320	3	3	7	0		14	
	TM 5-1940-328-10	TM 5-1940-328-10 0010	10.0	1	-1	2026	98	40.29215893714257	4.492202912918245	88.23324963937398	5.902793190696023	0	1	-54.8	928	321	0	3	7	0		14	
	0010-2	0010-2	10.0	1	-1	2027	98	44.51470468558517	93.94927361998896	49.603186713324654	95.35986389776673	0	1	88.0	929	321	0	3	7	0		14	
	TRIMMING ENGINES	TRIMMING ENGINES	10.0	1	-1	2028	99	5.881705882352941	9.037657458372792	21.950320268618512	10.448247736150568	0	0	-86.3	930	321	0	3	7	0		14	
	CAUTION	CAUTION	12.0	1	-1	2029	99	42.59151004327512	11.848950626874212	51.523212301815256	13.541658960207545	0	0	1.4	931	321	0	3	7	0		14	
	Do not over trim the outboard engines while underway.	Do not over trim the outboard engines while underway. Over trimming will cause the	10.0	0	-1	2030	99	14.117654731700624	14.214425135140468	74.6881434557547	15.625015412918247	0	0	0.7	932	322	1	3	7	0		14	
	propellers to exit the water.	propellers to exit the water. A rapid increase in the outboard engines rpms is evidence of	10.0	0	-1	2031	99	14.117654731700624	15.66644533716067	78.05362396599266	17.07703561493845	0	0	0.0	932	322	1	3	7	0		14	
	cavitation or propellers coming out of the water.	cavitation or propellers coming out of the water. If this occurs immediately reduce throttles	10.0	0	-1	2032	99	14.117654731700624	17.11846553918087	78.95750277011847	18.52905581695865	0	0	0.0	932	322	1	3	7	0		14	
	and trim down the engines.	and trim down the engines. Failure to comply will result in damage to equipment.	10.0	0	-1	2033	99	14.117654731700624	18.570485741201075	72.23827007378473	19.981076018978854	0	0	0.0	932	322	1	3	7	0		14	
	The trim of the boat is the relationship between the angle of the outboard engines and the transom.	The trim of the boat is the relationship between the angle of the outboard engines and the transom. Trim dictates	10.0	0	-1	2034	99	5.882360364726944	20.780081700797034	87.16992266646243	22.190671978574812	0	0	0.8	933	322	1	3	7	0		14	
	the way the boat performs over the water and gains the greatest power and efficiency of the outboard engines as	the way the boat performs over the water and gains the greatest power and efficiency of the outboard engines as	10.0	0	-1	2035	99	5.882360364726944	22.232101902817238	87.35292840456496	23.642692180595013	0	0	0.0	933	322	1	3	7	0		14	
	it relates to the boat.	it relates to the boat. Different sea states will influence the trim levels to achieve the best planing and	10.0	0	-1	2036	99	5.882360364726944	23.68412210483744	78.53945184206496	25.094712382615217	0	0	0.0	933	322	1	3	7	0		14	
	maneurverability of the boat.	maneurverability of the boat.	10.0	0	-1	2037	99	5.882360364726944	25.13614230685764	26.498095138250612	26.546732584635418	0	0	0.0	933	322	1	3	7	0		14	
	NOTE	NOTE	12.0	1	-1	2038	99	44.335629525377854	27.94743547535906	49.782673149956594	29.640143808692393	0	0	1.4	934	323	0	3	7	0		14	
	When putting engines into trailering position either the trim control switch or the manual	When putting engines into trailering position either the trim control switch or the manual	10.0	0	-1	2039	99	14.117654731700624	30.312909983625318	77.05253769978044	31.723500261403096	0	0	0.7	935	324	1	3	7	0		14	
	trim can be used.	trim can be used.	10.0	0	-1	2040	99	14.117654731700624	31.764930185645518	26.650057219062752	33.1755204634233	0	0	0.0	935	324	1	3	7	0		14	
1.	When trimming the engines underway, trim both engines using only the trim control switch (Figure 2, Item	When trimming the engines underway, trim both engines using only the trim control switch (Figure 2, Item	10.0	0	2	2041	99	5.882360364726944	33.97452614524148	86.0130870481005	35.385116423019255	0	0	0.8	936	325	3	3	7	0		14	
	1).	1).	10.0	0	-1	2042	99	10.00000817153033	35.426546347261684	11.906596358155893	36.83713662503946	0	0	0.0	936	325	3	3	7	0		14	
	<img0066>	<img0066>	-1.0	-1	-1	2043	99	5.881705882352941	38.54166666666667	88.23464705882354	53.784091063220096	0	1	1.7	936	325	3	3	7	0		14	
	Figure 2.	Figure 2. Trim Control Switch.	10.0	0	-1	2044	99	35.21013815247779	55.60824076334636	58.90429746700112	57.01883104112414	1	0	1.8	936	325	3	3	7	0		14	data/dod/rib_TM/images/img0066.jpg
2.	When operating in shallow waters, trim engines UP and slow speed.	When operating in shallow waters, trim engines UP and slow speed.	10.0	0	2	2045	99	5.881705882352941	60.09056399566959	59.21965574735753	61.50115427344737	0	0	3.1	937	325	3	3	7	0		14	
3.	When accelerating, first ensure engines are trimmed fully DOWN.	When accelerating, first ensure engines are trimmed fully DOWN. Then adjust trim of engines UP to achieve	10.0	0	2	2046	99	5.881705882352941	62.30015995526555	88.09598156658497	63.71075023304333	0	0	0.8	938	325	3	3	7	0		14	
	best boat handling .	best boat handling .	10.0	0	-1	2047	99	9.999352442523232	63.75217630405619	24.26051090574576	65.16276658183396	0	0	0.0	938	325	3	3	7	0		14	
4.	If the bow is too low, the outboard engines are trimmed too far DOWN.	If the bow is too low, the outboard engines are trimmed too far DOWN. Trim the engines UP to correct this	10.0	0	2	2048	99	5.881705882352941	65.96177226365215	86.55489373659621	67.37236254142992	0	0	0.8	939	325	3	3	7	0		14	
	situation.	situation.	10.0	0	-1	2049	99	9.999352442523232	67.41379246567236	16.53829207436555	68.82438274345013	0	0	0.0	939	325	3	3	7	0		14	
5.	If the bow is too high, the outboard engines are trimmed too far UP.	If the bow is too high, the outboard engines are trimmed too far UP. Trim engines DOWN to correct this	10.0	0	2	2050	99	5.881705882352941	69.62338842526832	84.46665365540748	71.03397870304609	0	0	0.8	940	325	3	3	7	0		14	
	situation.	situation.	10.0	0	-1	2051	99	9.999352442523232	71.07540862728851	16.53829207436555	72.4859989050663	0	0	0.0	940	325	1	3	7	0		14	
	END OF WORK PACKAGE	END OF WORK PACKAGE	10.0	1	-1	2052	99	5.881705882352941	74.80015610203598	26.306530017329194	76.21074637981377	0	0	2.3	941	326	0	3	7	0		14	
	TM 5-1940-328-10	TM 5-1940-328-10 0010	10.0	1	-1	2053	99	40.291511878319035	4.492202912918245	88.23260258055045	5.902793190696023	0	1	-71.7	942	326	0	3	7	0		14	
	0010-3/blank	0010-3/blank	10.0	1	-1	2054	99	42.15294950756995	93.94927361998896	51.963647773692806	95.35986389776673	0	0	88.0	943	326	0	3	7	0		14	
	OPERATOR INSTRUCTIONS	OPERATOR INSTRUCTIONS	10.0	1	-1	2055	101	36.07451614040799	9.037657458372792	58.043457423789825	10.448247736150568	0	0	-86.3	944	327	1	3	7	0		14	
	OPERATING UNDER USUAL CONDITIONS SPOTLIGHT	OPERATING UNDER USUAL CONDITIONS SPOTLIGHT	10.0	1	-1	2056	101	25.770594970703122	10.489677660392994	68.34712926687602	11.90026793817077	0	0	0.0	944	327	1	3	8	0	OPERATING UNDER USUAL CONDITIONS SPOTLIGHT	15	
	INITIAL SETUP:	INITIAL SETUP:	10.0	1	-1	2057	101	5.881705882352941	16.581849377564712	18.0467505297692	17.992439655342487	0	0	4.7	945	328	0	3	8	0		15	
	Personnel Required	Personnel Required	10.0	1	-1	2058	101	5.881705882352941	19.17023321594855	21.31771630540237	20.580823493726328	0	0	1.2	946	329	1	3	8	0		15	
	Diver 12D	Diver 12D	10.0	0	-1	2059	101	8.822882352941177	20.62225341796875	16.08622800899331	22.03284369574653	0	0	0.0	946	329	1	3	8	0		15	
	Equipment Condition	Equipment Condition	10.0	1	-1	2060	101	49.11700099730647	19.17023321594855	65.6379611880234	20.580823493726328	0	0	-2.9	947	329	1	3	8	0		15	
	House battery, control switches, and breakers	House battery, control switches, and breakers	10.0	0	-1	2061	101	52.05817746789471	20.62225341796875	85.20523888442096	22.03284369574653	0	0	0.0	947	329	1	3	8	0		15	
	powered ON (WP 0005)	powered ON (WP 0005)	10.0	0	-1	2062	101	52.05817746789471	22.074273619988954	69.49446055453431	23.484863897766733	0	0	0.0	947	329	1	3	8	0		15	
	WARNING	WARNING	12.0	1	-1	2063	101	42.266019129136026	28.010566788490376	51.850004700903796	29.703275121823708	0	0	4.5	948	330	0	3	8	0		15	
	Operating the boat at night while spotlight is ON may impede operator’s night vision.	Operating the boat at night while spotlight is ON may impede operator’s night vision.	10.0	0	-1	2064	101	14.11667238482307	30.376041296756632	74.87290943978503	31.786631574534407	0	0	0.7	949	331	1	3	8	0		15	
	Ensure spotlight is always pointed away from operator.	Ensure spotlight is always pointed away from operator. Failure to comply may result in	10.0	0	-1	2065	101	14.11667238482307	31.828061498776833	76.32113806391698	33.23865177655461	0	0	0.0	949	331	1	3	8	0		15	
	injury or death to personnel.	injury or death to personnel.	10.0	0	-1	2066	101	14.11667238482307	33.280081700797034	34.36966061421313	34.69067197857481	0	0	0.0	949	331	1	3	8	0		15	
	WARNING	WARNING	12.0	1	-1	2067	101	42.266019129136026	36.091374869298456	51.850004700903796	37.78408320263179	0	0	1.4	950	332	0	3	8	0		15	
	Halogen bulbs emit heat during use, avoid contact with bulb.	Halogen bulbs emit heat during use, avoid contact with bulb. Allow bulb to cool before	10.0	0	-1	2068	101	14.11667238482307	38.456849377564716	75.96658065257354	39.86743965534249	0	0	0.7	951	333	1	3	8	0		15	
	handling.	handling. Failure to comply may result in injury to personnel.	10.0	0	-1	2069	101	14.11667238482307	39.908869579584916	57.61475027605443	41.319459857362695	0	0	0.0	951	333	1	3	8	0		15	
	CAUTION	CAUTION	12.0	1	-1	2070	101	42.59151004327512	42.72016274808634	51.523212301815256	44.41287108141967	0	0	1.4	952	334	0	3	8	0		15	
	Leaving communication, navigation, or lighting electronics in ON position while engines are	Leaving communication, navigation, or lighting electronics in ON position while engines are	10.0	0	-1	2071	101	14.117654731700624	45.08563725635259	79.77639111647264	46.49622753413037	0	0	0.7	953	335	1	3	8	0		15	
	not running can cause depletion of house battery bank.	not running can cause depletion of house battery bank. Failure to comply may cause	10.0	0	-1	2072	101	14.117654731700624	46.53765745837279	75.15055457580168	47.94824773615057	0	0	0.0	953	335	1	3	8	0		15	
	equipment not to operate.	equipment not to operate.	10.0	0	-1	2073	101	14.117654731700624	47.98967766039299	32.73828912233839	49.40026793817077	0	0	0.0	953	335	1	3	8	0		15	
	TM 5-1940-328-10	TM 5-1940-328-10 0011	10.0	1	-1	2074	101	40.29052953144148	4.492202912918245	88.23326080282374	5.902793190696023	0	1	-44.9	954	336	0	3	8	0		15	
	0011-1	0011-1	10.0	1	-1	2075	101	44.51405762676164	93.94927361998896	49.60253965450112	95.35986389776673	0	1	88.0	955	336	0	3	8	0		15	
	General Information	General Information	10.0	1	-1	2076	102	5.882352941176471	9.037657458372792	21.408235637191076	10.448247736150568	0	0	-86.3	956	336	0	3	8	0		15	
	There are four receptacles for spotlight connection on the boat.	There are four receptacles for spotlight connection on the boat. One on aft transom, two on console, and one on	10.0	0	-1	2077	102	5.882352941176471	12.004829175544508	86.71918881484886	13.415419453322286	0	0	1.6	957	337	1	3	8	0		15	
	starboard bow (Figure 1, Item 1).	starboard bow (Figure 1, Item 1).	10.0	0	-1	2078	102	5.882352941176471	13.45684937756471	29.676193037843394	14.867439655342489	0	0	0.0	957	337	1	3	8	0		15	
	<img0067>	<img0067>	-1.0	-1	-1	2079	102	5.882352941176471	16.5719696969697	88.23529411764706	52.87499861283736	0	1	1.7	958	338	0	3	8	0		15	
	Figure 1.	Figure 1. Spotlight Receptacles.	10.0	0	-1	2080	102	34.43627450980392	54.69914831296362	59.67946270712061	56.1097385907414	1	0	1.8	959	338	0	3	8	0		15	data/dod/rib_TM/images/img0067.jpg
	TM 5-1940-328-10	TM 5-1940-328-10 0011	10.0	1	-1	2081	102	40.29215644387638	4.492202912918245	88.23324963937398	5.902793190696023	0	1	-51.6	960	338	0	3	8	0		15	
	0011-2	0011-2	10.0	1	-1	2082	102	44.51470468558517	93.94927361998896	49.603186713324654	95.35986389776673	0	1	88.0	961	338	0	3	8	0		15	
	NOTE	NOTE	12.0	1	-1	2083	103	44.334647178500305	8.881778909702494	49.781690803079044	10.574487243035827	0	0	-86.5	962	338	0	3	8	0		15	
	There are two posts for stationary spotlight operation on the boat.	There are two posts for stationary spotlight operation on the boat. One on port side and	10.0	0	-1	2084	103	14.11667238482307	11.24725341796875	77.05970833333333	12.657843695746529	0	0	0.7	963	339	1	3	8	0		15	
	one on starboard side of the console.	one on starboard side of the console.	10.0	0	-1	2085	103	14.11667238482307	12.699273619988952	41.00201295700572	14.109863897766731	0	0	0.0	963	339	1	3	8	0		15	
1.	Connect spotlight plug (Figure 2, Item 1) to receptacle (Figure 2, Item 3).	Connect spotlight plug (Figure 2, Item 1) to receptacle (Figure 2, Item 3).	10.0	0	2	2086	103	5.881378017849391	14.908869579584913	62.402334967320265	16.31945985736269	0	0	0.8	964	340	3	3	8	0		15	
2.	Turn hand spotlight operating switch (Figure 2, Item 2) to ON position.	Turn hand spotlight operating switch (Figure 2, Item 2) to ON position.	10.0	0	2	2087	103	5.881381757748672	17.11846553918087	60.495460055083235	18.52905581695865	0	0	0.8	965	340	3	3	8	0		15	
	<img0068>	<img0068>	-1.0	-1	-1	2088	103	5.881705882352941	20.233585858585858	88.23464705882354	56.59722222222223	0	1	1.7	965	340	3	3	8	0		15	
	Figure 2.	Figure 2. Spotlight Operation Switch.	10.0	0	-1	2089	103	32.710137653824546	58.42137192234849	61.40430544545291	59.83196220012626	1	0	1.8	965	340	3	3	8	0		15	data/dod/rib_TM/images/img0068.jpg
3.	Turn spotlight operating switch (Figure 2, Item 2) to OFF position.	Turn spotlight operating switch (Figure 2, Item 2) to OFF position.	10.0	0	2	2090	103	5.881705882352941	62.146119397095966	57.2229135486877	63.556709674873744	0	0	2.3	966	340	3	3	8	0		15	
4.	Disconnect spotlight plug (Figure 2, Item 1) from receptacle (Figure 2, Item 3).	Disconnect spotlight plug (Figure 2, Item 1) from receptacle (Figure 2, Item 3).	10.0	0	2	2091	103	5.881705882352941	64.35571535669192	66.30462067408344	65.7663056344697	0	0	0.8	967	340	3	3	8	0		15	
	END OF WORK PACKAGE	END OF WORK PACKAGE	10.0	1	-1	2092	103	5.881705882352941	68.0804628314394	26.306530017329194	69.49105310921718	0	0	2.3	968	341	0	3	8	0		15	
	TM 5-1940-328-10	TM 5-1940-328-10 0011	10.0	1	-1	2093	103	40.291511878319035	4.492202912918245	88.23260258055045	5.902793190696023	0	1	-65.0	969	341	0	3	8	0		15	
	0011-3/blank	0011-3/blank	10.0	1	-1	2094	103	42.15294950756995	93.94927361998896	51.963647773692806	95.35986389776673	0	0	88.0	970	341	0	3	8	0		15	
	OPERATOR INSTRUCTIONS	OPERATOR INSTRUCTIONS	10.0	1	-1	2095	105	36.07451614040799	9.037657458372792	58.043457423789825	10.448247736150568	0	0	-86.3	971	342	1	3	8	0		15	
	OPERATING UNDER USUAL CONDITIONS LOUD SPEAKER AND SIREN	OPERATING UNDER USUAL CONDITIONS LOUD SPEAKER AND SIREN	10.0	1	-1	2096	105	19.23301167566636	10.489677660392994	74.88198991523693	11.90026793817077	0	0	0.0	971	342	1	3	9	0	OPERATING UNDER USUAL CONDITIONS LOUD SPEAKER AND SIREN	16	
	INITIAL SETUP:	INITIAL SETUP:	10.0	1	-1	2097	105	5.881705882352941	16.581849377564712	18.0467505297692	17.992439655342487	0	0	4.7	972	343	0	3	9	0		16	
	Personnel Required	Personnel Required	10.0	1	-1	2098	105	5.881705882352941	19.17023321594855	21.31771630540237	20.580823493726328	0	0	1.2	973	344	1	3	9	0		16	
	Diver 12D	Diver 12D	10.0	0	-1	2099	105	8.822882352941177	20.62225341796875	16.08622800899331	22.03284369574653	0	0	0.0	973	344	1	3	9	0		16	
	Equipment Condition	Equipment Condition	10.0	1	-1	2100	105	49.11700099730647	19.17023321594855	65.6379611880234	20.580823493726328	0	0	-2.9	974	344	1	3	9	0		16	
	House battery, control switches, and breakers	House battery, control switches, and breakers	10.0	0	-1	2101	105	52.05817746789471	20.62225341796875	85.20523888442096	22.03284369574653	0	0	0.0	974	344	1	3	9	0		16	
	powered ON (WP 0005)	powered ON (WP 0005)	10.0	0	-1	2102	105	52.05817746789471	22.074273619988954	69.49446055453431	23.484863897766733	0	0	0.0	974	344	1	3	9	0		16	
	WARNING	WARNING	12.0	1	-1	2103	105	42.266019129136026	28.010566788490376	51.850004700903796	29.703275121823708	0	0	4.5	975	345	0	3	9	0		16	
	Ensure all personnel in the vicinity of the speaker or siren wear personal protective	Ensure all personnel in the vicinity of the speaker or siren wear personal protective	10.0	0	-1	2104	105	14.11667238482307	30.376041296756632	73.78192596794578	31.786631574534407	0	0	0.7	976	346	1	3	9	0		16	
	equipment such as hearing protection when speaker or siren is being operated to prevent	equipment such as hearing protection when speaker or siren is being operated to prevent	10.0	0	-1	2105	105	14.11667238482307	31.828061498776833	78.6000282373366	33.23865177655461	0	0	0.0	976	346	1	3	9	0		16	
	against potential noise hazards.	against potential noise hazards. Failure to comply may result in injury or death to	10.0	0	-1	2106	105	14.11667238482307	33.280081700797034	72.32930919532527	34.69067197857481	0	0	0.0	976	346	1	3	9	0		16	
	personnel.	personnel.	10.0	0	-1	2107	105	14.11667238482307	34.732101902817234	21.7454809985192	36.14269218059501	0	0	0.0	976	346	1	3	9	0		16	
	CAUTION	CAUTION	12.0	1	-1	2108	105	42.59281651475694	37.543395071318656	51.524518773297075	39.23610340465199	0	0	1.4	977	347	0	3	9	0		16	
	Leaving communication, navigation, or lighting electronics in ON position while engines are	Leaving communication, navigation, or lighting electronics in ON position while engines are	10.0	0	-1	2109	105	14.11732562056398	39.908869579584916	79.77606200533599	41.319459857362695	0	0	0.7	978	348	1	3	9	0		16	
	not running can cause depletion of house battery bank.	not running can cause depletion of house battery bank. Failure to comply may cause	10.0	0	-1	2110	105	14.11732562056398	41.36088978160512	75.15022546466504	42.771480059382895	0	0	0.0	978	348	1	3	9	0		16	
	equipment not to operate.	equipment not to operate.	10.0	0	-1	2111	105	14.11732562056398	42.81290998362532	32.73796001120174	44.223500261403096	0	0	0.0	978	348	1	3	9	0		16	
	TM 5-1940-328-10	TM 5-1940-328-10 0012	10.0	1	-1	2112	105	40.291836002923304	4.492202912918245	88.2329316916871	5.902793190696023	0	1	-39.7	979	349	0	3	9	0		16	
