PageID,TextDisplayValue,UnitID,UnitName,Path,UnitPath
60228,Stanchion,71544,Stanchion,/-1(*)/01(*)/12(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | The Monitor (Water Cannon) | Stanchion
60228,HIGH MOBILITY DECONTAMINATION SYSTEM,71544,Stanchion,/-1(*)/01(*)/12(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | The Monitor (Water Cannon) | Stanchion
60228,"The telescoping Monitor Stanchion measures 68"" to the top of the flange when retracted and can be raised an additional 2' higher overall. It requires two (2) people to raise and lower it; one to remove and replace the locking pin and the other to raise or lower the upper portion/haloed Monitor.  CAUTIONThere is a pinch hazard between the upper and lower sections of the Stanchion, clearly marked with red caution tape. WARNING!ALWAYS avoid placing hands, fingers, or clothing in or near the meeting point of the upper and lower sections of the Stanchion.",71544,Stanchion,/-1(*)/01(*)/12(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | The Monitor (Water Cannon) | Stanchion
60228,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71544,Stanchion,/-1(*)/01(*)/12(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | The Monitor (Water Cannon) | Stanchion
60268,Stanchion Controls and Indicators,71599,Stanchion Controls and Indicators,/-1(*)/01(*)/12(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | The Monitor (Water Cannon) | Stanchion Controls and Indicators
60268,HIGH MOBILITY DECONTAMINATION SYSTEM,71599,Stanchion Controls and Indicators,/-1(*)/01(*)/12(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | The Monitor (Water Cannon) | Stanchion Controls and Indicators
60268,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71599,Stanchion Controls and Indicators,/-1(*)/01(*)/12(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | The Monitor (Water Cannon) | Stanchion Controls and Indicators
60229,Front Spray Bar (FSB),71546,Front Spray Bar,/-1(*)/01(*)/13(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Front Spray Bar | Front Spray Bar
60229,HIGH MOBILITY DECONTAMINATION SYSTEM,71546,Front Spray Bar,/-1(*)/01(*)/13(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Front Spray Bar | Front Spray Bar
60229,"The Front Spray Bar (FSB) is used to disperse fluid from the front of a truck. It is made of stainless steel and is fed by the 1"" diameter Green Banded hose. The middle section is 98"" long and comes equipped with mounting brackets, as well as two capped ends that are used to attach the right- and left- ?wings.?  The mounting brackets are set up to mount the FSB to armored M1083 trucks. The bracket must be inverted in order to mount the FSB to the unarmored versions of the M1083 trucks. Two (2) 1"" diameter clevis pins are used to hold the brackets onto the clevis fittings on the front of the truck.  Without the extension wings, the FSB will cover approximately 16' (wide). Ensure that the caps with gaskets are in place and locked down. Failure to do so will result in liquid spraying up the side(s) of the truck.  The right- and left-wings extend the FSB?s overall length by 4' each (8' overall), for a total spray pattern that is approximately 32' wide. The right wing is marked with an ?R? and red bands, while the left wing is marked with an ?L? and green bands. To avoid damaging the FSB or the vehicle, each wing can swivel backwards if it strikes an object.  To add the wings to the FSB, detach the camlock caps on each end of the middle section. Then, attach the wings using the Instalock fittings. Make certain that there is a rubber gasket in the fitting or the FSB won?t operate properly.  The center nozzles on the middle spray bar and the inner nozzles on the wings point approximately 45 degrees forward from the vertical. The outer nozzles on the wings point outward and downward.",71546,Front Spray Bar,/-1(*)/01(*)/13(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Front Spray Bar | Front Spray Bar
60229,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71546,Front Spray Bar,/-1(*)/01(*)/13(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Front Spray Bar | Front Spray Bar
60230,Rear Spray Bar (RSB),71548,Rear Spray Bar,/-1(*)/01(*)/14(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Rear Spray Bar | Rear Spray Bar
60230,HIGH MOBILITY DECONTAMINATION SYSTEM,71548,Rear Spray Bar,/-1(*)/01(*)/14(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Rear Spray Bar | Rear Spray Bar
60230,"The Rear Spray Bar (RSB) is used to disperse fluid from the back of a truck or trailer. The RSB is approximately 8' long overall and will spray in a pattern that is approximately 16' wide. The brackets are equipped with 1"" diameter clevis pins to fasten the RSB brackets to the rear clevis fixtures on the truck or the trailer. When mounted on the back of a truck, the RSB can be fed by a single 1"" diameter Orange Banded hose. However, when the RSB is mounted to the back of a trailer, both Orange Banded hoses must be connected using a 1"" male-male adapter in order to reach the Power Unit. The central nozzles on the RSB point downward (near vertical) and the outer nozzles point outward from the sides. There is a bolt on the bottom of each of the two RSB brackets that the operator can use to adjust the angle of the RSB. This should be done to ensure the nozzles are pointing downward as much as possible.",71548,Rear Spray Bar,/-1(*)/01(*)/14(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Rear Spray Bar | Rear Spray Bar
60230,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71548,Rear Spray Bar,/-1(*)/01(*)/14(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Rear Spray Bar | Rear Spray Bar
60231,De-Icer Kit and Accessory Box,71550,De-Icer Kit/Accessory Box,/-1(*)/01(*)/15(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | De-Icer Kit/Accessory Box | De-Icer Kit/Accessory Box
60231,HIGH MOBILITY DECONTAMINATION SYSTEM,71550,De-Icer Kit/Accessory Box,/-1(*)/01(*)/15(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | De-Icer Kit/Accessory Box | De-Icer Kit/Accessory Box
60231,"The De-Icer Kit is used to thaw or prevent freezing of water in the system tank(s) while operating in cold environments.  The De-Icer Kit contains the following parts: an Inverter a NATO slave power cord (permanently attached)an extension cord four (4) De-Icers  1-2 De-Icers should be used per tank. The inverter is powered from the vehicle?s 24-28 VDC NATO slave connector, but can be powered by exterior power sources, as well. The De-Icer Kit is stored within the Accessory Box, which also holds the nozzles, adapters, and other small parts.",71550,De-Icer Kit/Accessory Box,/-1(*)/01(*)/15(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | De-Icer Kit/Accessory Box | De-Icer Kit/Accessory Box
60231,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71550,De-Icer Kit/Accessory Box,/-1(*)/01(*)/15(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | De-Icer Kit/Accessory Box | De-Icer Kit/Accessory Box
60269,Cab and Tailgate Magnets,71601,Cab and Tailgate Magnets,/-1(*)/01(*)/16(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Cab and Tailgate Magnets | Cab and Tailgate Magnets
60269,HIGH MOBILITY DECONTAMINATION SYSTEM,71601,Cab and Tailgate Magnets,/-1(*)/01(*)/16(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Cab and Tailgate Magnets | Cab and Tailgate Magnets
60269,"The truck Cab Magnets can be used to keep the hoses secure over the cab of the truck and off of the windshield.  The Tailgate Magnets keep the hoses from sagging and provide additional support.  Both sets of magnets are rated at 50 lbs. each. Connection clamps, zip-ties, or 550 parachute cord can be used to attach the hose to the magnet. You can also use plastic coiled hose protectors to aid in protecting the hoses where they bend over the truck cab or tailgate.",71601,Cab and Tailgate Magnets,/-1(*)/01(*)/16(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Cab and Tailgate Magnets | Cab and Tailgate Magnets
60269,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71601,Cab and Tailgate Magnets,/-1(*)/01(*)/16(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Cab and Tailgate Magnets | Cab and Tailgate Magnets
60232,Fuel Container and Gauge,71552,Fuel Container and Gauge,/-1(*)/01(*)/17(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Fuel Container and Gauge | Fuel Container and Gauge
60232,HIGH MOBILITY DECONTAMINATION SYSTEM,71552,Fuel Container and Gauge,/-1(*)/01(*)/17(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Fuel Container and Gauge | Fuel Container and Gauge
60232,"The HMDS Power Unit uses a 5-gallon ?jerry? can Fuel Container. It is seated in a holder on the side of the Power Unit and must be secured by the strap before system operation and/or transport.  The fuel container also uses a fuel line/cap that includes a fuel level indicator. ?F? denotes full, ?E? denotes empty. There is a check valve at the bottom of the siphon tube on the fuel cap system. It will help reduce the loss of fuel prime to the engine, making startups after storage or transportation easier. WARNING!Avoid allowing the fuel level to fall below ? tank. The Power Unit will shut down without fuel, which may cause damage to the fuel system. Running the fuel rail or filters dry will eventually damage the fuel pump and fuel injectors. WARNING!Always secure the fuel container with straps before system operation and/or transport.",71552,Fuel Container and Gauge,/-1(*)/01(*)/17(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Fuel Container and Gauge | Fuel Container and Gauge
60232,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71552,Fuel Container and Gauge,/-1(*)/01(*)/17(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Fuel Container and Gauge | Fuel Container and Gauge
60434,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71886,Checks on Learning,/-1(*)/01(*)/18(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Checks on Learning
60434,Checks on Learning,71886,Checks on Learning,/-1(*)/01(*)/18(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Checks on Learning
60434,HIGH MOBILITY DECONTAMINATION SYSTEM,71886,Checks on Learning,/-1(*)/01(*)/18(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Checks on Learning
60434,The following questions will test what you?ve learned during this module.  Please answer all questions to the best of your ability.,71886,Checks on Learning,/-1(*)/01(*)/18(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Checks on Learning
60434,"Each question provides feedback regardless of a correct or incorrect answer. In addition, incorrect answers provide direct access to the appropriate instruction for review.     After reviewing the material to return to the Checks on Learning question, simply click on the Return to Checks on Learning Button provided in the top right corner of the page.",71886,Checks on Learning,/-1(*)/01(*)/18(*)/00(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Checks on Learning
59954,Checks on Learning,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,HIGH MOBILITY DECONTAMINATION SYSTEM,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,What does the acronym ?HMDS? stand for?,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,The Heavy Military Decontamination System,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,Question: 1 of 5,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,The High Mobility Decontamination System,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,The High Mobility Deterioration System,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,The Heavy Motor Demolition System,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,INCORRECT,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,CORRECT,71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,"The High Mobility Decontamination System (HMDS) is a modular, diesel-driven system specifically designed for rapid, mobile decontamination missions for terrain and military equipment.",71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
59954,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71135,Question 1 of 5,/-1(*)/01(*)/18(*)/01(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 1 of 5
60439,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,Checks on Learning,71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,HIGH MOBILITY DECONTAMINATION SYSTEM,71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,The three major components of the Monitor are:,71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,"The Monitor head, a ?haloed? stanchion, and a wired Remote-Control Box",71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,Question: 2 of 5,71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,"The Monitor track, a ?haloed? starter, and a wired Remote-Control Box",71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,"The Remote Monitor, the White Banded Hose, and the Pump Control valve",71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,"A NATO slave power cord, an inverter, and an extension cord",71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,INCORRECT,71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,CORRECT,71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60439,"The Monitor is comprised of three major components: the Monitor head, a ?haloed? Stanchion to protect the Monitor head, and a wired Remote-Control Box.",71891,Question 2 of 5,/-1(*)/01(*)/18(*)/02(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 2 of 5
60440,Checks on Learning,71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,HIGH MOBILITY DECONTAMINATION SYSTEM,71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,Which of the following substances is NOT commonly deployed by the HMDS?,71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,Question: 3 of 5,71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,Calcium hypochlorite (HTH),71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,Chlorine,71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,Super Tropical Bleach (STB),71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,INCORRECT,71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,CORRECT,71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,Common decontamination solutions deployed by the HMDS include: WaterCalcium hypochlorite (HTH)Joint General Purpose Decontaminate for Hardened Military Equipment (JGPD-HME)Super Tropical Bleach (STB),71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60440,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71892,Question 3 of 5,/-1(*)/01(*)/18(*)/03(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 3 of 5
60441,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,Checks on Learning,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,HIGH MOBILITY DECONTAMINATION SYSTEM,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,The Agitator cannot be used while using which two functions?,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,Drafting or using Discharge Port #1,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,Question: 1 of 1,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,Using the Monitor or the Front Spray Bar,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,Using the Front Spray Bar or Rear Spray Bar,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,Drafting or using Discharge Port #2,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,INCORRECT,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,CORRECT,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60441,The Agitator cannot be used while drafting or discharging a tank via Discharge Port #1.,71893,Question 4 of 5,/-1(*)/01(*)/18(*)/04(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 4 of 5
60442,Checks on Learning,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,HIGH MOBILITY DECONTAMINATION SYSTEM,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,"While operating the HMDS in a cold environment, what should you do to prevent the tank contents from freezing?",71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,Set the truck?s heat to the highest setting.,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,Question: 5 of 5,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,Drive very slowly.,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,Only transport materials with a very low freezing point.,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,Use the De-Icer kit,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,INCORRECT,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,CORRECT,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60442,The De-Icer Kit is used to thaw or prevent freezing of water in the system tank(s) while operating in cold environments.,71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60444,Pump Control valve,71896,Question 3 of 5,/-1(*)/02(*)/10(*)/02(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | Checks on Learning | Question 3 of 5
60442,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71894,Question 5 of 5,/-1(*)/01(*)/18(*)/05(*),High Mobility Decontamination System (HMDS) | System Overview | Checks on Learning | Question 5 of 5
60270,SYSTEM SETUP and PMCS,71603,System Setup and PMCS Overview,/-1(*)/02(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Overview
60270,HIGH MOBILITY DECONTAMINATION SYSTEM,71603,System Setup and PMCS Overview,/-1(*)/02(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Overview
60270,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71603,System Setup and PMCS Overview,/-1(*)/02(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Overview
60271,System Setup and PMCS Objectives,71604,System Setup and PMCS Objectives,/-1(*)/02(*)/01(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Objectives | System Setup and PMCS Objectives
60271,HIGH MOBILITY DECONTAMINATION SYSTEM,71604,System Setup and PMCS Objectives,/-1(*)/02(*)/01(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Objectives | System Setup and PMCS Objectives
60271,By the end of this lesson you will be able to:,71604,System Setup and PMCS Objectives,/-1(*)/02(*)/01(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Objectives | System Setup and PMCS Objectives
60271,Explain the setup of the following HMDS components:TanksPower UnitSpray BarsMonitor/StanchionRemote-Control Box Explain the proper PMCS for the following HMDS components:TanksEngineCompressorFuel & Fuel Supply FittingsBattery,71604,System Setup and PMCS Objectives,/-1(*)/02(*)/01(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Objectives | System Setup and PMCS Objectives
60271,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71604,System Setup and PMCS Objectives,/-1(*)/02(*)/01(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Objectives | System Setup and PMCS Objectives
60272,System Setup and PMCS Warnings,71606,System Setup and PMCS Warnings ,/-1(*)/02(*)/02(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Warnings  | System Setup and PMCS Warnings 
60272,HIGH MOBILITY DECONTAMINATION SYSTEM,71606,System Setup and PMCS Warnings ,/-1(*)/02(*)/02(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Warnings  | System Setup and PMCS Warnings 
60272,"WARNING!NEVER lift, load, or unload the HMDS while there is liquid in the tanks. The weight of the liquid could damage the tank or destabilize the forklift, resulting in severe injury to the forklift operator. Properly drain all liquid from the tanks prior to commencing loading/unloading operations. WARNING! NEVER stand under or place any body part beneath the tanks or Power Unit during lifting, loading, or unloading procedures. Using the proper forklift is the ONLY recommended manner of loading and unloading the Power Unit. WARNING!NEVER lift, load, or unload the Power Unit or tanks overhead! Doing so may result in injury or death! CAUTION!Failure to add appropriate fluids prior to starting the HMDS WILL result in system damage.",71606,System Setup and PMCS Warnings ,/-1(*)/02(*)/02(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Warnings  | System Setup and PMCS Warnings 
60272,"DISTRIBUTION STATEMENT F:   Further dissemination only as directed by Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Protection (23 February 2021) or higher DoD authority.",71606,System Setup and PMCS Warnings ,/-1(*)/02(*)/02(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | System Setup and PMCS Warnings  | System Setup and PMCS Warnings 
60273,Tank Installation,71608,Tank Installation,/-1(*)/02(*)/04(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | Tank Installation | Tank Installation
60273,HIGH MOBILITY DECONTAMINATION SYSTEM,71608,Tank Installation,/-1(*)/02(*)/04(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | Tank Installation | Tank Installation
60273,"Secure the tank to the bed of the truck or trailer in the following manner. Refer to the diagram for the authorized tie down procedure. Three (3) 10,000 lb. cargo tie-down ratchet straps are used on the tank and passed over the tank at the guides, welded to the top of the tank.  The guides correspond to D-Rings on the truck/trailer bed.  The tank?s notched front lip must be butted up against the front wall of the truck/trailer bed; the lip prevents the tank from shifting forward in a sudden braking event.   Attach the free, hooked end of the strap on the driver?s side and run the straps over the guides and under the storage basket to secure. Attach the ratchet end of the strap on the passenger side of the vehicle or trailer.  Check each strap for tightness as part of the system's daily PMCS.   WARNING! Always follow the manufacturer?s instructions on how to securely restrain all HMDS components to the transport platform before transportation of any kind. Failure to do so may result in damage to equipment, injury, or death!",71608,Tank Installation,/-1(*)/02(*)/04(*)/00(*),High Mobility Decontamination System (HMDS) | System Setup and PMCS | Tank Installation | Tank Installation
