word,line,page,elo,tlo,type,content
4,0,2,11,1,Page,used
5,0,2,11,1,Page,to
6,0,2,11,1,Page,feed
7,0,2,11,1,Page,the
8,0,2,11,1,Page,Agitator
9,0,2,11,1,Page,on
10,0,2,11,1,Page,the
11,0,2,11,1,Page,main
12,0,2,11,1,Page,(truck)
13,0,2,11,1,Page,tank.
14,0,2,11,1,Page,It
15,0,2,11,1,Page,is
16,0,2,11,1,Page,8'
17,0,2,11,1,Page,"long,"
18,0,2,11,1,Page,has
19,0,2,11,1,Page,a
20,0,2,11,1,Page,"1"""
21,0,2,11,1,Page,"diameter,"
22,0,2,11,1,Page,and
23,0,2,11,1,Page,is
24,0,2,11,1,Page,marked
25,0,2,11,1,Page,with
26,0,2,11,1,Page,a
27,0,2,11,1,Page,Yellow
28,0,2,11,1,Page,Band.
29,0,2,11,1,Page,The
30,0,2,11,1,Page,Agitator-Trailer
31,0,2,11,1,Page,hose
32,0,2,11,1,Page,is
33,0,2,11,1,Page,used
34,0,2,11,1,Page,to
35,0,2,11,1,Page,reach
36,0,2,11,1,Page,the
37,0,2,11,1,Page,trailer
38,0,2,11,1,Page,tank.
39,0,2,11,1,Page,It
40,0,2,11,1,Page,is
41,0,2,11,1,Page,35'
42,0,2,11,1,Page,"long,"
43,0,2,11,1,Page,has
44,0,2,11,1,Page,a
45,0,2,11,1,Page,"1"""
46,0,2,11,1,Page,"diameter,"
47,0,2,11,1,Page,and
48,0,2,11,1,Page,is
49,0,2,11,1,Page,marked
50,0,2,11,1,Page,with
51,0,2,11,1,Page,a
52,0,2,11,1,Page,Double
53,0,2,11,1,Page,Yellow
54,0,2,11,1,Page,Band.
55,0,2,11,1,Page,The
56,0,2,11,1,Page,Instalock
57,0,2,11,1,Page,connectors
58,0,2,11,1,Page,on
59,0,2,11,1,Page,these
60,0,2,11,1,Page,hoses
61,0,2,11,1,Page,require
62,0,2,11,1,Page,two
63,0,2,11,1,Page,hands
64,0,2,11,1,Page,to
65,0,2,11,1,Page,attach
66,0,2,11,1,Page,and
67,0,2,11,1,Page,detach.
0,1,2,11,1,Page,HIGH
1,1,2,11,1,Page,MOBILITY
2,1,2,11,1,Page,DECONTAMINATION
3,1,2,11,1,Page,SYSTEM
0,2,2,11,1,Page,Agitator
1,2,2,11,1,Page,(Yellow
2,2,2,11,1,Page,Band)
3,2,2,11,1,Page,and
4,2,2,11,1,Page,Agitator-Trailer
5,2,2,11,1,Page,(Double
6,2,2,11,1,Page,Yellow
7,2,2,11,1,Page,Band)
8,2,2,11,1,Page,Hoses
0,3,2,11,1,Page,DISTRIBUTION
1,3,2,11,1,Page,STATEMENT
2,3,2,11,1,Page,F:
3,3,2,11,1,Page,Further
4,3,2,11,1,Page,dissemination
5,3,2,11,1,Page,only
6,3,2,11,1,Page,as
7,3,2,11,1,Page,directed
8,3,2,11,1,Page,by
9,3,2,11,1,Page,Joint
10,3,2,11,1,Page,Project
11,3,2,11,1,Page,Manager
12,3,2,11,1,Page,for
13,3,2,11,1,Page,"Chemical,"
14,3,2,11,1,Page,"Biological,"
15,3,2,11,1,Page,"Radiological,"
16,3,2,11,1,Page,and
17,3,2,11,1,Page,Nuclear
18,3,2,11,1,Page,Protection
19,3,2,11,1,Page,(23
20,3,2,11,1,Page,February
21,3,2,11,1,Page,2021)
22,3,2,11,1,Page,or
23,3,2,11,1,Page,higher
24,3,2,11,1,Page,DoD
25,3,2,11,1,Page,authority.
0,0,3,11,1,Page,HIGH
1,0,3,11,1,Page,MOBILITY
2,0,3,11,1,Page,DECONTAMINATION
3,0,3,11,1,Page,SYSTEM
0,1,3,11,1,Page,The
1,1,3,11,1,Page,Discharge
2,1,3,11,1,Page,hoses
3,1,3,11,1,Page,and
4,1,3,11,1,Page,Short
5,1,3,11,1,Page,Discharge
6,1,3,11,1,Page,hoses
7,1,3,11,1,Page,are
8,1,3,11,1,Page,used
9,1,3,11,1,Page,to
10,1,3,11,1,Page,disperse
11,1,3,11,1,Page,fluid
12,1,3,11,1,Page,with
13,1,3,11,1,Page,D-Bale
14,1,3,11,1,Page,handles
15,1,3,11,1,Page,(guns)
16,1,3,11,1,Page,and
17,1,3,11,1,Page,other
18,1,3,11,1,Page,nozzles
19,1,3,11,1,Page,stored
20,1,3,11,1,Page,in
21,1,3,11,1,Page,the
22,1,3,11,1,Page,Accessory
23,1,3,11,1,Page,Box.
24,1,3,11,1,Page,The
25,1,3,11,1,Page,two
26,1,3,11,1,Page,main
27,1,3,11,1,Page,Discharge
28,1,3,11,1,Page,hoses
29,1,3,11,1,Page,are
30,1,3,11,1,Page,50'
31,1,3,11,1,Page,"long,"
32,1,3,11,1,Page,have
33,1,3,11,1,Page,a
34,1,3,11,1,Page,"1.5"""
35,1,3,11,1,Page,"diameter,"
36,1,3,11,1,Page,and
37,1,3,11,1,Page,are
38,1,3,11,1,Page,marked
39,1,3,11,1,Page,with
40,1,3,11,1,Page,a
41,1,3,11,1,Page,single
42,1,3,11,1,Page,Red
43,1,3,11,1,Page,Band.
44,1,3,11,1,Page,Using
45,1,3,11,1,Page,a
46,1,3,11,1,Page,male-male
47,1,3,11,1,Page,"adapter,"
48,1,3,11,1,Page,they
49,1,3,11,1,Page,can
50,1,3,11,1,Page,be
51,1,3,11,1,Page,connected
52,1,3,11,1,Page,together
53,1,3,11,1,Page,to
54,1,3,11,1,Page,provide
55,1,3,11,1,Page,a
56,1,3,11,1,Page,longer
57,1,3,11,1,Page,reach.
58,1,3,11,1,Page,The
59,1,3,11,1,Page,two
60,1,3,11,1,Page,Short
61,1,3,11,1,Page,Discharge
62,1,3,11,1,Page,hoses
63,1,3,11,1,Page,are
64,1,3,11,1,Page,12'
65,1,3,11,1,Page,"long,"
66,1,3,11,1,Page,have
67,1,3,11,1,Page,a
68,1,3,11,1,Page,"1.5"""
69,1,3,11,1,Page,"diameter,"
70,1,3,11,1,Page,and
71,1,3,11,1,Page,are
72,1,3,11,1,Page,marked
73,1,3,11,1,Page,with
74,1,3,11,1,Page,Double
75,1,3,11,1,Page,Red
76,1,3,11,1,Page,Bands.
77,1,3,11,1,Page,They
78,1,3,11,1,Page,are
79,1,3,11,1,Page,used
80,1,3,11,1,Page,to
81,1,3,11,1,Page,connect
82,1,3,11,1,Page,the
83,1,3,11,1,Page,D-Bale
84,1,3,11,1,Page,handles
85,1,3,11,1,Page,or
86,1,3,11,1,Page,the
87,1,3,11,1,Page,Hopper/Blender
88,1,3,11,1,Page,to
89,1,3,11,1,Page,the
90,1,3,11,1,Page,main
91,1,3,11,1,Page,(truck)
92,1,3,11,1,Page,tank.
93,1,3,11,1,Page,These
94,1,3,11,1,Page,hoses
95,1,3,11,1,Page,can
96,1,3,11,1,Page,also
97,1,3,11,1,Page,be
98,1,3,11,1,Page,used
99,1,3,11,1,Page,to
100,1,3,11,1,Page,discharge
101,1,3,11,1,Page,fluid
102,1,3,11,1,Page,from
103,1,3,11,1,Page,the
104,1,3,11,1,Page,back
105,1,3,11,1,Page,of
106,1,3,11,1,Page,the
107,1,3,11,1,Page,Power
108,1,3,11,1,Page,Unit
109,1,3,11,1,Page,to
110,1,3,11,1,Page,a
111,1,3,11,1,Page,dump
112,1,3,11,1,Page,tank
113,1,3,11,1,Page,on
114,1,3,11,1,Page,the
115,1,3,11,1,Page,ground.
0,2,3,11,1,Page,Discharge
1,2,3,11,1,Page,1&2
2,2,3,11,1,Page,(Red
3,2,3,11,1,Page,Bands)
4,2,3,11,1,Page,and
5,2,3,11,1,Page,Short
6,2,3,11,1,Page,Discharge
7,2,3,11,1,Page,3&4
8,2,3,11,1,Page,(Double
9,2,3,11,1,Page,Red
10,2,3,11,1,Page,Bands)
11,2,3,11,1,Page,Hoses
0,3,3,11,1,Page,DISTRIBUTION
1,3,3,11,1,Page,STATEMENT
2,3,3,11,1,Page,F:
3,3,3,11,1,Page,Further
4,3,3,11,1,Page,dissemination
5,3,3,11,1,Page,only
6,3,3,11,1,Page,as
7,3,3,11,1,Page,directed
8,3,3,11,1,Page,by
9,3,3,11,1,Page,Joint
10,3,3,11,1,Page,Project
11,3,3,11,1,Page,Manager
12,3,3,11,1,Page,for
13,3,3,11,1,Page,"Chemical,"
14,3,3,11,1,Page,"Biological,"
15,3,3,11,1,Page,"Radiological,"
16,3,3,11,1,Page,and
17,3,3,11,1,Page,Nuclear
18,3,3,11,1,Page,Protection
19,3,3,11,1,Page,(23
20,3,3,11,1,Page,February
21,3,3,11,1,Page,2021)
22,3,3,11,1,Page,or
23,3,3,11,1,Page,higher
24,3,3,11,1,Page,DoD
25,3,3,11,1,Page,authority.
0,0,4,11,1,Page,The
1,0,4,11,1,Page,Vertical
2,0,4,11,1,Page,Draft
3,0,4,11,1,Page,hose
4,0,4,11,1,Page,is
5,0,4,11,1,Page,used
6,0,4,11,1,Page,to
7,0,4,11,1,Page,draft
8,0,4,11,1,Page,water
9,0,4,11,1,Page,vertically
10,0,4,11,1,Page,(from
11,0,4,11,1,Page,a
12,0,4,11,1,Page,"stream,"
13,0,4,11,1,Page,"pond,"
14,0,4,11,1,Page,"ocean,"
15,0,4,11,1,Page,or
16,0,4,11,1,Page,a
17,0,4,11,1,Page,tank
18,0,4,11,1,Page,on
19,0,4,11,1,Page,the
20,0,4,11,1,Page,ground)
21,0,4,11,1,Page,into
22,0,4,11,1,Page,the
23,0,4,11,1,Page,truck
24,0,4,11,1,Page,and/or
25,0,4,11,1,Page,trailer
26,0,4,11,1,Page,tank.
27,0,4,11,1,Page,It
28,0,4,11,1,Page,is
29,0,4,11,1,Page,20'
30,0,4,11,1,Page,"long,"
31,0,4,11,1,Page,has
32,0,4,11,1,Page,a
33,0,4,11,1,Page,"1"""
34,0,4,11,1,Page,"diameter,"
35,0,4,11,1,Page,is
36,0,4,11,1,Page,fitted
37,0,4,11,1,Page,with
38,0,4,11,1,Page,"1.5"""
39,0,4,11,1,Page,male
40,0,4,11,1,Page,fittings
41,0,4,11,1,Page,on
42,0,4,11,1,Page,both
43,0,4,11,1,Page,"ends,"
44,0,4,11,1,Page,and
45,0,4,11,1,Page,is
46,0,4,11,1,Page,marked
47,0,4,11,1,Page,with
48,0,4,11,1,Page,a
49,0,4,11,1,Page,single
50,0,4,11,1,Page,Blue
51,0,4,11,1,Page,Band.
52,0,4,11,1,Page,This
53,0,4,11,1,Page,hose
54,0,4,11,1,Page,attaches
55,0,4,11,1,Page,to
56,0,4,11,1,Page,the
57,0,4,11,1,Page,Draft
58,0,4,11,1,Page,Input
59,0,4,11,1,Page,port
60,0,4,11,1,Page,on
61,0,4,11,1,Page,the
62,0,4,11,1,Page,front
63,0,4,11,1,Page,of
64,0,4,11,1,Page,the
65,0,4,11,1,Page,Power
66,0,4,11,1,Page,Unit.
67,0,4,11,1,Page,The
68,0,4,11,1,Page,Horizontal
69,0,4,11,1,Page,Draft
70,0,4,11,1,Page,hose
71,0,4,11,1,Page,is
72,0,4,11,1,Page,meant
73,0,4,11,1,Page,to
74,0,4,11,1,Page,draft
75,0,4,11,1,Page,water
76,0,4,11,1,Page,from
77,0,4,11,1,Page,a
78,0,4,11,1,Page,water
79,0,4,11,1,Page,source
80,0,4,11,1,Page,on
81,0,4,11,1,Page,the
82,0,4,11,1,Page,same
83,0,4,11,1,Page,level
84,0,4,11,1,Page,as
85,0,4,11,1,Page,the
86,0,4,11,1,Page,recipient
87,0,4,11,1,Page,tank.
88,0,4,11,1,Page,It
89,0,4,11,1,Page,is
90,0,4,11,1,Page,60'
91,0,4,11,1,Page,"long,"
92,0,4,11,1,Page,has
93,0,4,11,1,Page,a
94,0,4,11,1,Page,"1"""
95,0,4,11,1,Page,"diameter,"
96,0,4,11,1,Page,is
97,0,4,11,1,Page,fitted
98,0,4,11,1,Page,with
99,0,4,11,1,Page,"1.5"""
100,0,4,11,1,Page,male
101,0,4,11,1,Page,fittings
102,0,4,11,1,Page,on
103,0,4,11,1,Page,both
104,0,4,11,1,Page,"ends,"
105,0,4,11,1,Page,and
106,0,4,11,1,Page,is
107,0,4,11,1,Page,marked
108,0,4,11,1,Page,with
109,0,4,11,1,Page,Double
110,0,4,11,1,Page,Blue
111,0,4,11,1,Page,Bands.
112,0,4,11,1,Page,ALWAYS
113,0,4,11,1,Page,use
114,0,4,11,1,Page,the
115,0,4,11,1,Page,Filter
116,0,4,11,1,Page,Basket
117,0,4,11,1,Page,when
118,0,4,11,1,Page,drafting
119,0,4,11,1,Page,to
120,0,4,11,1,Page,reduce
121,0,4,11,1,Page,the
122,0,4,11,1,Page,risk
123,0,4,11,1,Page,of
124,0,4,11,1,Page,foreign
125,0,4,11,1,Page,objects
126,0,4,11,1,Page,getting
127,0,4,11,1,Page,lodged
128,0,4,11,1,Page,in
129,0,4,11,1,Page,the
130,0,4,11,1,Page,Power
131,0,4,11,1,Page,Unit
132,0,4,11,1,Page,or
133,0,4,11,1,Page,the
134,0,4,11,1,Page,tank(s).
0,1,4,11,1,Page,HIGH
1,1,4,11,1,Page,MOBILITY
2,1,4,11,1,Page,DECONTAMINATION
3,1,4,11,1,Page,SYSTEM
0,2,4,11,1,Page,DISTRIBUTION
1,2,4,11,1,Page,STATEMENT
2,2,4,11,1,Page,F:
3,2,4,11,1,Page,Further
4,2,4,11,1,Page,dissemination
5,2,4,11,1,Page,only
6,2,4,11,1,Page,as
7,2,4,11,1,Page,directed
8,2,4,11,1,Page,by
9,2,4,11,1,Page,Joint
10,2,4,11,1,Page,Project
11,2,4,11,1,Page,Manager
12,2,4,11,1,Page,for
13,2,4,11,1,Page,"Chemical,"
14,2,4,11,1,Page,"Biological,"
15,2,4,11,1,Page,"Radiological,"
16,2,4,11,1,Page,and
17,2,4,11,1,Page,Nuclear
18,2,4,11,1,Page,Protection
19,2,4,11,1,Page,(23
20,2,4,11,1,Page,February
21,2,4,11,1,Page,2021)
22,2,4,11,1,Page,or
23,2,4,11,1,Page,higher
24,2,4,11,1,Page,DoD
25,2,4,11,1,Page,authority.
0,3,4,11,1,Page,Vertical
1,3,4,11,1,Page,Draft
2,3,4,11,1,Page,(Blue
3,3,4,11,1,Page,Band)
4,3,4,11,1,Page,and
5,3,4,11,1,Page,Horizontal
6,3,4,11,1,Page,Draft
7,3,4,11,1,Page,(Double
8,3,4,11,1,Page,Blue
9,3,4,11,1,Page,Band)
10,3,4,11,1,Page,Hoses
0,0,5,11,1,Page,The
1,0,5,11,1,Page,Hopper/Blender
2,0,5,11,1,Page,hose
3,0,5,11,1,Page,is
4,0,5,11,1,Page,used
5,0,5,11,1,Page,to
6,0,5,11,1,Page,connect
7,0,5,11,1,Page,the
8,0,5,11,1,Page,Power
9,0,5,11,1,Page,Unit
10,0,5,11,1,Page,to
11,0,5,11,1,Page,a
12,0,5,11,1,Page,tank
13,0,5,11,1,Page,that
14,0,5,11,1,Page,is
15,0,5,11,1,Page,mounted
16,0,5,11,1,Page,on
17,0,5,11,1,Page,the
18,0,5,11,1,Page,trailer
19,0,5,11,1,Page,or
20,0,5,11,1,Page,on
21,0,5,11,1,Page,the
22,0,5,11,1,Page,ground.
23,0,5,11,1,Page,It
24,0,5,11,1,Page,is
25,0,5,11,1,Page,35'
26,0,5,11,1,Page,"long,"
27,0,5,11,1,Page,has
28,0,5,11,1,Page,a
29,0,5,11,1,Page,"1.5"""
30,0,5,11,1,Page,"diameter,"
31,0,5,11,1,Page,is
32,0,5,11,1,Page,made
33,0,5,11,1,Page,of
34,0,5,11,1,Page,Red
35,0,5,11,1,Page,Booster
36,0,5,11,1,Page,Hose
37,0,5,11,1,Page,"material,"
38,0,5,11,1,Page,and
39,0,5,11,1,Page,is
40,0,5,11,1,Page,marked
41,0,5,11,1,Page,with
42,0,5,11,1,Page,a
43,0,5,11,1,Page,White
44,0,5,11,1,Page,Band.
45,0,5,11,1,Page,It
46,0,5,11,1,Page,also
47,0,5,11,1,Page,has
48,0,5,11,1,Page,EZLink
49,0,5,11,1,Page,connectors
50,0,5,11,1,Page,for
51,0,5,11,1,Page,"quick,"
52,0,5,11,1,Page,one-handed
53,0,5,11,1,Page,connection
54,0,5,11,1,Page,and
55,0,5,11,1,Page,removal.
56,0,5,11,1,Page,This
57,0,5,11,1,Page,hose
58,0,5,11,1,Page,attaches
59,0,5,11,1,Page,via
60,0,5,11,1,Page,the
61,0,5,11,1,Page,Hopper/Blender
62,0,5,11,1,Page,on
63,0,5,11,1,Page,the
64,0,5,11,1,Page,tank
65,0,5,11,1,Page,or
66,0,5,11,1,Page,can
67,0,5,11,1,Page,be
68,0,5,11,1,Page,used
69,0,5,11,1,Page,to
70,0,5,11,1,Page,fill
71,0,5,11,1,Page,the
72,0,5,11,1,Page,tank
73,0,5,11,1,Page,from
74,0,5,11,1,Page,the
75,0,5,11,1,Page,bottom
76,0,5,11,1,Page,at
77,0,5,11,1,Page,the
78,0,5,11,1,Page,Tank
79,0,5,11,1,Page,Main
80,0,5,11,1,Page,Drain.
81,0,5,11,1,Page,It
82,0,5,11,1,Page,can
83,0,5,11,1,Page,also
84,0,5,11,1,Page,be
85,0,5,11,1,Page,used
86,0,5,11,1,Page,as
87,0,5,11,1,Page,an
88,0,5,11,1,Page,intermediate
89,0,5,11,1,Page,length
90,0,5,11,1,Page,discharge
91,0,5,11,1,Page,hose.
0,1,5,11,1,Page,HIGH
1,1,5,11,1,Page,MOBILITY
2,1,5,11,1,Page,DECONTAMINATION
3,1,5,11,1,Page,SYSTEM
0,2,5,11,1,Page,Hopper/Blender
1,2,5,11,1,Page,Hose
2,2,5,11,1,Page,(White
3,2,5,11,1,Page,Band)
0,3,5,11,1,Page,DISTRIBUTION
1,3,5,11,1,Page,STATEMENT
2,3,5,11,1,Page,F:
3,3,5,11,1,Page,Further
4,3,5,11,1,Page,dissemination
5,3,5,11,1,Page,only
6,3,5,11,1,Page,as
7,3,5,11,1,Page,directed
8,3,5,11,1,Page,by
9,3,5,11,1,Page,Joint
10,3,5,11,1,Page,Project
11,3,5,11,1,Page,Manager
12,3,5,11,1,Page,for
13,3,5,11,1,Page,"Chemical,"
14,3,5,11,1,Page,"Biological,"
15,3,5,11,1,Page,"Radiological,"
16,3,5,11,1,Page,and
17,3,5,11,1,Page,Nuclear
18,3,5,11,1,Page,Protection
19,3,5,11,1,Page,(23
20,3,5,11,1,Page,February
21,3,5,11,1,Page,2021)
22,3,5,11,1,Page,or
23,3,5,11,1,Page,higher
24,3,5,11,1,Page,DoD
25,3,5,11,1,Page,authority.
0,0,6,11,1,Page,HIGH
1,0,6,11,1,Page,MOBILITY
2,0,6,11,1,Page,DECONTAMINATION
3,0,6,11,1,Page,SYSTEM
0,1,6,11,1,Page,The
1,1,6,11,1,Page,Monitor
2,1,6,11,1,Page,hose
3,1,6,11,1,Page,is
4,1,6,11,1,Page,used
5,1,6,11,1,Page,to
6,1,6,11,1,Page,connect
7,1,6,11,1,Page,the
8,1,6,11,1,Page,Power
9,1,6,11,1,Page,Unit
10,1,6,11,1,Page,to
11,1,6,11,1,Page,the
12,1,6,11,1,Page,Monitor
13,1,6,11,1,Page,(water
14,1,6,11,1,Page,cannon)
15,1,6,11,1,Page,that
16,1,6,11,1,Page,is
17,1,6,11,1,Page,mounted
18,1,6,11,1,Page,in
19,1,6,11,1,Page,the
20,1,6,11,1,Page,forward
21,1,6,11,1,Page,corner
22,1,6,11,1,Page,of
23,1,6,11,1,Page,the
24,1,6,11,1,Page,truck.
25,1,6,11,1,Page,It
26,1,6,11,1,Page,is
27,1,6,11,1,Page,17'
28,1,6,11,1,Page,"long,"
29,1,6,11,1,Page,has
30,1,6,11,1,Page,a
31,1,6,11,1,Page,"1.5"""
32,1,6,11,1,Page,"diameter,"
33,1,6,11,1,Page,is
34,1,6,11,1,Page,made
35,1,6,11,1,Page,of
36,1,6,11,1,Page,Red
37,1,6,11,1,Page,Booster
38,1,6,11,1,Page,Hose
39,1,6,11,1,Page,"material,"
40,1,6,11,1,Page,and
41,1,6,11,1,Page,is
42,1,6,11,1,Page,marked
43,1,6,11,1,Page,with
44,1,6,11,1,Page,a
45,1,6,11,1,Page,Purple
46,1,6,11,1,Page,Band.
47,1,6,11,1,Page,The
48,1,6,11,1,Page,Monitor
49,1,6,11,1,Page,hose
50,1,6,11,1,Page,attaches
51,1,6,11,1,Page,to
52,1,6,11,1,Page,the
53,1,6,11,1,Page,Monitor
54,1,6,11,1,Page,Discharge
55,1,6,11,1,Page,port
56,1,6,11,1,Page,on
57,1,6,11,1,Page,the
58,1,6,11,1,Page,rear
59,1,6,11,1,Page,of
60,1,6,11,1,Page,the
61,1,6,11,1,Page,Power
62,1,6,11,1,Page,Unit.
63,1,6,11,1,Page,It
64,1,6,11,1,Page,can
65,1,6,11,1,Page,also
66,1,6,11,1,Page,be
67,1,6,11,1,Page,attached
68,1,6,11,1,Page,to
69,1,6,11,1,Page,the
70,1,6,11,1,Page,Discharge
71,1,6,11,1,Page,"#1,"
72,1,6,11,1,Page,Discharge
73,1,6,11,1,Page,"#2,"
74,1,6,11,1,Page,or
75,1,6,11,1,Page,Draft
76,1,6,11,1,Page,Discharge
77,1,6,11,1,Page,ports
78,1,6,11,1,Page,to
79,1,6,11,1,Page,fill
80,1,6,11,1,Page,the
81,1,6,11,1,Page,tank(s).
82,1,6,11,1,Page,This
83,1,6,11,1,Page,hose
84,1,6,11,1,Page,uses
85,1,6,11,1,Page,EZLink
86,1,6,11,1,Page,connectors
87,1,6,11,1,Page,for
88,1,6,11,1,Page,"quick,"
89,1,6,11,1,Page,one-handed
90,1,6,11,1,Page,connection
91,1,6,11,1,Page,and
92,1,6,11,1,Page,removal.
93,1,6,11,1,Page,It
94,1,6,11,1,Page,can
95,1,6,11,1,Page,also
96,1,6,11,1,Page,be
97,1,6,11,1,Page,used
98,1,6,11,1,Page,as
99,1,6,11,1,Page,an
100,1,6,11,1,Page,intermediate
101,1,6,11,1,Page,length
102,1,6,11,1,Page,discharge
103,1,6,11,1,Page,hose
104,1,6,11,1,Page,or
105,1,6,11,1,Page,the
106,1,6,11,1,Page,mixing
107,1,6,11,1,Page,hose
108,1,6,11,1,Page,when
109,1,6,11,1,Page,attached
110,1,6,11,1,Page,to
111,1,6,11,1,Page,the
112,1,6,11,1,Page,Hopper/Blender
113,1,6,11,1,Page,on
114,1,6,11,1,Page,the
115,1,6,11,1,Page,truck
116,1,6,11,1,Page,tank.
0,2,6,11,1,Page,DISTRIBUTION
1,2,6,11,1,Page,STATEMENT
2,2,6,11,1,Page,F:
3,2,6,11,1,Page,Further
4,2,6,11,1,Page,dissemination
5,2,6,11,1,Page,only
6,2,6,11,1,Page,as
7,2,6,11,1,Page,directed
8,2,6,11,1,Page,by
9,2,6,11,1,Page,Joint
10,2,6,11,1,Page,Project
11,2,6,11,1,Page,Manager
12,2,6,11,1,Page,for
13,2,6,11,1,Page,"Chemical,"
14,2,6,11,1,Page,"Biological,"
15,2,6,11,1,Page,"Radiological,"
16,2,6,11,1,Page,and
17,2,6,11,1,Page,Nuclear
18,2,6,11,1,Page,Protection
19,2,6,11,1,Page,(23
20,2,6,11,1,Page,February
21,2,6,11,1,Page,2021)
22,2,6,11,1,Page,or
23,2,6,11,1,Page,higher
24,2,6,11,1,Page,DoD
25,2,6,11,1,Page,authority.
0,3,6,11,1,Page,Monitor
1,3,6,11,1,Page,Hose
2,3,6,11,1,Page,(Purple
3,3,6,11,1,Page,Band)
0,0,7,11,1,Page,The
1,0,7,11,1,Page,Front
2,0,7,11,1,Page,Spray
3,0,7,11,1,Page,Bar
4,0,7,11,1,Page,hose
5,0,7,11,1,Page,is
6,0,7,11,1,Page,used
7,0,7,11,1,Page,to
8,0,7,11,1,Page,connect
9,0,7,11,1,Page,the
10,0,7,11,1,Page,Front
11,0,7,11,1,Page,Spray
12,0,7,11,1,Page,Bar
13,0,7,11,1,Page,port
14,0,7,11,1,Page,on
15,0,7,11,1,Page,the
16,0,7,11,1,Page,Power
17,0,7,11,1,Page,Unit
18,0,7,11,1,Page,to
19,0,7,11,1,Page,the
20,0,7,11,1,Page,Front
21,0,7,11,1,Page,Spray
22,0,7,11,1,Page,Bar.
23,0,7,11,1,Page,It
24,0,7,11,1,Page,is
25,0,7,11,1,Page,25'
26,0,7,11,1,Page,"long,"
27,0,7,11,1,Page,has
28,0,7,11,1,Page,a
29,0,7,11,1,Page,"1"""
30,0,7,11,1,Page,"diameter,"
31,0,7,11,1,Page,is
32,0,7,11,1,Page,made
33,0,7,11,1,Page,of
34,0,7,11,1,Page,Red
35,0,7,11,1,Page,Booster
36,0,7,11,1,Page,Hose
37,0,7,11,1,Page,"material,"
38,0,7,11,1,Page,and
39,0,7,11,1,Page,is
40,0,7,11,1,Page,marked
41,0,7,11,1,Page,with
42,0,7,11,1,Page,a
43,0,7,11,1,Page,Green
44,0,7,11,1,Page,Band.
45,0,7,11,1,Page,The
46,0,7,11,1,Page,hose
47,0,7,11,1,Page,is
48,0,7,11,1,Page,routed
49,0,7,11,1,Page,over
50,0,7,11,1,Page,the
51,0,7,11,1,Page,cab
52,0,7,11,1,Page,of
53,0,7,11,1,Page,the
54,0,7,11,1,Page,truck
55,0,7,11,1,Page,and
56,0,7,11,1,Page,can
57,0,7,11,1,Page,be
58,0,7,11,1,Page,held
59,0,7,11,1,Page,in
60,0,7,11,1,Page,place
61,0,7,11,1,Page,with
62,0,7,11,1,Page,magnets
63,0,7,11,1,Page,that
64,0,7,11,1,Page,are
65,0,7,11,1,Page,stored
66,0,7,11,1,Page,in
67,0,7,11,1,Page,the
68,0,7,11,1,Page,Accessory
69,0,7,11,1,Page,Box
70,0,7,11,1,Page,of
71,0,7,11,1,Page,the
72,0,7,11,1,Page,De-Icer
73,0,7,11,1,Page,Kit.
74,0,7,11,1,Page,It
75,0,7,11,1,Page,can
76,0,7,11,1,Page,also
77,0,7,11,1,Page,be
78,0,7,11,1,Page,attached
79,0,7,11,1,Page,to
80,0,7,11,1,Page,the
81,0,7,11,1,Page,Agitator
82,0,7,11,1,Page,on
83,0,7,11,1,Page,the
84,0,7,11,1,Page,main
85,0,7,11,1,Page,(truck)
86,0,7,11,1,Page,tank.
87,0,7,11,1,Page,The
88,0,7,11,1,Page,Instalock
89,0,7,11,1,Page,connectors
90,0,7,11,1,Page,on
91,0,7,11,1,Page,these
92,0,7,11,1,Page,hoses
93,0,7,11,1,Page,require
94,0,7,11,1,Page,two
95,0,7,11,1,Page,hands
96,0,7,11,1,Page,to
97,0,7,11,1,Page,attach
98,0,7,11,1,Page,and
99,0,7,11,1,Page,detach.
0,1,7,11,1,Page,HIGH
1,1,7,11,1,Page,MOBILITY
2,1,7,11,1,Page,DECONTAMINATION
3,1,7,11,1,Page,SYSTEM
0,2,7,11,1,Page,Front
1,2,7,11,1,Page,Spray
2,2,7,11,1,Page,Bar
3,2,7,11,1,Page,Hose
4,2,7,11,1,Page,(Green
5,2,7,11,1,Page,Band)
0,3,7,11,1,Page,DISTRIBUTION
1,3,7,11,1,Page,STATEMENT
2,3,7,11,1,Page,F:
3,3,7,11,1,Page,Further
4,3,7,11,1,Page,dissemination
5,3,7,11,1,Page,only
6,3,7,11,1,Page,as
7,3,7,11,1,Page,directed
8,3,7,11,1,Page,by
9,3,7,11,1,Page,Joint
10,3,7,11,1,Page,Project
11,3,7,11,1,Page,Manager
12,3,7,11,1,Page,for
13,3,7,11,1,Page,"Chemical,"
14,3,7,11,1,Page,"Biological,"
15,3,7,11,1,Page,"Radiological,"
16,3,7,11,1,Page,and
17,3,7,11,1,Page,Nuclear
18,3,7,11,1,Page,Protection
19,3,7,11,1,Page,(23
20,3,7,11,1,Page,February
21,3,7,11,1,Page,2021)
22,3,7,11,1,Page,or
23,3,7,11,1,Page,higher
24,3,7,11,1,Page,DoD
25,3,7,11,1,Page,authority.
0,0,8,11,1,Page,HIGH
