PageID,TextDisplayValue
60220,"The stainless steel Hopper/Blender is used to aid in mixing powdered, liquid, and granular decontaminant materials into a tank. It has a 16"" diameter and the funnel section is 22"" deep. It has a plastic lid, which is attached by a lanyard, and a removable stainless steel screen. The screen has a handle on top and several 1"" diameter holes across its surface. The holes assist with breaking up clumps of powdered or granular decontaminant that could clog the 1.5"" diameter funnel output spout.  The Hopper/Blender is primarily fed by a 1.5"" EZLink camlock fitting on the White Banded Hopper Hose. Alternatively, it can be fed by the Red Banded Discharge Hoses, or any other 1.5"" diameter hose in the HMDS hose kit. The Hopper/Blender is located next to the Agitator and has two (2) 1/2"" stainless steel bars in the funnel section. These bars support the removable screen and help prevent objects from accidentally falling into the tank. If there are ?clumps? of decontaminant on the bars or screen, use a disposable dipstick made of wood or plastic (supplied by the unit) to break them down to a size which will allow the clumps to feed through the screen.  WARNING! DO NOT use a hammer, metal objects, or excessive force that could cause damage to the Hopper.  If ?clumps? are not easily breakable, simply remove them from the Hopper. WARNING! Avoid sticking fingers or gloved hands into the screen holes, as this may result in serious cuts."
60135,Verify that the Valve can Actuate
59941,Course Navigation
60210,HIGH MOBILITY DECONTAMINATION SYSTEM
60288,HIGH MOBILITY DECONTAMINATION SYSTEM
60217,"The HMDS has two 750-gallon tanks with incorporated skids. Tank Specifications:Weight (empty): ~1,000 lbs.  Weight (full of water): ~7,500 lbs.  Overall Dimensions (with skid, without storage basket): 92"" L x 80"" W x 43.5"" H Actual Dimensions of the Tank (outside-to-outside): 68"" L x 78"" W x 36"" H   The tanks are built using a 4-way, modular platform skid design which allows for 360-degree forklifting capability. EMPTY tanks can also be lifted from underneath with a forklift, using extended forks or slings and an overhead crane or wrecker. They can be loaded from either the rear or the sides of transport vehicles.  Both tanks have an approximate 13"" notched bottom lip (skid cutouts to the front to accommodate the monitor) on the front ends, which butts the tank against the front wall of the truck bed. This helps in preventing slippage and damage to the tank itself.  Each tank is equipped with a Hopper/Blender assembly and fill connection, Agitator assembly and fill connection, tank level indicator port, and a ball valve fluid output/drain with a 1.5"" camlock. WARNING! Although the tanks are sturdy and supported with internal baffles, do not stand on them! They may become very slippery and can create a slip and fall hazard."
60136,Common Fault Codes
60294,HIGH MOBILITY DECONTAMINATION SYSTEM
60251,"Fittings1"" Instalock F-F 1"" Instalock F-F 1.5"" EZLink F-F 1.5"" EZLink F-F 1.5"" Camlock M-M 1.5"" Camlock M-M 1.5"" EZLink F-F 1.5"" EZLink F-F 1"" Instalock F-F 1"" Instalock F-F 1.5"" Instalock F- F 1.5"" Instalock F- F"
60227,The Monitor is equipped with a wired Remote-Control Box that can be operated from the cab of the truck or from the ground. The cable for the Remote-Control Box should be routed through the partially open truck window.
60264,HIGH MOBILITY DECONTAMINATION SYSTEM
60222,HIGH MOBILITY DECONTAMINATION SYSTEM
60137,No Power to the PLC
60238,Clean the Power Unit frame
60211,Power Unit Controls and Indicators
59943,3D Viewer
60230,"The Rear Spray Bar (RSB) is used to disperse fluid from the back of a truck or trailer. The RSB is approximately 8' long overall and will spray in a pattern that is approximately 16' wide. The brackets are equipped with 1"" diameter clevis pins to fasten the RSB brackets to the rear clevis fixtures on the truck or the trailer. When mounted on the back of a truck, the RSB can be fed by a single 1"" diameter Orange Banded hose. However, when the RSB is mounted to the back of a trailer, both Orange Banded hoses must be connected using a 1"" male-male adapter in order to reach the Power Unit. The central nozzles on the RSB point downward (near vertical) and the outer nozzles point outward from the sides. There is a bolt on the bottom of each of the two RSB brackets that the operator can use to adjust the angle of the RSB. This should be done to ensure the nozzles are pointing downward as much as possible."
60229,Front Spray Bar (FSB)
60239,CORRECT
60218,There are four (4) Inspection/Cleanout Ports incorporated into each tank . They can be used to assist with tank cleaning and content inspection. These ports have lanyard-attached camlock caps.
60138,Move the Filter Basket to the Drafting Source
60231,De-Icer Kit and Accessory Box
60237,Fluid Input
60295,NULL
60123,Steps 1 of 1
60242,Bleach and Salt
60263,Suction Main Tank (Black Band) and Suction Trailer Tank (Double Black Band)
60219,"The Tank Selector Valve assembly designates from which tank the HMDS will draw water or decontaminant solution. It connects to the Power Unit via the Fluid Input port. If desired, the operator can have decontaminant mixed in one tank and rinse water in the other tank. Fluid cannot be drawn from both tanks at the same time.  The Tank Selector Valve is stored in the De-Icer kit box."
60139,Remove Jerry Can Cap and Check the Odor of the Fuel
60234,HIGH MOBILITY DECONTAMINATION SYSTEM
60239,Discharge hoses
60243,Compressor Overspeed
60264,Hose Adapters
60221,Tank Level Inspection Port/Dipstick
60221,HIGH MOBILITY DECONTAMINATION SYSTEM
60139,Insert Fuel Cap and Gauge Assembly into the Jerry Can
60323,Operating the HMDS
60344,MAINTAINING THE SYSTEM
60257,"The Discharge hoses and Short Discharge hoses are used to disperse fluid with D-Bale handles (guns) and other nozzles stored in the Accessory Box.  The two main Discharge hoses are 50' long, have a 1.5"" diameter, and are marked with a single Red Band. Using a male-male adapter, they can be connected together to provide a longer reach.  The two Short Discharge hoses are 12' long, have a 1.5"" diameter, and are marked with Double Red Bands. They are used to connect the D-Bale handles or the Hopper/Blender to the main (truck) tank. These hoses can also be used to discharge fluid from the back of the Power Unit to a dump tank on the ground."
60239,Spray bars
59942,Simulation
60269,"The truck Cab Magnets can be used to keep the hoses secure over the cab of the truck and off of the windshield.  The Tailgate Magnets keep the hoses from sagging and provide additional support.  Both sets of magnets are rated at 50 lbs. each. Connection clamps, zip-ties, or 550 parachute cord can be used to attach the hose to the magnet. You can also use plastic coiled hose protectors to aid in protecting the hoses where they bend over the truck cab or tailgate."
60228,Stanchion
60240,Never use antifreeze with Super Tropical Bleach (STB). A heat-releasing reaction will occur.
60074,Indicator Display for troubleshooting on the Programmable Logic Controller (PLC) module:
60243,INCORRECT
60258,"The Vertical Draft hose is used to draft water vertically (from a stream, pond, ocean, or a tank on the ground) into the truck and/or trailer tank. It is 20' long, has a 1"" diameter, is fitted with 1.5"" male fittings on both ends, and is marked with a single Blue Band. This hose attaches to the Draft Input port on the front of the Power Unit.  The Horizontal Draft hose is meant to draft water from a water source on the same level as the recipient tank. It is 60' long, has a 1"" diameter, is fitted with 1.5"" male fittings on both ends, and is marked with Double Blue Bands.  ALWAYS use the Filter Basket when drafting to reduce the risk of foreign objects getting lodged in the Power Unit or the tank(s)."
59951,HIGH MOBILITY DECONTAMINATION SYSTEM
60239,Question: 1 of 5
60137,Steps 1 of 1
60251,Click Image
60393,Possible CausesCompressor air and water separator is full
60277,HIGH MOBILITY DECONTAMINATION SYSTEM
60448,HIGH MOBILITY DECONTAMINATION SYSTEM
60259,"The Hopper/Blender hose is used to connect the Power Unit to a tank that is mounted on the trailer or on the ground. It is 35' long, has a 1.5"" diameter, is made of Red Booster Hose material, and is marked with a White Band. It also has EZLink connectors for quick, one-handed connection and removal.  This hose attaches via the Hopper/Blender on the tank or can be used to fill the tank from the bottom at the Tank Main Drain. It can also be used as an intermediate length discharge hose."
60073,HIGH MOBILITY DECONTAMINATION SYSTEM
60271,HIGH MOBILITY DECONTAMINATION SYSTEM
60208,HIGH MOBILITY DECONTAMINATION SYSTEM
60260,HIGH MOBILITY DECONTAMINATION SYSTEM
60263,HIGH MOBILITY DECONTAMINATION SYSTEM
60288,NULL
60293,HIGH MOBILITY DECONTAMINATION SYSTEM
60119,Open the Accessory Box
60267,Monitor Remote Controls and Indicators
60273,HIGH MOBILITY DECONTAMINATION SYSTEM
60212,HIGH MOBILITY DECONTAMINATION SYSTEM
60322,WARNING!Ensure nozzle(s) are pointed in a safe direction before operation! Failure to do so may result in significant injury. WARNING!NEVER connect a fire hydrant directly to the HMDS Power Unit. Introducing pressurized water directly through the Power Unit will cause significant system damage!
60122,Ensure that the Operator has a Firm Grip on the Handset
60272,HIGH MOBILITY DECONTAMINATION SYSTEM
60323,"The HMDS has several methods of operation which include: two (2) discharge hoses with D-Bale handles and nozzle(s) Front and Rear Spray Bars a Monitor NOTE:The HMDS cannot draw water from both tanks simultaneously. However, if one tank is being used to agitate a solution, the second tank can still be used to perform mission operations. NOTE:While in Draft mode, no other operations are possible."
60125,Route the Remote-Control Box into the Truck
60276,Installation of Spray Bars
60275,Click Image
60336,Line 1 Discharge Operation
60126,Lift and Guide the Spray Bar onto the Bumperettes
60325,"The Suction Main hose (SM) is the main fluid hose that draws liquid into the Power Unit from the tank. It is 40"" long, has a 1.5"" diameter, is made of a clear, blue rigid PVC, and is marked with a Black Band. The hose connects to both the Power Unit and tank with female-to-female connections. This hose remains in this configuration for all modes of operation of the HMDS."
60333,HIGH MOBILITY DECONTAMINATION SYSTEM
60334,Rear Spray Bar Operation
60127,Turn on the Pump Control Valve
60337,"Ensure the Air Control valve and Pump Control valve are in the full OFF position.Connect the Red (single or double) Banded hose to the Line 2 Discharge port on the front of the Power Unit.Connect the other end of the hose to the D-Bale gun and ensure the handle is in the CLOSED position.Start the Power Unit.Turn Selector Valve 2 to the Line 2 setting.SLOWLY turn the Pump Control valve to the full ON position.Line 2 will be fully charged and ready for operation. WARNING! Ensure nozzle(s) are pointed in a safe direction before operation! Failure to do so may result in significant injury. When the Mission is completed, SLOWLY turn the Pump Control valve to the full OFF position.Ensure that the D-Bale at the end of the Red Banded Discharge hose is in the OPEN position and drain all fluids from the hose.Turn Selector Valve 2 to the OFF position.Turn off the Power Unit. NOTE:Both Discharge hoses can be used simultaneously."
60124,Procedure
60130,Corrective Action #15: Low Coolant Issues
60120,Steps 1 of 1
60134,Steps 1 of 1
60130,Procedure
60133,Check the Valve?s Air Line
60367,Problems and Corrective Actions
60362,If the air to the system shuts off:
60258,HIGH MOBILITY DECONTAMINATION SYSTEM
60225,Hose Kit
60280,Installation of Remote-Control Box (Cab or Dismounted Operations)
60278,HIGH MOBILITY DECONTAMINATION SYSTEM
60390,Possible CausesCompressor regulator needs adjustment
60363,"Corrective ActionsCheck the alternator belt and any visible wires going to alternator. Contact Maintenance Support.   While the system is OFF, check the indicator display or LED connections. Ensure that the connections are not broken. Ensure that there is no moisture in the connectors. Reconnect, if required. Use air to blow out the connectors. Shut the system down and allow it to cool. DO NOT check the oil level until the oil has had time to drain back into the pan. Verify the oil drain valve is in the closed position. Note the last time the oil and oil filter were changed. Change the filters, if required. While the system is shutdown, check the wiring to and from the indicator light. Verify that there are no loose connections and blow out any excess moisture."
60240,INCORRECT
60134,HIGH MOBILITY DECONTAMINATION SYSTEM
60260,"The Monitor hose is used to connect the Power Unit to the Monitor (water cannon) that is mounted in the forward corner of the truck. It is 17' long, has a 1.5"" diameter, is made of Red Booster Hose material, and is marked with a Purple Band.  The Monitor hose attaches to the Monitor Discharge port on the rear of the Power Unit. It can also be attached to the Discharge #1, Discharge #2, or Draft Discharge ports to fill the tank(s).  This hose uses EZLink connectors for quick, one-handed connection and removal. It can also be used as an intermediate length discharge hose or the mixing hose when attached to the Hopper/Blender on the truck tank."
60381,Possible CausesCompressor regulator needs adjustment
60242,Water and Bleach
60262,"The two (2) Rear Spray Bar hoses are used to connect the Rear Spray Bar port on the Power Unit to the Rear Spray Bar. They are 15' long, have a 1"" diameter, are made of the Red Booster Hose material, and are marked with an Orange Band.  Typically, one of these hoses is routed over the tailgate of the truck and can be held in place with magnets that are stored in the Accessory Box of the De-Icer Kit. In order to reach the rear of the trailer, both Orange Banded hoses can be connected with the 1"" male-male adapter. This hose can also be attached to the Agitator on the trailer tank. The Instalock connectors on these hoses require two hands to attach and detach."
60372,HIGH MOBILITY DECONTAMINATION SYSTEM
60275,"Associated Hose Material50' X 1.5? Booster #1 and #2 12' X 1.5? Booster #3 and #4  20' X 1.5? Blue PVC or 60' X 1.5"" Blue PVC 6' X 1? Booster 25' X 1? Booster 2 each 15' X 1? Booster 17' X 1.5? Booster 35' X 1.5? Booster 40"" 1.5? Blue PVC or 25' 1.5? Blue PVC"
60227,HIGH MOBILITY DECONTAMINATION SYSTEM
60383,Possible CausesHourglass appears in bottom bowl of separator; System out of fuel; fuel contaminated; fuel pickup blocked; fuel lines not properly connected; Water/fuel separator needs drained; clogged fuel filter; fuel pump failure Water tank empty or near empty Loose alternator belt or wiring  Low coolant; Ambient temperature too high; air flow restricted; Air filter clogged; Cooling fan failure
60380,Possible CausesCompressor oil level too low  Possible pump malfunction
60251,"Diameter & Material1"" Red Booster Hose Material 1"" Red Booster Hose Material 1.5"" Red Booster Hose Material 1.5"" Red Booster Hose Material 1"" Blue Water PVC 1.5"" Blue Water PVC 1.5"" Red Booster Hose Material 1.5"" Red Booster Hose Material 1"" Red Booster Hose Material 1"" Red Booster Hose Material 1.5"" Blue Water PVC 1.5"" Blue Water PVC"
60270,SYSTEM SETUP and PMCS
60381,Problems and Corrective Actions
60136,HIGH MOBILITY DECONTAMINATION SYSTEM
60274,"Typically, the Power Unit is bolted to a skid platform which is tied down to the truck's D-Rings using cargo straps. The straps lie on the top surface of the platform and run under the Power Unit itself. Blocks should be inserted between the sides of the platform and the walls of the truck to prevent the platform from shifting.  If the skid platform is not being used, the Power Unit has four (4) D-Rings (2 on each side) that are to be used as alternate tie downs. Similarly, the Power Unit can be strapped directly to the truck?s tie down D-Rings if the skid platform is not present."
60385,Possible CausesImproper settings; wrong nozzle
60259,HIGH MOBILITY DECONTAMINATION SYSTEM
60275,FunctionDischarge #1 & #2 Discharge #3 & #4 (shorter hoses for in the truck bed) Draft Input Agitator Front Spray Bar Rear Spray Bar Monitor Draft Output (Hopper/Blender) Fluid Input (Suction)
60293,NULL
60294,SLURRY MIXING
60265,Nozzles
60387,"Possible CausesImproper drafting hose/valve configuration. Draft hose cut/sliced/compromised; Drafting hose camlever coupler sealing washer missing, damaged; floating dock-strainer not fully submerged in liquid source; foot valve ball stuck, not allowing fluid intake Loose hose connectors; Damaged hose(s)"
60224,"The 750-gallon tanks must always be mounted on either a M1083 truck or M1095 trailer.  For truck-mounted tanks, the hose attachments must be pointed toward the rear of the truck. The tanks must always be mounted as far forward in the truck bed (touching the front wall) as possible. There are cutouts in the forward ends of the tank platform that incorporate room for the stanchion. For trailer-mounted tanks, the hose attachments may be oriented toward the rear or front of the trailer. The tank should be mounted over the axles and slightly forward of the center of gravity on the trailer. There are six (6) plastic guides welded to the top of the tank to indicate proper positioning of tie-down ratchet straps. Each ratchet strap is rated at 10,000 lbs. burst strength (working load limit, WLL ~3,333 lbs), and three (3) straps are required to hold the tank down to the bed of the truck or trailer. The tank must be mounted with the front (notched) portion of the lip butted up against the front wall of the truck bed to reduce shift."
60278,Monitor/Stanchion Installation
60327,Filling the Holding Tanks: Hydrant Fill
60265,"FunctionUsed for spraying and controlling the flow of a solution. The base handset for interchangeable nozzles provided with the system. Used by the operator to turn the hose discharge flow on/off. When in full-back position (toward operator), the D-Bale is turned on and solution will flow. Move to the forward (away from operator) position to turn the flow off. Used in lieu of the smoothbore nozzle when attempting to spray a variety of patterns and flow. The primary set includes two (2) orange plastic nozzles for water and one (1) stainless steel nozzle for spraying decontaminant solutions. 1/2? and 3/8? smoothbore nozzles made of stainless steel. Specifically used for spraying decontaminant solutions.  Provides a broader concentrated spray. The narrower bore will typically shoot a longer, narrower stream.  Made of red plastic. Allows for adjustment of spray patterns (between 3/8"" and 1/4"") and through-put pressure for associated applications. DO NOT USE THE BASE THREADED OPENING FOR SPRAYING. THIS WILL DAMAGE THE THREADS. Installed on the Monitor. A stainless steel nozzle with an actuator that adjusts the liquid stream coming out of the nozzle. It is controlled at the Remote-Control Box (lower left-hand switch). The actuator reduces the stream from the nozzle to a fan spray pattern and reduces impact pressure."
60389,"Possible CausesImproper drafting hose/valve configuration. Draft hose cut/sliced/compromised; Drafting hose camlever coupler sealing washer missing, damaged; floating dock-strainer not fully submerged in liquid source; foot valve ball stuck, not allowing fluid intake    Humid/Cold environment, moisture in the air"
60128,Steps 1 of 1
60271,By the end of this lesson you will be able to:
60226,The Monitor (Water Cannon)
60322,Operating the System Warnings
60323,HIGH MOBILITY DECONTAMINATION SYSTEM
60393,Water is discharged from the air discharge lines:
60337,Line 2 Discharge Operation
60271,Explain the setup of the following HMDS components:TanksPower UnitSpray BarsMonitor/StanchionRemote-Control Box Explain the proper PMCS for the following HMDS components:TanksEngineCompressorFuel & Fuel Supply FittingsBattery
60234,"JPM CBRN PROTECTION50 TECH PARKWAY SUITE 301STAFFORD, VA 22556 POC: JOE NOVICKE-mail: joeseph.novick@navil.mil"
60325,Suction Main Hose (SM)
60358,HIGH MOBILITY DECONTAMINATION SYSTEM
60439,"The Monitor track, a ?haloed? starter, and a wired Remote-Control Box"
60242,HIGH MOBILITY DECONTAMINATION SYSTEM
60383,"Corrective ActionsFuel flow can be restricted/interrupted in numerous ways. Check the fuel supply and replace, if required. Verify that the pickup is not clogged. Check the fuel line connections from the supply to the HMDS. Note the last time the fuel filter was changed and replace it, if required. Check the fuel/water separator and drain it, if required. Belt slippage can cause overheating, unusual noises, and surging/slowing of components. Inspect the belts for cracks, fraying or other obvious defects. Contact Maintenance Support.  Shut the system down and allow it to cool. DO NOT attempt to check or add compressor oil until the system has had time to drain oil back into the reservoirs. Once cool, check the compressor oil level and add oil, as necessary.  Contact Maintenance Support for additional advice or troubleshooting."
60325,HIGH MOBILITY DECONTAMINATION SYSTEM
60240,Which of the following should never be used with STB?
60118,Steps 1 of 1
60272,System Setup and PMCS Warnings
60243,Engine Overspeed
60267,HIGH MOBILITY DECONTAMINATION SYSTEM
60362,Possible CausesCompressor air and water separator is full
60441,Using the Monitor or the Front Spray Bar
60122,Procedure
60137,Test the Battery Cable Connections
60335,Install the Monitor.Ensure the Air Control valve and Pump Control valve are in the OFF position.Connect the Purple Banded hose to the Monitor output port on the back of the Power Unit.Connect the other end of the Purple Banded hose to the Monitor Hose Connector on the Stanchion.Start the Power Unit.Turn Selector Valve 2 to Monitor mode.SLOWLY turn the Pump Control valve and Air Control valve to the full ON position. WARNING!Ensure nozzle(s) are pointed in a safe direction before operation! Failure to do so may result in significant injury.
60240,Question: 1 of 5
60122,Steps 1 of 1
60275,HIGH MOBILITY DECONTAMINATION SYSTEM
60138,Steps 1 of 1
60271,System Setup and PMCS Objectives
60442,Only transport materials with a very low freezing point.
60401,Configuration of the Tanks and Hoses
60223,"The Storage Basket is a 60"" x 34"" basket installed on the top of each tank and includes a cargo net used to secure and store hoses. Open air storage is recommended over a closed box or trunk, as it allows hoses to drain and dry out, minimizing deterioration and mold growth. The net has multiple straps and quick release buckles to hold the hoses in place."
60346,Maintaining the System Warnings
60240,CORRECT
60359,Troubleshooting Objectives
60275,The following table outlines the proper hose connections for the Power Unit: Click the image icon in each row to see an associated picture.
60444,Question: 3 of 5
60272,"WARNING!NEVER lift, load, or unload the HMDS while there is liquid in the tanks. The weight of the liquid could damage the tank or destabilize the forklift, resulting in severe injury to the forklift operator. Properly drain all liquid from the tanks prior to commencing loading/unloading operations. WARNING! NEVER stand under or place any body part beneath the tanks or Power Unit during lifting, loading, or unloading procedures. Using the proper forklift is the ONLY recommended manner of loading and unloading the Power Unit. WARNING!NEVER lift, load, or unload the Power Unit or tanks overhead! Doing so may result in injury or death! CAUTION!Failure to add appropriate fluids prior to starting the HMDS WILL result in system damage."
60412,"FSB/RSB (Spray Bars)The system can disperse slurry from both the FSB/RSB, as long as the solution does not need to be actively agitated. NOTE:If the solution is going to sit for longer than approximately 10 minutes, it should be agitated.  D-BaleIf dispersing slurry with a gun, use Discharge #2 and a D-Bale gun with the shaper tip nozzle or the Monitor outlet (on the back of the Power Unit) using the Remote Monitor function on Selector Valve #2. After the spraying Mission is complete, flush, drain, clean, and store the apparatus according to procedure outlined in the ?Operating the HMDS? lesson."
60134,Procedure
60240,Hoses
60226,HIGH MOBILITY DECONTAMINATION SYSTEM
60073,When the Green Start button is pressed and the engine does NOT turn on:
60243,HIGH MOBILITY DECONTAMINATION SYSTEM
60275,LocationFront of Power Unit Front of Power Unit  Front of Power Unit Rear of Power Unit Rear of Power Unit Rear of Power Unit Rear of Power Unit Rear of Power Unit Rear of Power Unit
60448,Press the Green start button twice. Wait one minute before continuing.
60277,"There are 2 different universal spray bar mounts. The one pictured with the SHORT extension will ALWAYS be mounted on the FRONT of the truck ONLY. The second, pictured below the first, with the LONG extension will be mounted on the REAR of either the truck or trailer.  The slide is designed to keep the spray bar from rolling down and must be butted against the trailer by the locked down slide to keep it from doing so. The slide will be retracted and tightened down for placement on the rear of the truck. The slide will be extended and locked down for placement on the trailer. Ensure the slide bolt is tight. Check periodically and re-tighten if rolling starts to occur. Non-armored vehicles may require the installer to disassemble and invert the truck side of the adjustable slide bracket. The Front Spray Bar (FSB) is equipped with two capped ends that enable the attachment of extensions, sometimes called ?outriggers? or ?wings?, to provide a significantly wider spray pattern. The wings are marked with red markings and an ""R"" on the right side, and green markings and an ""L"" on the left side.  The orientation of the nozzles on the wings are important for correct function of the spray bars; the slots should be in line with the long axis of the bars. Attach the wings using the Instalock camlock fittings and ensure there is a rubber gasket in each of them for correct sealing and seating. Each wing will swivel rearward if it strikes a fixed item while the vehicle is moving. The gasket may need to be replaced often due to wear on the part."
60125,Procedure
60378,The system shuts itself down during operations and the ?Oil Pressure? indicator light is on:
60281,It is important to perform Preventive Maintenance Checks & Services (PMCS) prior to starting up the system to ensure that the HMDS is ready for operation. CAUTION:Failure to add appropriate fluids prior to starting the HMDS WILL result in system damage. CAUTION:Failure to properly perform the PMCS functions may result in personnel injury and/or system damage.
60251,HIGH MOBILITY DECONTAMINATION SYSTEM
60372,"While the system is running, the ?Alternator? indicator light comes on and stays on:"
60288,System Startup Objectives
60251,"NameAgitator Agitator Trailer Discharge #1 & #2 Discharge, Short #3 & #4 Draft (Vertical) Draft (Horizontal) Hopper/Blender Hopper/Monitor Spray Bar, Front (FSB) Spray Bar, Rear (RSB) Suction Main Tank Suction Trailer Tank"
60257,Discharge 1&2 (Red Bands) and Short Discharge 3&4 (Double Red Bands) Hoses
60379,The system shuts itself down during operations and the ?Over Heat? light is on:
60218,HIGH MOBILITY DECONTAMINATION SYSTEM
60382,Possible CausesHourglass appears in bottom bowl of separator; System out of fuel; fuel contaminated; fuel pickup blocked; fuel lines not properly connected; Water/fuel separator needs drained; clogged fuel filter; fuel pump failure Low engine oil; Loose wire/bad ground; Oil filter clogged   Low coolant; Ambient temperature too high; air flow restricted; Air filter clogged; Cooling fan failure    Insufficient fuel flow   Belt slippage   Possible pump malfunction
60295,HIGH MOBILITY DECONTAMINATION SYSTEM
60381,The air compressor's ?Pressure? gauge needle is over 115 psi the system shuts down:
60456,Any time a solution is being agitated.
60265,Nozzles are located in the Accessory Box (Pelican Case) along with the De-Icer Kit. A nozzle must be attached to the handset at all times for proper operation. Click the image icon in each row to display a picture of the nozzle.
60261,HIGH MOBILITY DECONTAMINATION SYSTEM
60268,HIGH MOBILITY DECONTAMINATION SYSTEM
60251,"Diameter1"" 1"" 1.5"" 1.5"" 1 "" 1.5"" 1.5"" 1.5"" 1 "" 1"" 1.5"" 1.5"""
60363,Problems and Corrective Actions
60281,Preventive Maintenance Checks & Services (PMCS)
60461,HIGH MOBILITY DECONTAMINATION SYSTEM
60219,HIGH MOBILITY DECONTAMINATION SYSTEM
60288,By the end of this lesson you will be able to:
60462,"If the quality of the winterization procedure uncertain, what should be done?"
60383,HIGH MOBILITY DECONTAMINATION SYSTEM
60462,Repeat the procedures until they are done correctly
60138,Procedure
60073,"Corrective ActionsClean and/or tighten the battery terminals. Test the battery. Charge the battery. Replace the battery, if required. Check the fuel gauge to ensure the can is not empty. Refill/replace with clean fuel, if required.Check the fuel pickup for obstructions. If air can?t flow through the lines, neither can fuel. Check the fuel line connections on the back of the Power Unit. If contaminated fuel is suspected, change the fuel supply and empty the water/fuel separator. Shut the system down and allow the system to cool. DO NOT check oil levels until the oil has had time to drain back into the pan. Verify the oil drain valve is in the closed position. Note the last time the oil and oil filter were changed and change them, if required. While the system is shutdown, check the wiring to and from the indicator light. Verify there are no loose connections and blow out any excess moisture. Shut the system down and allow it to cool. DO NOT attempt to check/add coolant until the system has cooled down and coolant has drained back to the reservoirs. Once the system is  cool, open the radiator cap to verify coolant levels. Add fluid to the cooling tank, as required. Inspect the coolant reservoir and ensure the coolant is at the proper level. While the system is shutdown, check the air filter. Clean or replace the filter, if required. Ensure the system has sufficient air flow to and around the unit. Once the system is restarted, observe the cooling fan to ensure it is engaging (coming on) to cool the system. If not, you could have a belt problem. Fuel flow can be restricted/interrupted in numerous ways. Check the fuel supply, and replace if required. Verify that the pickup is not clogged. Check the fuel line connections from the supply to the HMDS. Note the last time the fuel filter was changed and replace it, if required. Check the fuel/water separator and drain it, if required. Shut the system down and allow the system to cool. DO NOT attempt to check or add compressor oil until the system has had time to drain the oil back into the reservoirs. Once the system is cool, check the compressor oil level and add oil, as necessary."
60440,Chlorine
60380,HIGH MOBILITY DECONTAMINATION SYSTEM
60263,"The Suction Main (SM) hose is used to connect the main tank to the Tank Selector Valve. It is 40"" long, has a 1.5"" diameter, is made of reinforced PVC, and is clear with a blue spiral reinforcement. The SM Hose is marked with a Black Band. The Suction Trailer (ST) hose is used to connect the trailer tank to the Tank Selector Valve by transitioning over the front transom of the trailer and over the tailgate of the truck. It is 25' long, has a 1.5"" diameter, and is made of the same material as the SM Hose. The ST Hose is marked with a Double Black Band. This hose can also be used to extend the length of the Horizontal Drafting hose for transferring water."
60345,NULL
60372,Corrective ActionsCheck the alternator belt and visible the wires going to the alternator. Contact  Maintenance Support.
60220,HIGH MOBILITY DECONTAMINATION SYSTEM
60265,Quantity2   3  2  3  3  1
60463,Bare hands
60256,Agitator (Yellow Band) and Agitator-Trailer (Double Yellow Band) Hoses
60386,Possible CausesWater tank empty or near empty Loose hose connectors; Damaged hose(s)    Spillage; Damaged Fluid Storage Tank   Improper settings; wrong nozzle
60391,Possible CausesObstruction in the tank
60324,Selector Valve 1 ? Operational Settings
60441,Checks on Learning
60073,"Possible CausesBattery not connected, terminals loose or dirty, battery dead Hourglass appears in bottom bowl of separator; System out of fuel; fuel contaminated; fuel pickup blocked; fuel lines not properly connected; Water/fuel separator needs drained; clogged fuel filter; fuel pump failure Low engine oil; Loose wire/bad ground; Oil filter clogged   Low coolant; Ambient temperature too high; air flow restricted; Air filter clogged; Cooling fan failure    Insufficient fuel flow   Compressor oil level too low"
60379,Problems and Corrective Actions
60443,Which of the following is not part of PMCS of the Engine?
60387,HIGH MOBILITY DECONTAMINATION SYSTEM
60445,Which of the following is NOT a grade of Diesel fuel that should be used with the Power Unit?
60393,Problems and Corrective Actions
60326,HIGH MOBILITY DECONTAMINATION SYSTEM
60270,HIGH MOBILITY DECONTAMINATION SYSTEM
60264,"In addition to 15 hoses, the hose kit consists of a Filter Basket and four (4) Hose Adapters stored in the Accessory Box with the De-Icer kit.  The adapters consist of: One 1.5"" Male-Male Adapter: Used to connect/extend the hoses for longer reach, and for placement of the HMDS farther away from the decontamination line (DED or DAD).One 1"" Male-Male Adapter: Used to connect/extend the hoses for longer reach, and for placement of the HMDS farther away from the decontamination line (DED or DAD).One 1.5"" Fire Hydrant (Fire Fighting Threads, FHN) to 1.5"" Male Camlock Adapter: Used for filling tanks from a standard fire hydrant.One 1"" Standard Nipple Thread (NPT) to 1"" Male Camlock Adapter: Used for connecting the M12A1 shower bars to the Power Unit using one of the 1"" hoses supplied with the system."
60261,Front Spray Bar Hose (Green Band)
60385,Problems and Corrective Actions
60274,Power Unit Installation
60277,Front Spray Bar
60372,Problems and Corrective Actions
60126,Procedure
60327,HIGH MOBILITY DECONTAMINATION SYSTEM
60380,Problems and Corrective Actions
60391,HIGH MOBILITY DECONTAMINATION SYSTEM
60386,Problems and Corrective Actions
60443,Checking the engine?s belts
60238,Checks on Learning
60389,Problems and Corrective Actions
