PageID,TextDisplayValue,UnitID,UnitName,Path,UnitPath
52006,Course title and page name Current page location in course Left click the next or previous arrow to navigate to that page (when available).,59393,Course Navigation,/-1(*)/00(*)/01(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Introduction | Tutorial | Course Navigation
52496,Bilge Battery Switch: Bilge pump electrical system,60000,Question 1 of 2,/-1(*)/04(*)/09(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 1 of 2
52496,CORRECT,60000,Question 1 of 2,/-1(*)/04(*)/09(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 1 of 2
52496,There is no Bilge Battery Switch.  The 24 HOUR POWER 50 AMP supplies(un-tripped) or disables (tripped) power to bilge pumps electrical circuit.,60000,Question 1 of 2,/-1(*)/04(*)/09(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 1 of 2
52496,INCORRECT,60000,Question 1 of 2,/-1(*)/04(*)/09(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 1 of 2
52497,Question: 2 of 2,60001,Question 2 of 2,/-1(*)/04(*)/09(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 2 of 2
52497,CORRECT,60001,Question 2 of 2,/-1(*)/04(*)/09(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 2 of 2
52497,The Fuel Gauge is located on the cabin console above the throttle.,60001,Question 2 of 2,/-1(*)/04(*)/09(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 2 of 2
52497,INCORRECT,60001,Question 2 of 2,/-1(*)/04(*)/09(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 2 of 2
52499,Aft Transom,60006,Spotlight Receptacles,/-1(*)/05(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Spotlight Receptacles | Spotlight Receptacles
52499,Starboard Bow,60006,Spotlight Receptacles,/-1(*)/05(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Spotlight Receptacles | Spotlight Receptacles
52499,Console,60006,Spotlight Receptacles,/-1(*)/05(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Spotlight Receptacles | Spotlight Receptacles
52499,Console,60006,Spotlight Receptacles,/-1(*)/05(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Spotlight Receptacles | Spotlight Receptacles
52488,"Spotlight Operation Procedure The following steps will instruct you on how to install, operate, and remove a Spotlight: Connect the spotlight plug to a receptacle.Turn the hand spotlight operating switch to the ON position.Turn the spotlight operating switch to the OFF position.Disconnect spotlight plug from receptacle.",60007,Spotlight Operation Procedure,/-1(*)/05(*)/04(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Spotlight Operation Procedure | Spotlight Operation Procedure
52501,"Microphone and Control Panel Operation Procedure The Loud Speaker and Siren is a three-tone siren system featuring WAIL, YELP, and AIRHORN, or A/H, functions. The following steps will instruct you on how to operate this system: Ensure that the microphone (Item 3) is connected to the Siren control panel (Item 1).Select the HI/LO volume button (Item 2) to adjust the volume of your output. NOTE: Depressing the microphone button will override all other Siren functions. When the microphone button is released, the currently selected Siren function will continue.      3. Depress the microphone button (Item 4) and speak into microphone. NOTE: Depressing the override button during the WAIL or YELP functions will change the pitch and tone of the Siren.      4. Select the WAIL (Figure 2, Item 1), YELP (Figure 2, Item 3) or A/H (Figure 2, Item 2) button on the Siren control panel          (Figure 2, Item 4) to operate the desired function.",60009,Microphone and Control Panel Operation Procedure,/-1(*)/05(*)/06(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Microphone and Control Panel Operation Procedure | Microphone and Control Panel Operation Procedure
52506,"Command Microphone Remote VHF Operation Procedure The following steps will instruct you on how to operate the Command Microphone Remote VHF: Powering ON the Command Microphone Remote VHF Press and hold the ?PWR? knob (Item 1) until the radio turns on.Push the ?UP? or ?DOWN? channel keys (Item 2) to select the desired channel. NOTE: Each push of the power/squelch/volume dial toggles the mode between volume adjustment, squelch adjustment, and channel selection. Adjusting the Volume on the Command Microphone Push the ?VOL? dial (Item 2) to select the volume adjustment mode and open the ?Volume? window.Rotate the ?VOL? dial (Item 2) until noise or audio from the speaker is at the desired level.Push the ?ENT? key (Item 1) to set the volume level. NOTE: If no key operation is performed for approximately 5 seconds, the command microphone sets the selected level and returns to normal mode.",60010,Command Microphone Remote VHF Operation Procedure,/-1(*)/05(*)/07(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Command Microphone Remote VHF Operation Procedure | Command Microphone Remote VHF Operation Procedure
52502,"Command Microphone Remote Transmission/Reception Procedure The following steps will instruct you on how to operate the Command Microphone Remote?s Transmission and Reception functions: Press the ?Push-To-Talk? button (Item 1) on the microphone. The ?TX? indicator will appear on the screen.Speak slowly and clearly into the microphone.When the transmission is finished, release the ?Push-To-Talk? button.When a message is received, the ?BUSY? indicator will appear on the screen while the message is being received. NOTE: When the ?Push-To-Talk? button is held, the message transmission time limit is five minutes. After five minutes, the radio will automatically go into receive mode. To transmit again, the ?Push-To-Talk? button must first be released then pressed again. Transmissions cannot be sent while the radio is in weather, or ?WX?, mode. If the Command Microphone is in ?WX? mode press the ?CH/WX? soft key (Item 2) to return to the previously selected channel (Item 1).",60011,Command Microphone Remote Transmission/Reception Procedure,/-1(*)/05(*)/08(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Command Microphone Remote Transmission/Reception Procedure | Command Microphone Remote Transmission/Reception Procedure
52504,"Command Microphone Softkeys Operation Procedure Various functions can be assigned to the softkeys located on the Command Microphone. The following steps will instruct you on how to select and program the softkeys: Softkey Function SelectionPush the ?LEFT? (Item 1) or ?RIGHT? keys (Item 3) to scroll to the desired function.Push the softkey (Item 2) below the desired function to select.When a key function is selected, the key icon will be displayed above the softkey.   Softkey ProgrammingPush the ?MENU? key (Figure 5, Item 1) to open the menu screen.Rotate dial (Figure 5, Item 2) until the ?CONFIG? icon appears on screen.Push the softkey (Figure 5, Item 3) below the ?CONFIG? icon to select.Rotate the dial to highlight the key assignment menu. Push the ?ENT? key (Figure 5, Item 4).Rotate the dial to highlight the softkey menu. Push the ?ENT? key.Rotate the dial to highlight the desired softkey to be programmed. Push the ?ENT? key.Rotate the dial to highlight the desired softkey function. Push the ?ENT? key.Push the ?BACK? key.Repeat steps 6-10 for the remaining softkeys to be programmed.Push the ?MENU? key to return to the home screen.  ",60012,Command Microphone Softkeys Operation Procedure,/-1(*)/05(*)/09(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Command Microphone Softkeys Operation Procedure | Command Microphone Softkeys Operation Procedure
52509,"The RIB has four receptacles for spotlights. One is located on aft transom, two are located on the console, and one on starboard bow.",60018,Question 2 of 8,/-1(*)/05(*)/15(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 2 of 8
52509,INCORRECT,60018,Question 2 of 8,/-1(*)/05(*)/15(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 2 of 8
52512,Microphone,60019,Question 3 of 8,/-1(*)/05(*)/15(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 3 of 8
52512,HI/LO Volume,60019,Question 3 of 8,/-1(*)/05(*)/15(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 3 of 8
52505,"National Oceanic and Atmospheric Administration (NOAA) Weather Channel Selection The following steps will instruct you on how to select and operate the National Oceanic and Atmospheric Administration, or NOAA, Weather Channel: Push the ?CH/WX? softkey (Item 4) to select the weather channel. The ?WX? icon (Item 3) will appear on the screen.Push the ?UP? (Item 1) or DOWN? keys (Item 2) to select the desired NOAA weatherchannel.To exit from any NOAA weather channel, press the ?CH/WX? key. The radio will return to the last selected operating channel. NOTE: The ten NOAA weather channels broadcast continuous weather reports and severe weather alerts. They are only available within the United States and Canada.",60013,National Oceanic and Atmospheric Administration (NOAA) Weather Channel Selection,/-1(*)/05(*)/10(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | National Oceanic and Atmospheric Administration (NOAA) Weather Channel Selection | National Oceanic and Atmospheric Administration (NOAA) Weather Channel Selection
52507,Command Microphone: Emergency Channel 16 Channel 16 is the distress and safety channel used for emergency communications. Channel 16 should be routinely monitored during operations. The following steps will instruct you on how to select and monitor Channel 16: Push the ?16/C? button (Item 1) to select Channel 16.Perform any emergency broadcast instructions.Push the ?CH/WX? softkey (Item 2) to return to the previously selected channel.,60014,Command Microphone: Emergency Channel 16,/-1(*)/05(*)/11(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Command Microphone: Emergency Channel 16 | Command Microphone: Emergency Channel 16
52503,"VHF Radio: Powering On & Transmission Procedures The following steps will instruct you on how to power on and transmit a message using the VHF Radio: Powering On the VHF RadioPress and hold the ?PWR? knob (Item 3) until the radio turns on.Turn the ?SQL? dial (Item 4) fully counter-clockwise.Turn the ?VOL? dial (Item 5) up until noise or audio from the speaker is at the desired level.Turn the ?SQL? dial clockwise until undesirable noise disappears.Push the ?UP? (Item 1) or ?DOWN? (Item 2) channel keys to select the desired channel. VHF Radio TransmissionPress the ?Push-To-Talk? button (Item 1) on the microphone. The ?TX? indicator will appear on the Screen.Speak slowly and clearly into the microphone.When the transmission is finished, release the ?Push-To-Talk? button. NOTE: When the ?Push-To-Talk? button is held, the message transmission time limit is five minutes. After five minutes, the radio will automatically go into receive mode. To transmit again, the ?Push-To-Talk? button must first be released then pressed again.",60015,VHF Radio: Powering On & Transmission Procedures,/-1(*)/05(*)/12(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | VHF Radio: Powering On & Transmission Procedures | VHF Radio: Powering On & Transmission Procedures
52508,"VHF Radio: Emergency & Distress Procedures Emergency Channel 16Channel 16 is the distress and safety channel used for emergency communications. Channel 16 should be routinely monitored during operation.   Push the ?16/C? button (Item 3) to select channel 16.Perform emergency broadcast instructions.Push the ?UP ? (Item 1) or DOWN? (Item 2) channel to return to the previously selected channel. Transmitting A Distress CallA distress call should only be made when the boat or personnel are in distress and require immediate assistance. Never make a distress call if the boat or personnel are not in an emergency. Lift cover (Item 1) and hold down ?DISTRESS? button (Item 2) for three seconds to transmit a distress call. NOTE: Once the distress button is pressed channel 70 is automatically selected and the distress call is transmitted.The distress call is automatically transmitted every 3.5 to 4.5 minutes until an acknowledgment is received. Cancelling A Distress CallWhen a distress call has been transmitted and not acknowledged, push the ?CANCEL? button (Item 1).Push the ?CONTINUE? button (Item 1).Push the ?FINISH? button (Item 1).   NOTE: After selecting the ?FINISH? button channel 16 is automatically selected.",60016,VHF Radio: Powering On & Transmission Procedure,/-1(*)/05(*)/13(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | VHF Radio: Powering On & Transmission Procedure | VHF Radio: Powering On & Transmission Procedure
52511,2,60017,Question 1 of 8,/-1(*)/05(*)/15(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 1 of 8
52511,3,60017,Question 1 of 8,/-1(*)/05(*)/15(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 1 of 8
52511,4,60017,Question 1 of 8,/-1(*)/05(*)/15(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 1 of 8
52511,Question: 1 of 8,60017,Question 1 of 8,/-1(*)/05(*)/15(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 1 of 8
52511,5,60017,Question 1 of 8,/-1(*)/05(*)/15(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 1 of 8
52511,CORRECT,60017,Question 1 of 8,/-1(*)/05(*)/15(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 1 of 8
52511,The RIB is equipped with four receptacles for connecting a spotlight.,60017,Question 1 of 8,/-1(*)/05(*)/15(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 1 of 8
52511,INCORRECT,60017,Question 1 of 8,/-1(*)/05(*)/15(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 1 of 8
52509,Question: 2 of 8,60018,Question 2 of 8,/-1(*)/05(*)/15(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 2 of 8
52509,CORRECT,60018,Question 2 of 8,/-1(*)/05(*)/15(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 2 of 8
52512,CORRECT,60019,Question 3 of 8,/-1(*)/05(*)/15(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 3 of 8
52512,"Depressing the microphone button will override all other siren functions. When the microphone button is released, the currently selected siren function will continue.",60019,Question 3 of 8,/-1(*)/05(*)/15(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 3 of 8
52512,INCORRECT,60019,Question 3 of 8,/-1(*)/05(*)/15(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 3 of 8
52510,WAIL,60020,Question 4 of 8,/-1(*)/05(*)/15(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 4 of 8
52510,YELP,60020,Question 4 of 8,/-1(*)/05(*)/15(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 4 of 8
52510,AIRHORN,60020,Question 4 of 8,/-1(*)/05(*)/15(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 4 of 8
52510,Question: 4 of 8,60020,Question 4 of 8,/-1(*)/05(*)/15(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 4 of 8
52510,FOGHORN,60020,Question 4 of 8,/-1(*)/05(*)/15(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 4 of 8
52510,CORRECT,60020,Question 4 of 8,/-1(*)/05(*)/15(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 4 of 8
52510,"The Loudspeaker and Siren is a three-tone siren system featuring WAIL, YELP, and AIRHORN, or A/H, functions.",60020,Question 4 of 8,/-1(*)/05(*)/15(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 4 of 8
52510,INCORRECT,60020,Question 4 of 8,/-1(*)/05(*)/15(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 4 of 8
52513,3 minutes,60021,Question 5 of 8,/-1(*)/05(*)/15(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 5 of 8
52513,4 minutes,60021,Question 5 of 8,/-1(*)/05(*)/15(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 5 of 8
52513,5 minutes,60021,Question 5 of 8,/-1(*)/05(*)/15(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 5 of 8
52513,Question: 5 of 8,60021,Question 5 of 8,/-1(*)/05(*)/15(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 5 of 8
52513,6 minutes,60021,Question 5 of 8,/-1(*)/05(*)/15(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 5 of 8
52513,CORRECT,60021,Question 5 of 8,/-1(*)/05(*)/15(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 5 of 8
52513,"When the ?Push-To-Talk? button is held, the message transmission time limit is 5 minutes. After 5 minutes, the radio will automatically go into receive mode.",60021,Question 5 of 8,/-1(*)/05(*)/15(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 5 of 8
52513,INCORRECT,60021,Question 5 of 8,/-1(*)/05(*)/15(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 5 of 8
52514,Every 3 to 4 minutes until acknowledged.,60022,Question 6 of 8,/-1(*)/05(*)/15(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 6 of 8
52514,Every 3.5 to 4.5 minutes until acknowledged.,60022,Question 6 of 8,/-1(*)/05(*)/15(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 6 of 8
52514,Every 4 to 5 minutes until acknowledged.,60022,Question 6 of 8,/-1(*)/05(*)/15(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 6 of 8
52514,Question: 6 of 8,60022,Question 6 of 8,/-1(*)/05(*)/15(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 6 of 8
52514,Every 4.5 to 5.5 minutes until acknowledged.,60022,Question 6 of 8,/-1(*)/05(*)/15(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 6 of 8
52514,CORRECT,60022,Question 6 of 8,/-1(*)/05(*)/15(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 6 of 8
52514,Once the distress button is pressed channel 70 is automatically selected and the distress call is transmitted.  The distress call is automatically transmitted every 3.5 to 4.5 minutes until an acknowledgment is received.,60022,Question 6 of 8,/-1(*)/05(*)/15(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 6 of 8
52514,INCORRECT,60022,Question 6 of 8,/-1(*)/05(*)/15(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 6 of 8
52515,Channel 16,60023,Question 7 of 8,/-1(*)/05(*)/15(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 7 of 8
52515,Channel 17,60023,Question 7 of 8,/-1(*)/05(*)/15(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 7 of 8
52515,Channel 60,60023,Question 7 of 8,/-1(*)/05(*)/15(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 7 of 8
52515,Question: 7 of 8,60023,Question 7 of 8,/-1(*)/05(*)/15(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 7 of 8
52515,Channel 70,60023,Question 7 of 8,/-1(*)/05(*)/15(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 7 of 8
52515,CORRECT,60023,Question 7 of 8,/-1(*)/05(*)/15(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 7 of 8
52515,Channel 16 is the distress and safety channel used for emergency communications. Channel 16 should be routinely monitored during operation.,60023,Question 7 of 8,/-1(*)/05(*)/15(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 7 of 8
52515,INCORRECT,60023,Question 7 of 8,/-1(*)/05(*)/15(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 7 of 8
52516,CORRECT,60024,Question 8 of 8,/-1(*)/05(*)/15(*)/07(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 8 of 8
52516,Hold down the ?DISTRESS? button for 3 seconds to transmit a distress call.,60024,Question 8 of 8,/-1(*)/05(*)/15(*)/07(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 8 of 8
52516,INCORRECT,60024,Question 8 of 8,/-1(*)/05(*)/15(*)/07(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 8 of 8
59917,Tap,71086,Operation with One Finger,/-1(*)/06(*)/04(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Operation | Operation with One Finger
59917,Drag,71086,Operation with One Finger,/-1(*)/06(*)/04(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Operation | Operation with One Finger
59935,Zoom In,71087,Operation with Two Fingers,/-1(*)/06(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Operation | Operation with Two Fingers
59935,Zoom Out,71087,Operation with Two Fingers,/-1(*)/06(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Operation | Operation with Two Fingers
59935,Tap,71087,Operation with Two Fingers,/-1(*)/06(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Operation | Operation with Two Fingers
59925,White,71102,Question 1 of 10,/-1(*)/06(*)/08(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 1 of 10
59925,Orange,71102,Question 1 of 10,/-1(*)/06(*)/08(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 1 of 10
59925,Red,71102,Question 1 of 10,/-1(*)/06(*)/08(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 1 of 10
59925,Question: 1 of 10,71102,Question 1 of 10,/-1(*)/06(*)/08(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 1 of 10
59925,Gray,71102,Question 1 of 10,/-1(*)/06(*)/08(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 1 of 10
59925,CORRECT,71102,Question 1 of 10,/-1(*)/06(*)/08(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 1 of 10
59925,A white light represents normal operations of the sensors. A red or gray light indicates an issue.,71102,Question 1 of 10,/-1(*)/06(*)/08(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 1 of 10
59925,INCORRECT,71102,Question 1 of 10,/-1(*)/06(*)/08(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 1 of 10
59926,"During start-up. Allow start-up to complete, then shut off.",71103,Question 2 of 10,/-1(*)/06(*)/08(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 2 of 10
59926,"During plotting. Allow navigation to complete, then shut off.",71103,Question 2 of 10,/-1(*)/06(*)/08(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 2 of 10
59926,"When checking the weather forecast. Allow the forecast to display, then shut off.",71103,Question 2 of 10,/-1(*)/06(*)/08(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 2 of 10
59926,Question: 2 of 10,71103,Question 2 of 10,/-1(*)/06(*)/08(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 2 of 10
59926,"When using the radar. Switch to the home screen, then shut off.",71103,Question 2 of 10,/-1(*)/06(*)/08(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 2 of 10
59926,CORRECT,71103,Question 2 of 10,/-1(*)/06(*)/08(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 2 of 10
59926,Never power off the Multi-Function Display during start up. Doing so risks causing issues with the device's internal programming.,71103,Question 2 of 10,/-1(*)/06(*)/08(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 2 of 10
59926,INCORRECT,71103,Question 2 of 10,/-1(*)/06(*)/08(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 2 of 10
59927,Remote,71104,Question 3 of 10,/-1(*)/06(*)/08(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 3 of 10
59927,Gloves,71104,Question 3 of 10,/-1(*)/06(*)/08(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 3 of 10
59927,Stylus Pen,71104,Question 3 of 10,/-1(*)/06(*)/08(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 3 of 10
59927,Question: 3 of 10,71104,Question 3 of 10,/-1(*)/06(*)/08(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 3 of 10
59927,Fingers,71104,Question 3 of 10,/-1(*)/06(*)/08(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 3 of 10
59927,CORRECT,71104,Question 3 of 10,/-1(*)/06(*)/08(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 3 of 10
59927,"The Multi-Functional Display screen is made of glass. Sharp or textured objects, such as stylus pens or gloves, should not be used to operate the device.",71104,Question 3 of 10,/-1(*)/06(*)/08(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 3 of 10
59927,INCORRECT,71104,Question 3 of 10,/-1(*)/06(*)/08(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 3 of 10
59928,Built-in maps,71105,Question 4 of 10,/-1(*)/06(*)/08(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 4 of 10
59928,Built-in GPS,71105,Question 4 of 10,/-1(*)/06(*)/08(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 4 of 10
59928,Built-in inertial measuring system,71105,Question 4 of 10,/-1(*)/06(*)/08(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 4 of 10
59928,Question: 4 of 10,71105,Question 4 of 10,/-1(*)/06(*)/08(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 4 of 10
59928,Radar,71105,Question 4 of 10,/-1(*)/06(*)/08(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 4 of 10
